athens, greece, baghdad, iraq, ['ss_8698126']
jump, jumping, shuffle, shuffling, ['circuit-switched']
jump, jumping, sing, singing, ['ss_2385813']
jump, jumping, sit, sitting, ['ss_1439190']
jump, jumping, slow, slowing, ['ss_983196']
jump, jumping, swim, swimming, ['ss_1904649']
jump, jumping, think, thinking, ['ss_728617']
jump, jumping, vanish, vanishing, ['various_sources']
jump, jumping, walk, walking, ['ss_1209426']
jump, jumping, write, writing, ['sending']
jump, jumping, code, coding, ['revenue']
jump, jumping, dance, dancing, ['car_racing']
jump, jumping, debug, debugging, ['ss_200242']
jump, jumping, decrease, decreasing, ['increases']
jump, jumping, describe, describing, ['ss_643197']
jump, jumping, discover, discovering, ['predict']
jump, jumping, enhance, enhancing, ['maximize']
jump, jumping, fly, flying, ['ss_1320009']
jump, jumping, generate, generating, ['generating']
jump, jumping, go, going, ['ss_1317723']
jump, jumping, implement, implementing, ['ss_486018']
jump, jumping, increase, increasing, ['increased']
jump, jumping, invent, inventing, ['succeed_in']
listen, listening, look, looking, ['looking']
listen, listening, move, moving, ['away_from']
listen, listening, play, playing, ['playing']
listen, listening, predict, predicting, ['to_drive']
listen, listening, read, reading, ['ss_1648126']
listen, listening, run, running, ['conducting']
listen, listening, say, saying, ['speculation']
listen, listening, scream, screaming, ['physic']
listen, listening, see, seeing, ['discussion']
listen, listening, shuffle, shuffling, ['network_in']
listen, listening, sing, singing, ['driving']
listen, listening, sit, sitting, ['the_market']
listen, listening, slow, slowing, ['ss_983304']
listen, listening, swim, swimming, ['ss_1877355']
listen, listening, think, thinking, ['doing']
listen, listening, vanish, vanishing, ['during_the_day']
listen, listening, walk, walking, ['centered']
listen, listening, write, writing, ['conducting']
listen, listening, code, coding, ['unit']
listen, listening, dance, dancing, ['folk']
listen, listening, debug, debugging, ['file-sharing']
listen, listening, decrease, decreasing, ['growing']
listen, listening, describe, describing, ['to_describe']
listen, listening, discover, discovering, ['ensure']
listen, listening, enhance, enhancing, ['improve']
listen, listening, fly, flying, ['telephone']
listen, listening, generate, generating, ['amount_of']
listen, listening, go, going, ['going']
listen, listening, implement, implementing, ['to_improve']
listen, listening, increase, increasing, ['increasing']
listen, listening, invent, inventing, ['ploy']
listen, listening, jump, jumping, ['ss_122661']
look, looking, move, moving, ['ss_1871979']
look, looking, play, playing, ['played']
look, looking, predict, predicting, ['ss_2308389']
look, looking, read, reading, ['ss_1718535']
look, looking, run, running, ['running']
look, looking, say, saying, ['ss_631737']
look, looking, scream, screaming, ['spades']
look, looking, see, seeing, ['ss_2150510']
look, looking, shuffle, shuffling, ['ss_340463']
look, looking, sing, singing, ['waiting']
look, looking, sit, sitting, ['ss_1957529']
look, looking, slow, slowing, ['ss_983052']
look, looking, swim, swimming, ['ss_1955984']
look, looking, think, thinking, ['ss_561887']
look, looking, vanish, vanishing, ['unnoticed']
look, looking, walk, walking, ['ss_1140654']
look, looking, write, writing, ['to_write']
look, looking, code, coding, ['ss_6353757']
look, looking, dance, dancing, ['ss_6157326']
look, looking, debug, debugging, ['ss_200242']
look, looking, decrease, decreasing, ['ss_351485']
look, looking, describe, describing, ['to_describe']
look, looking, discover, discovering, ['to_show']
look, looking, enhance, enhancing, ['reduce']
look, looking, fly, flying, ['travelling']
look, looking, generate, generating, ['ss_1629000']
look, looking, go, going, ['ss_1317723']
look, looking, implement, implementing, ['ss_486018']
look, looking, increase, increasing, ['increasing']
look, looking, invent, inventing, ['rule_out']
look, looking, jump, jumping, ['flying']
look, looking, listen, listening, ['do_this']
move, moving, play, playing, ['playing']
move, moving, predict, predicting, ['calculating']
move, moving, read, reading, ['ss_2171039']
move, moving, run, running, ['running']
move, moving, say, saying, ['we_are']
move, moving, scream, screaming, ['spades']
move, moving, see, seeing, ['ss_2150948']
move, moving, shuffle, shuffling, ['dumbarton']
move, moving, sing, singing, ['looking']
move, moving, sit, sitting, ['ss_1957529']
move, moving, slow, slowing, ['ss_982602']
move, moving, swim, swimming, ['walking']
move, moving, think, thinking, ['am']
move, moving, vanish, vanishing, ['disappearing']
move, moving, walk, walking, ['ss_1140654']
move, moving, write, writing, ['reading']
move, moving, code, coding, ['ss_6353757']
move, moving, dance, dancing, ['ss_6157326']
move, moving, debug, debugging, ['hand-operated']
move, moving, decrease, decreasing, ['ss_351485']
move, moving, describe, describing, ['to_describe']
move, moving, discover, discovering, ['investigate']
move, moving, enhance, enhancing, ['improve']
move, moving, fly, flying, ['traveling']
move, moving, generate, generating, ['generating']
move, moving, go, going, ['going']
move, moving, implement, implementing, ['ss_486018']
move, moving, increase, increasing, ['increasing']
move, moving, invent, inventing, ['rule_out']
move, moving, jump, jumping, ['ski']
move, moving, listen, listening, ['listen_to']
move, moving, look, looking, ['looking']
play, playing, predict, predicting, ['calculating']
play, playing, read, reading, ['ss_704388']
play, playing, run, running, ['running']
play, playing, say, saying, ['knew']
play, playing, scream, screaming, ['blau-wei']
play, playing, see, seeing, ['ss_2150948']
play, playing, shuffle, shuffling, ['parsley']
play, playing, sing, singing, ['ss_1043887']
play, playing, sit, sitting, ['on_stage']
play, playing, slow, slowing, ['ss_983499']
play, playing, swim, swimming, ['pcs']
play, playing, think, thinking, ['ss_561887']
play, playing, vanish, vanishing, ['ss_358021']
play, playing, walk, walking, ['ss_2470175']
play, playing, write, writing, ['to_write']
play, playing, code, coding, ['ss_6353757']
play, playing, dance, dancing, ['ss_6157326']
play, playing, debug, debugging, ['techniques_such_as']
play, playing, decrease, decreasing, ['ss_351485']
play, playing, describe, describing, ['to_describe']
play, playing, discover, discovering, ['explaining']
play, playing, enhance, enhancing, ['improving']
play, playing, fly, flying, ['walking']
play, playing, generate, generating, ['generating']
play, playing, go, going, ['ss_1318849']
play, playing, implement, implementing, ['implementing']
play, playing, increase, increasing, ['increasing']
play, playing, invent, inventing, ['matter_to']
play, playing, jump, jumping, ['walking']
play, playing, listen, listening, ['listen_to']
play, playing, look, looking, ['looked']
play, playing, move, moving, ['moving']
predict, predicting, read, reading, ['ss_1744611']
predict, predicting, run, running, ['appearances']
predict, predicting, say, saying, ['stating']
predict, predicting, scream, screaming, ['hustler']
predict, predicting, see, seeing, ['ss_2150510']
predict, predicting, shuffle, shuffling, ['solnhofen']
predict, predicting, sing, singing, ['their_home']
predict, predicting, sit, sitting, ['an_episode_of']
predict, predicting, slow, slowing, ['slowing']
predict, predicting, swim, swimming, ['ss_1926984']
predict, predicting, think, thinking, ['ss_561887']
predict, predicting, vanish, vanishing, ['finishing_first']
predict, predicting, walk, walking, ['the_night']
predict, predicting, write, writing, ['a_book']
predict, predicting, code, coding, ['ss_6353757']
predict, predicting, dance, dancing, ['folk']
predict, predicting, debug, debugging, ['formats_such_as']
predict, predicting, decrease, decreasing, ['preparation_for']
predict, predicting, describe, describing, ['describing']
predict, predicting, discover, discovering, ['discovering']
predict, predicting, enhance, enhancing, ['improving']
predict, predicting, fly, flying, ['ss_879356']
predict, predicting, generate, generating, ['obtaining']
predict, predicting, go, going, ['ss_1317723']
predict, predicting, implement, implementing, ['implementing']
predict, predicting, increase, increasing, ['ss_7356676']
predict, predicting, invent, inventing, ['exemplifying']
predict, predicting, jump, jumping, ['ss_2819881']
predict, predicting, listen, listening, ['ss_11815918']
predict, predicting, look, looking, ['looked']
predict, predicting, move, moving, ['ss_879356']
predict, predicting, play, playing, ['played']
read, reading, run, running, ['ss_48374']
read, reading, say, saying, ['shows']
read, reading, scream, screaming, ['harem']
read, reading, see, seeing, ['table']
read, reading, shuffle, shuffling, ['ss_12468243']
read, reading, sing, singing, ['ss_545501']
read, reading, sit, sitting, ['the_lower']
read, reading, slow, slowing, ['ss_983722']
read, reading, swim, swimming, ['intercollegiate']
read, reading, think, thinking, ['ss_5804793']
read, reading, vanish, vanishing, ['learning_of_the']
read, reading, walk, walking, ['pace']
read, reading, write, writing, ['offering']
read, reading, code, coding, ['ss_6353757']
read, reading, dance, dancing, ['music_and']
read, reading, debug, debugging, ['oratorical']
read, reading, decrease, decreasing, ['ss_351485']
read, reading, describe, describing, ['the_traditional']
read, reading, discover, discovering, ['emphasize']
read, reading, enhance, enhancing, ['improve']
read, reading, fly, flying, ['ss_454121']
read, reading, generate, generating, ['flow_of']
read, reading, go, going, ['toward']
read, reading, implement, implementing, ['ss_2946221']
read, reading, increase, increasing, ['ss_351485']
read, reading, invent, inventing, ['social_order']
read, reading, jump, jumping, ['pace']
read, reading, listen, listening, ['obedience']
read, reading, look, looking, ['looks']
read, reading, move, moving, ['toward']
read, reading, play, playing, ['ss_521562']
read, reading, predict, predicting, ['determination_of']
run, running, say, saying, ['know']
run, running, scream, screaming, ['heroes']
run, running, see, seeing, ['ss_2150510']
run, running, shuffle, shuffling, ['ss_340463']
run, running, sing, singing, ['shoot']
run, running, sit, sitting, ['ss_1957529']
run, running, slow, slowing, ['spreading']
run, running, swim, swimming, ['dancing']
run, running, think, thinking, ['know']
run, running, vanish, vanishing, ['ss_358021']
run, running, walk, walking, ['ss_1140654']
run, running, write, writing, ['to_write']
run, running, code, coding, ['ss_6353757']
run, running, dance, dancing, ['ss_6157326']
run, running, debug, debugging, ['ss_200242']
run, running, decrease, decreasing, ['ss_351485']
run, running, describe, describing, ['ss_1160899']
run, running, discover, discovering, ['illustrate']
run, running, enhance, enhancing, ['strengthen']
run, running, fly, flying, ['traveling']
run, running, generate, generating, ['flow_of']
run, running, go, going, ['ss_1318849']
run, running, implement, implementing, ['introduce']
run, running, increase, increasing, ['ss_351485']
run, running, invent, inventing, ['matter_to']
run, running, jump, jumping, ['bow']
run, running, listen, listening, ['listen_to']
run, running, look, looking, ['looked']
run, running, move, moving, ['moves']
run, running, play, playing, ['playing']
run, running, predict, predicting, ['examine']
run, running, read, reading, ['ss_607114']
say, saying, scream, screaming, ['virtua_fighter']
say, saying, see, seeing, ['ss_2150948']
say, saying, shuffle, shuffling, ['ss_12468243']
say, saying, sing, singing, ['ss_1043887']
say, saying, sit, sitting, ['on_stage']
say, saying, slow, slowing, ['ss_439958']
say, saying, swim, swimming, ['ss_1556572']
say, saying, think, thinking, ['ss_561887']
say, saying, vanish, vanishing, ['running_out_of']
say, saying, walk, walking, ['ss_2694287']
say, saying, write, writing, ['ss_1692834']
say, saying, code, coding, ['ss_6353757']
say, saying, dance, dancing, ['ss_428270']
say, saying, debug, debugging, ['programs_as']
say, saying, decrease, decreasing, ['ss_351485']
say, saying, describe, describing, ['to_describe']
say, saying, discover, discovering, ['stating']
say, saying, enhance, enhancing, ['ss_230033']
say, saying, fly, flying, ['ss_299580']
say, saying, generate, generating, ['ss_1629000']
say, saying, go, going, ['ss_1318849']
say, saying, implement, implementing, ['ss_486018']
say, saying, increase, increasing, ['ss_169651']
say, saying, invent, inventing, ['rule_out']
say, saying, jump, jumping, ['scroll']
say, saying, listen, listening, ['referring']
say, saying, look, looking, ['looked']
say, saying, move, moving, ['ss_166172']
say, saying, play, playing, ['played']
say, saying, predict, predicting, ['ss_2308389']
say, saying, read, reading, ['written']
say, saying, run, running, ['running']
scream, screaming, see, seeing, ['ss_2150510']
scream, screaming, shuffle, shuffling, ['ss_4136161']
scream, screaming, sing, singing, ['ss_1904930']
scream, screaming, sit, sitting, ['ss_1957529']
scream, screaming, slow, slowing, ['ss_983499']
scream, screaming, swim, swimming, ['ss_1143838']
scream, screaming, think, thinking, ['say']
scream, screaming, vanish, vanishing, ['working_the']
scream, screaming, walk, walking, ['walking']
scream, screaming, write, writing, ['to_write']
scream, screaming, code, coding, ['ss_6353757']
scream, screaming, dance, dancing, ['ss_7060976']
scream, screaming, debug, debugging, ['ss_200242']
scream, screaming, decrease, decreasing, ['increases']
scream, screaming, describe, describing, ['applying']
scream, screaming, discover, discovering, ['ss_785008']
scream, screaming, enhance, enhancing, ['ss_841125']
scream, screaming, fly, flying, ['ss_1904930']
scream, screaming, generate, generating, ['ss_1532589']
scream, screaming, go, going, ['ss_74407']
scream, screaming, implement, implementing, ['ss_1504130']
scream, screaming, increase, increasing, ['increasing']
scream, screaming, invent, inventing, ['everything_from']
scream, screaming, jump, jumping, ['breaks']
scream, screaming, listen, listening, ['ss_963057']
scream, screaming, look, looking, ['looking']
scream, screaming, move, moving, ['away_from']
scream, screaming, play, playing, ['playing']
scream, screaming, predict, predicting, ['the_amount_of']
scream, screaming, read, reading, ['ss_2079933']
scream, screaming, run, running, ['running']
scream, screaming, say, saying, ['argue']
see, seeing, shuffle, shuffling, ['vauxhall']
see, seeing, sing, singing, ['getting']
see, seeing, sit, sitting, ['their_position']
see, seeing, slow, slowing, ['ss_983401']
see, seeing, swim, swimming, ['ss_1556572']
see, seeing, think, thinking, ['ss_690305']
see, seeing, vanish, vanishing, ['its_release']
see, seeing, walk, walking, ['dying']
see, seeing, write, writing, ['threatening']
see, seeing, code, coding, ['holding']
see, seeing, dance, dancing, ['music_and']
see, seeing, debug, debugging, ['ss_200242']
see, seeing, decrease, decreasing, ['a_change']
see, seeing, describe, describing, ['threatening']
see, seeing, discover, discovering, ['demonstrate']
see, seeing, enhance, enhancing, ['profitability']
see, seeing, fly, flying, ['moving']
see, seeing, generate, generating, ['delivering']
see, seeing, go, going, ['moving']
see, seeing, implement, implementing, ['threatening']
see, seeing, increase, increasing, ['increase_in']
see, seeing, invent, inventing, ['threatening']
see, seeing, jump, jumping, ['pace']
see, seeing, listen, listening, ['threatening']
see, seeing, look, looking, ['looked']
see, seeing, move, moving, ['moving']
see, seeing, play, playing, ['ss_457382']
see, seeing, predict, predicting, ['predicting']
see, seeing, read, reading, ['her_husband']
see, seeing, run, running, ['holding']
see, seeing, say, saying, ['knowing']
see, seeing, scream, screaming, ['spades']
shuffle, shuffling, sing, singing, ['efficiently']
shuffle, shuffling, sit, sitting, ['efficiently']
shuffle, shuffling, slow, slowing, ['ss_983722']
shuffle, shuffling, swim, swimming, ['ss_1904649']
shuffle, shuffling, think, thinking, ['we']
shuffle, shuffling, vanish, vanishing, ['ss_4123740']
shuffle, shuffling, walk, walking, ['efficiently']
shuffle, shuffling, write, writing, ['ss_607114']
shuffle, shuffling, code, coding, ['ss_6353757']
shuffle, shuffling, dance, dancing, ['cooking']
shuffle, shuffling, debug, debugging, ['steelmaking']
shuffle, shuffling, decrease, decreasing, ['increases']
shuffle, shuffling, describe, describing, ['ss_1061017']
shuffle, shuffling, discover, discovering, ['predict']
shuffle, shuffling, enhance, enhancing, ['ss_428870']
shuffle, shuffling, fly, flying, ['efficiently']
shuffle, shuffling, generate, generating, ['heat_and']
shuffle, shuffling, go, going, ['ss_1318849']
shuffle, shuffling, implement, implementing, ['tasks']
shuffle, shuffling, increase, increasing, ['decrease']
shuffle, shuffling, invent, inventing, ['accomplishing']
shuffle, shuffling, jump, jumping, ['latency']
shuffle, shuffling, listen, listening, ['efficiently']
shuffle, shuffling, look, looking, ['tasks']
shuffle, shuffling, move, moving, ['efficiently']
shuffle, shuffling, play, playing, ['playing']
shuffle, shuffling, predict, predicting, ['ss_428870']
shuffle, shuffling, read, reading, ['ss_599992']
shuffle, shuffling, run, running, ['at_a']
shuffle, shuffling, say, saying, ['we']
shuffle, shuffling, scream, screaming, ['blau-wei']
shuffle, shuffling, see, seeing, ['we']
sing, singing, sit, sitting, ['ss_545344']
sing, singing, slow, slowing, ['ss_1047338']
sing, singing, swim, swimming, ['ss_545501']
sing, singing, think, thinking, ['thinking']
sing, singing, vanish, vanishing, ['being_found']
sing, singing, walk, walking, ['ss_5954481']
sing, singing, write, writing, ['writing']
sing, singing, code, coding, ['management']
sing, singing, dance, dancing, ['ss_545501']
sing, singing, debug, debugging, ['fiction_series']
sing, singing, decrease, decreasing, ['reduction']
sing, singing, describe, describing, ['ss_5665146']
sing, singing, discover, discovering, ['ss_1013367']
sing, singing, enhance, enhancing, ['behavior']
sing, singing, fly, flying, ['hunting']
sing, singing, generate, generating, ['communication']
sing, singing, go, going, ['ss_762168']
sing, singing, implement, implementing, ['educational']
sing, singing, increase, increasing, ['activity']
sing, singing, invent, inventing, ['ss_545501']
sing, singing, jump, jumping, ['shotgun']
sing, singing, listen, listening, ['ss_545501']
sing, singing, look, looking, ['musical']
sing, singing, move, moving, ['behavior']
sing, singing, play, playing, ['writing']
sing, singing, predict, predicting, ['behavior']
sing, singing, read, reading, ['writing']
sing, singing, run, running, ['program']
sing, singing, say, saying, ['says']
sing, singing, scream, screaming, ['gerontius']
sing, singing, see, seeing, ['ss_2150510']
sing, singing, shuffle, shuffling, ['nebula']
sit, sitting, slow, slowing, ['ss_982954']
sit, sitting, swim, swimming, ['ss_449295']
sit, sitting, think, thinking, ['not_a']
sit, sitting, vanish, vanishing, ['when_not']
sit, sitting, walk, walking, ['soldier']
sit, sitting, write, writing, ['ss_1692834']
sit, sitting, code, coding, ['ss_6353757']
sit, sitting, dance, dancing, ['ss_6157326']
sit, sitting, debug, debugging, ['protein-rich']
sit, sitting, decrease, decreasing, ['reduction_in']
sit, sitting, describe, describing, ['used_by']
sit, sitting, discover, discovering, ['place_where']
sit, sitting, enhance, enhancing, ['ss_2984781']
sit, sitting, fly, flying, ['horse']
sit, sitting, generate, generating, ['generating']
sit, sitting, go, going, ['running']
sit, sitting, implement, implementing, ['centralized']
sit, sitting, increase, increasing, ['ss_346991']
sit, sitting, invent, inventing, ['political_party']
sit, sitting, jump, jumping, ['ss_863513']
sit, sitting, listen, listening, ['who_wants']
sit, sitting, look, looking, ['ss_5845419']
sit, sitting, move, moving, ['ss_14829565']
sit, sitting, play, playing, ['ss_457382']
sit, sitting, predict, predicting, ['determining']
sit, sitting, read, reading, ['one']
sit, sitting, run, running, ['ss_1013843']
sit, sitting, say, saying, ['ss_917300']
sit, sitting, scream, screaming, ['demon']
sit, sitting, see, seeing, ['ss_2150510']
sit, sitting, shuffle, shuffling, ['phrygian']
sit, sitting, sing, singing, ['ss_1043887']
slow, slowing, swim, swimming, ['throwing_the']
slow, slowing, think, thinking, ['i_know']
slow, slowing, vanish, vanishing, ['missing_out']
slow, slowing, walk, walking, ['emptying']
slow, slowing, write, writing, ['exposing']
slow, slowing, code, coding, ['ss_6353757']
slow, slowing, dance, dancing, ['videos']
slow, slowing, debug, debugging, ['sensors_for']
slow, slowing, decrease, decreasing, ['bringing_about']
slow, slowing, describe, describing, ['exposing']
slow, slowing, discover, discovering, ['deduce']
slow, slowing, enhance, enhancing, ['lessen']
slow, slowing, fly, flying, ['the_ball']
slow, slowing, generate, generating, ['storing']
slow, slowing, go, going, ['ss_1318849']
slow, slowing, implement, implementing, ['modifying']
slow, slowing, increase, increasing, ['ss_169651']
slow, slowing, invent, inventing, ['speak_about']
slow, slowing, jump, jumping, ['drawer']
slow, slowing, listen, listening, ['deferring']
slow, slowing, look, looking, ['everyone_else']
slow, slowing, move, moving, ['the_paper']
slow, slowing, play, playing, ['the_lead']
slow, slowing, predict, predicting, ['estimating']
slow, slowing, read, reading, ['heard']
slow, slowing, run, running, ['a_home']
slow, slowing, say, saying, ['i_know']
slow, slowing, scream, screaming, ['baryton']
slow, slowing, see, seeing, ['ss_2150948']
slow, slowing, shuffle, shuffling, ['printing_and']
slow, slowing, sing, singing, ['everyone_else']
slow, slowing, sit, sitting, ['ss_1545883']
swim, swimming, think, thinking, ['am']
swim, swimming, vanish, vanishing, ['pools']
swim, swimming, walk, walking, ['ss_441824']
swim, swimming, write, writing, ['ss_1692834']
swim, swimming, code, coding, ['ss_6353757']
swim, swimming, dance, dancing, ['ss_441824']
swim, swimming, debug, debugging, ['humanitarian_assistance']
swim, swimming, decrease, decreasing, ['reduction']
swim, swimming, describe, describing, ['to_describe']
swim, swimming, discover, discovering, ['ss_897746']
swim, swimming, enhance, enhancing, ['pools']
swim, swimming, fly, flying, ['ss_441824']
swim, swimming, generate, generating, ['pools']
swim, swimming, go, going, ['went']
swim, swimming, implement, implementing, ['secure']
swim, swimming, increase, increasing, ['increase_in']
swim, swimming, invent, inventing, ['provider_of']
swim, swimming, jump, jumping, ['pools']
swim, swimming, listen, listening, ['referring']
swim, swimming, look, looking, ['looks']
swim, swimming, move, moving, ['ss_499066']
swim, swimming, play, playing, ['ss_499066']
swim, swimming, predict, predicting, ['limiting']
swim, swimming, read, reading, ['hubble']
swim, swimming, run, running, ['ss_499066']
swim, swimming, say, saying, ['ss_927049']
swim, swimming, scream, screaming, ['watermelon']
swim, swimming, see, seeing, ['provides']
swim, swimming, shuffle, shuffling, ['ultramarine']
swim, swimming, sing, singing, ['ss_499066']
swim, swimming, sit, sitting, ['ss_501080']
swim, swimming, slow, slowing, ['ss_983401']
think, thinking, vanish, vanishing, ['lecturing']
think, thinking, walk, walking, ['spreading']
think, thinking, write, writing, ['writing']
think, thinking, code, coding, ['ss_6353757']
think, thinking, dance, dancing, ['style']
think, thinking, debug, debugging, ['ss_200242']
think, thinking, decrease, decreasing, ['deterioration']
think, thinking, describe, describing, ['to_describe']
think, thinking, discover, discovering, ['demonstrate']
think, thinking, enhance, enhancing, ['strengthen']
think, thinking, fly, flying, ['running']
think, thinking, generate, generating, ['ss_2734544']
think, thinking, go, going, ['running']
think, thinking, implement, implementing, ['ss_1504130']
think, thinking, increase, increasing, ['ss_156601']
think, thinking, invent, inventing, ['tactics_and']
think, thinking, jump, jumping, ['running']
think, thinking, listen, listening, ['relating']
think, thinking, look, looking, ['ss_6776138']
think, thinking, move, moving, ['his_own']
think, thinking, play, playing, ['writing']
think, thinking, predict, predicting, ['evolution_of']
think, thinking, read, reading, ['his_own']
think, thinking, run, running, ['running']
think, thinking, say, saying, ['reasoning']
think, thinking, scream, screaming, ['thrones']
think, thinking, see, seeing, ['regarding']
think, thinking, shuffle, shuffling, ['walkway']
think, thinking, sing, singing, ['singing']
think, thinking, sit, sitting, ['on_stage']
think, thinking, slow, slowing, ['spreading']
think, thinking, swim, swimming, ['across_europe']
vanish, vanishing, walk, walking, ['star_on_the']
vanish, vanishing, write, writing, ['send']
vanish, vanishing, code, coding, ['repository']
vanish, vanishing, dance, dancing, ['ss_428270']
vanish, vanishing, debug, debugging, ['second-floor']
vanish, vanishing, decrease, decreasing, ['decrease_in']
vanish, vanishing, describe, describing, ['measure']
vanish, vanishing, discover, discovering, ['pseudoprime']
vanish, vanishing, enhance, enhancing, ['connection_to']
vanish, vanishing, fly, flying, ['bow']
vanish, vanishing, generate, generating, ['ss_1059711']
vanish, vanishing, go, going, ['jump']
vanish, vanishing, implement, implementing, ['construct']
vanish, vanishing, increase, increasing, ['huge']
vanish, vanishing, invent, inventing, ['subgenre_of']
vanish, vanishing, jump, jumping, ['bow']
vanish, vanishing, listen, listening, ['pseudoprime']
vanish, vanishing, look, looking, ['fan']
vanish, vanishing, move, moving, ['segment_of']
vanish, vanishing, play, playing, ['big']
vanish, vanishing, predict, predicting, ['survival_of']
vanish, vanishing, read, reading, ['master']
vanish, vanishing, run, running, ['ss_2797881']
vanish, vanishing, say, saying, ['fan']
vanish, vanishing, scream, screaming, ['misasagi']
vanish, vanishing, see, seeing, ['section_of']
vanish, vanishing, shuffle, shuffling, ['bridge_in_the']
vanish, vanishing, sing, singing, ['trap']
vanish, vanishing, sit, sitting, ['floating']
vanish, vanishing, slow, slowing, ['ss_982954']
vanish, vanishing, swim, swimming, ['subgenre_of']
vanish, vanishing, think, thinking, ['fan']
walk, walking, write, writing, ['carrying']
walk, walking, code, coding, ['ss_6353757']
walk, walking, dance, dancing, ['ss_428270']
walk, walking, debug, debugging, ['supplies_for_the']
walk, walking, decrease, decreasing, ['reduction']
walk, walking, describe, describing, ['to_describe']
walk, walking, discover, discovering, ['maintaining']
walk, walking, enhance, enhancing, ['regulate']
walk, walking, fly, flying, ['ss_2048051']
walk, walking, generate, generating, ['generating']
walk, walking, go, going, ['going']
walk, walking, implement, implementing, ['maintaining']
walk, walking, increase, increasing, ['increasing']
walk, walking, invent, inventing, ['ss_1247181']
walk, walking, jump, jumping, ['bow']
walk, walking, listen, listening, ['responding']
walk, walking, look, looking, ['looked']
walk, walking, move, moving, ['moving']
walk, walking, play, playing, ['playing']
walk, walking, predict, predicting, ['calculating']
walk, walking, read, reading, ['ss_2079933']
walk, walking, run, running, ['running']
walk, walking, say, saying, ['others']
walk, walking, scream, screaming, ['reibey']
walk, walking, see, seeing, ['others']
walk, walking, shuffle, shuffling, ['multi-level']
walk, walking, sing, singing, ['maintaining']
walk, walking, sit, sitting, ['sitting']
walk, walking, slow, slowing, ['ss_983401']
walk, walking, swim, swimming, ['casual']
walk, walking, think, thinking, ['ss_561887']
walk, walking, vanish, vanishing, ['when_not']
write, writing, code, coding, ['ss_614224']
write, writing, dance, dancing, ['style']
write, writing, debug, debugging, ['cogeneration']
write, writing, decrease, decreasing, ['ss_169651']
write, writing, describe, describing, ['ss_965035']
write, writing, discover, discovering, ['ss_1013367']
write, writing, enhance, enhancing, ['ss_1221254']
write, writing, fly, flying, ['car']
write, writing, generate, generating, ['ss_1629000']
write, writing, go, going, ['ss_146138']
write, writing, implement, implementing, ['educational']
write, writing, increase, increasing, ['ss_169651']
write, writing, invent, inventing, ['immune']
write, writing, jump, jumping, ['shotgun']
write, writing, listen, listening, ['career']
write, writing, look, looking, ['looked']
write, writing, move, moving, ['ss_1835496']
write, writing, play, playing, ['playing']
write, writing, predict, predicting, ['behaviour']
write, writing, read, reading, ['ss_1007027']
write, writing, run, running, ['running']
write, writing, say, saying, ['ss_28424']
write, writing, scream, screaming, ['tangerine']
write, writing, see, seeing, ['ss_614224']
write, writing, shuffle, shuffling, ['magenta']
write, writing, sing, singing, ['singing']
write, writing, sit, sitting, ['appearing']
write, writing, slow, slowing, ['ss_983722']
write, writing, swim, swimming, ['playing']
write, writing, think, thinking, ['ss_608670']
write, writing, vanish, vanishing, ['being_found']
write, writing, walk, walking, ['ss_14436875']
albania, albanian, argentina, argentinean, ['ss_2609813']
albania, albanian, australia, australian, ['serbian']
albania, albanian, austria, austrian, ['ss_2609813']
albania, albanian, belarus, belorussian, ['ss_2609813']
albania, albanian, brazil, brazilian, ['hungarian']
albania, albanian, bulgaria, bulgarian, ['egyptian']
albania, albanian, cambodia, cambodian, ['ss_2609813']
albania, albanian, chile, chilean, ['ss_2609813']
albania, albanian, china, chinese, ['ss_2609813']
albania, albanian, colombia, colombian, ['colombian']
albania, albanian, croatia, croatian, ['ss_2609813']
albania, albanian, denmark, danish, ['ss_2609813']
albania, albanian, egypt, egyptian, ['egyptian']
albania, albanian, england, english, ['indian']
albania, albanian, france, french, ['ss_2958392']
albania, albanian, germany, german, ['german']
albania, albanian, greece, greek, ['ss_2609813']
albania, albanian, iceland, icelandic, ['ss_2609813']
albania, albanian, india, indian, ['american']
albania, albanian, ireland, irish, ['ss_2609813']
albania, albanian, israel, israeli, ['egyptian']
albania, albanian, italy, italian, ['hungarian']
albania, albanian, japan, japanese, ['egyptian']
albania, albanian, korea, korean, ['korean']
albania, albanian, macedonia, macedonian, ['south_african']
albania, albanian, malta, maltese, ['slovenian']
albania, albanian, mexico, mexican, ['ss_2609813']
albania, albanian, moldova, moldovan, ['malaysian']
albania, albanian, netherlands, dutch, ['hungarian']
albania, albanian, norway, norwegian, ['ss_2609813']
albania, albanian, peru, peruvian, ['ss_2609813']
albania, albanian, poland, polish, ['ss_2609813']
albania, albanian, portugal, portuguese, ['egyptian']
albania, albanian, russia, russian, ['egyptian']
albania, albanian, slovakia, slovakian, ['ss_2609813']
albania, albanian, spain, spanish, ['ss_2609813']
albania, albanian, sweden, swedish, ['ss_2609813']
albania, albanian, switzerland, swiss, ['ss_2609813']
albania, albanian, thailand, thai, ['egyptian']
argentina, argentinean, australia, australian, ['factory_for']
argentina, argentinean, austria, austrian, ['lip_is']
argentina, argentinean, belarus, belorussian, ['magazines_like']
argentina, argentinean, brazil, brazilian, ['factory_for']
argentina, argentinean, bulgaria, bulgarian, ['fountain_was']
