athens, greece, baghdad, iraq, ['ss_8698126', 'russia', 'ss_8914193', 'ss_8782319', 'egypt']
albania, albanian, malta, maltese, ['slovenian', 'congolese', 'ss_2964291', 'egyptian', 'libyan']
albania, albanian, mexico, mexican, ['ss_2609813', 'afghan', 'ss_6975132', 'egyptian', 'ss_9716047']
albania, albanian, moldova, moldovan, ['malaysian', 'south_african', 'ss_3083417', 'ss_2609813', 'belarusian']
albania, albanian, netherlands, dutch, ['hungarian', 'swedish', 'nigerien', 'ss_2609813', 'ss_6975132']
albania, albanian, norway, norwegian, ['ss_2609813', 'ss_2961505', 'hungarian', 'serbian', 'egyptian']
albania, albanian, peru, peruvian, ['ss_2609813', 'egyptian', 'bantu', 'bosnian', 'south_african']
albania, albanian, poland, polish, ['ss_2609813', 'egyptian', 'hungarian', 'ss_2961505', 'ss_2971469']
albania, albanian, portugal, portuguese, ['egyptian', 'ss_6975132', 'ss_2609813', 'nigerien', 'ss_2971469']
albania, albanian, russia, russian, ['egyptian', 'ss_2609813', 'serbian', 'ss_2971469', 'russian']
albania, albanian, slovakia, slovakian, ['ss_2609813', 'nigerien', 'ss_3080619', 'algonquian', 'sami']
albania, albanian, spain, spanish, ['ss_2609813', 'egyptian', 'ss_2958576', 'ss_2971469', 'ss_6975132']
albania, albanian, sweden, swedish, ['ss_2609813', 'serbian', 'egyptian', 'ss_2971469', 'ss_2961505']
albania, albanian, switzerland, swiss, ['ss_2609813', 'hungarian', 'serbian', 'nigerien', 'ss_2961505']
albania, albanian, thailand, thai, ['egyptian', 'serbian', 'ss_2609813', 'afghan', 'ss_6975132']
argentina, argentinean, australia, australian, ['factory_for', 'deep-water_port', 'song_written_by', 'hard_rock_band', 'ticket_and']
argentina, argentinean, austria, austrian, ['lip_is', 'jaw_is', 'bounds_for', 'illiteracy_rate', 'ontology_of']
argentina, argentinean, belarus, belorussian, ['magazines_like', 'motorcycle_racer', 'media_was', 'czech-born', 'feast_of_st']
argentina, argentinean, brazil, brazilian, ['factory_for', 'buyer_of', 'subsidy_for', 'cleric_and', 'parish_church_in']
argentina, argentinean, bulgaria, bulgarian, ['fountain_was', 'monarchs_were', 'charity_that', 'citizen_who', 'breathing_apparatus']
argentina, argentinean, cambodia, cambodian, ['humor_magazine', 'diagram_of_the', 'cleric_and', 'ghettos_and', 'lexicon_of']
argentina, argentinean, chile, chilean, ['brigade_from', 'subsidy_for', 'interception_in', 'corridor_of', 'courtyard_in']
argentina, argentinean, china, chinese, ['citizen_who', 'intrusion_into', 'ace_in', 'song_written_by', 'professional_baseball_player']
argentina, argentinean, colombia, colombian, ['brigade_from', 'subsidy_for', 'seal_in', 'red-and-black', 'transmitter_was']
argentina, argentinean, croatia, croatian, ['jam_session', 'cinema_with', 'cleric_and', 'ticket_and', 'pre-partition']
argentina, argentinean, denmark, danish, ['humor_magazine', 'lamp_in', 'rock_format', 'ngo_that', 'gentleman_and']
argentina, argentinean, egypt, egyptian, ['ontology_of', 'offence_in', 'altar_in', 'analogue_of_the', 'evergreen_tree']
argentina, argentinean, england, english, ['norse_word', 'temple_in_the', 'zealand-born', 'cathedral_church_of', 'church_on_the']
argentina, argentinean, france, french, ['deep-water_port', 'temple_in_the', 'hard_rock_band', 'charity_that', 'dynasty_of_the']
argentina, argentinean, germany, german, ['wikipedia_article', 'propeller_and', 'crossroads_of_the', 'song_written_by', 'transliteration_of_the']
argentina, argentinean, greece, greek, ['comedian_and_actor', 'monarchs_were', 'media_was', 'cleric_and', 'motorcycle_racer']
argentina, argentinean, iceland, icelandic, ['interception_in', 'quarries_of', 'buyer_of', 'humor_magazine', 'courtyard_in']
argentina, argentinean, india, indian, ['sailor_who', 'boundary_commission', 'citizen_who', 'magazines_like', 'chapel_to']
argentina, argentinean, ireland, irish, ['media_was', 'intrusion_into', 'government_the', 'militia_to', 'temple_in_the']
argentina, argentinean, israel, israeli, ['citizen_who', 'attorneys_general', 'prince_who', 'professional_baseball_player', 'ace_in']
argentina, argentinean, italy, italian, ['terminus_for_the', 'ghettos_and', 'intrusion_into', 'woods_to', 'trailer_for_the']
argentina, argentinean, japan, japanese, ['magazines_like', 'factory_for', 'citizen_who', 'jam_session', 'ace_in']
argentina, argentinean, korea, korean, ['comedian_and_actor', 'professional_baseball_player', 'sailor_who', 'motorcycle_racer', 'post_office_was']
argentina, argentinean, macedonia, macedonian, ['cleric_and', 'pecking_order', 'comedian_and_actor', 'motorcycle_racer', 'immigrant_who']
argentina, argentinean, malta, maltese, ['consultation_on', 'subsidy_for', 'all-boys', 'newscasts_were', 'tributary_to_the']
argentina, argentinean, mexico, mexican, ['cabuyao', 'calamba', 'mansion_of', 'hall_was_built', 'sewage_treatment_plant']
argentina, argentinean, moldova, moldovan, ['gentleman_and', 'feast_of_st', 'decoction', 'ngo_that', 'stranglehold_on']
argentina, argentinean, netherlands, dutch, ['dynasty_of_the', 'jewish_community_in', 'co-belligerent', 'cleric_and', 'navy_at']
argentina, argentinean, norway, norwegian, ['dub_of_the', 'lamp_in', 'aristocracy_in', 'charity_that', 'pre-partition']
argentina, argentinean, peru, peruvian, ['diagram_of_the', 'rock_format', 'font_was', 'czech-born', 'tray_of']
argentina, argentinean, poland, polish, ['citizen_who', 'song_written_by', 'offence_in', 'enclave_in', 'cleric_and']
argentina, argentinean, portugal, portuguese, ['roadway_and', 'russian-built', 'nearest_major', 'dub_of_the', 'woods_to']
argentina, argentinean, russia, russian, ['gentleman_and', 'cleric_and', 'citizen_who', 'media_was', 'enclave_in']
argentina, argentinean, slovakia, slovakian, ['boards_for', 'terminus_for_the', 'motorcycle_racer', 'nagahama', 'czech-born']
argentina, argentinean, spain, spanish, ['era_the', 'intrusion_into', 'era_for', 'dynasty_of_the', 'weekly_magazine']
argentina, argentinean, sweden, swedish, ['temple_in_the', 'humor_magazine', 'cleric_and', 'radar_system', 'gentleman_and']
argentina, argentinean, switzerland, swiss, ['immigrant_community', 'offence_in', 'cleric_and', 'gentleman_and', 'evergreen_tree']
argentina, argentinean, thailand, thai, ['fountain_was', 'ontology_of', 'cleric_and', 'sailor_who', 'ticket_and']
argentina, argentinean, ukraine, ukrainian, ['media_was', 'cleric_and', 'gentleman_and', 'motorcycle_racer', 'magazines_like']
australia, australian, austria, austrian, ['ss_2961099', 'austrian', 'ss_2957066', 'italian', 'ss_3003616']
australia, australian, belarus, belorussian, ['ss_3045750', 'argentine', 'brazilian', 'ss_3071651', 'italian']
australia, australian, brazil, brazilian, ['ss_3045750', 'ss_2957066', 'italian', 'hungarian', 'brazilian']
australia, australian, bulgaria, bulgarian, ['ss_2723158', 'moroccan', 'estonian', 'japanese', 'ss_3045750']
australia, australian, cambodia, cambodian, ['ss_3016519', 'ss_2971469', 'iranian', 'ethiopian', 'ss_3064693']
australia, australian, chile, chilean, ['ss_3045750', 'ss_2928347', 'ss_2971469', 'ss_729133', 'ss_728619']
australia, australian, china, chinese, ['ss_3045750', 'ss_2957066', 'italian', 'japanese', 'ss_2965043']
australia, australian, colombia, colombian, ['armenian', 'irish', 'romanian', 'ss_3045750', 'indonesian']
australia, australian, croatia, croatian, ['iranian', 'ss_3064693', 'ss_3075191', 'ethiopian', 'brazilian']
australia, australian, denmark, danish, ['danish', 'ss_2960338', 'ss_2928347', 'austrian', 'hungarian']
australia, australian, egypt, egyptian, ['egyptian', 'ss_2971469', 'ss_3045750', 'ss_2961099', 'ss_3003616']
australia, australian, england, english, ['indian', 'ss_3045750', 'ss_2928347', 'irish', 'ss_3022177']
australia, australian, france, french, ['ss_2958392', 'italian', 'ss_3022177', 'ss_2957066', 'ss_3045750']
australia, australian, germany, german, ['italian', 'ss_2957066', 'ss_2958392', 'ss_3022177', 'indian']
australia, australian, greece, greek, ['ss_2971469', 'egyptian', 'ss_3045750', 'ss_2928347', 'ss_2966972']
australia, australian, iceland, icelandic, ['ss_2926936', 'automotive', 'ss_3074173', 'ss_2961505', 'hungarian']
australia, australian, india, indian, ['ss_3045750', 'ss_2957066', 'italian', 'indian', 'canadian']
australia, australian, ireland, irish, ['irish', 'hungarian', 'danish', 'ss_2928347', 'ss_3045750']
australia, australian, israel, israeli, ['ss_2971469', 'egyptian', 'ss_2928347', 'japanese', 'indian']
australia, australian, italy, italian, ['ss_2957066', 'italian', 'hungarian', 'ss_2928347', 'ss_3045750']
australia, australian, japan, japanese, ['japanese', 'ss_3045750', 'ss_2965043', 'ss_3022177', 'italian']
australia, australian, korea, korean, ['korean', 'ss_3045750', 'ss_2927303', 'argentine', 'ss_2966972']
australia, australian, macedonia, macedonian, ['ss_2723158', 'ss_3023852', 'italian', 'ss_2957066', 'danish']
australia, australian, malta, maltese, ['slovenian', 'ss_3045750', 'ss_2964291', 'libyan', 'chestnuts']
australia, australian, mexico, mexican, ['argentine', 'ss_3045750', 'ss_2966972', 'ss_2960507', 'ss_2928347']
australia, australian, moldova, moldovan, ['ss_2723158', 'estonian', 'moroccan', 'italian', 'ss_2969375']
australia, australian, netherlands, dutch, ['hungarian', 'danish', 'austrian', 'swedish', 'ss_2960338']
australia, australian, norway, norwegian, ['ss_2960338', 'danish', 'ss_2966972', 'argentine', 'austrian']
australia, australian, peru, peruvian, ['ss_2959007', 'ss_2967333', 'uruguayan', 'ss_2928347', 'ethiopian']
australia, australian, poland, polish, ['ss_2957066', 'hungarian', 'italian', 'ss_3045750', 'ss_2928347']
australia, australian, portugal, portuguese, ['argentine', 'ss_2966972', 'ss_3045750', 'overseas', 'danish']
australia, australian, russia, russian, ['ss_3045750', 'ss_2928347', 'ss_2957276', 'ss_2957066', 'ss_2971469']
australia, australian, slovakia, slovakian, ['ss_2962818', 'knotweed', 'ss_3113404', 'ss_3081160', 'libyan']
australia, australian, spain, spanish, ['ss_3045750', 'ss_2957066', 'ss_2928347', 'italian', 'austrian']
australia, australian, sweden, swedish, ['ss_3045750', 'ss_2928347', 'ss_2960338', 'ss_2971469', 'danish']
australia, australian, switzerland, swiss, ['ss_3045750', 'hungarian', 'ss_2957066', 'italian', 'argentine']
australia, australian, thailand, thai, ['japanese', 'estonian', 'ss_3045750', 'ss_2723158', 'italian']
australia, australian, ukraine, ukrainian, ['brazilian', 'argentine', 'ss_3045750', 'ss_2966972', 'ss_2966829']
australia, australian, albania, albanian, ['ss_3045750', 'austrian', 'ss_2971469', 'ss_2723158', 'argentine']
austria, austrian, belarus, belorussian, ['ss_3045750', 'australian', 'mexican', 'ss_3026902', 'ss_2963665']
austria, austrian, brazil, brazilian, ['mexican', 'ss_2961099', 'ss_3026902', 'ss_3045750', 'hungarian']
austria, austrian, bulgaria, bulgarian, ['moroccan', 'japanese', 'ss_2961099', 'mexican', 'ss_3051307']
austria, austrian, cambodia, cambodian, ['ss_3016519', 'chilean', 'syrian', 'venetian', 'ss_2971469']
austria, austrian, chile, chilean, ['chilean', 'ss_2928347', 'mexican', 'ss_2965985', 'ss_2971469']
austria, austrian, china, chinese, ['mexican', 'chinese', 'ss_3026902', 'ss_3122400', 'japanese']
austria, austrian, colombia, colombian, ['ss_2965985', 'ss_2625648', 'chilean', 'romanian', 'armenian']
austria, austrian, croatia, croatian, ['panamanian', 'chilean', 'venetian', 'ss_3051307', 'croatian']
austria, austrian, denmark, danish, ['ss_2961099', 'ss_2928347', 'danish', 'polish', 'ss_3026902']
austria, austrian, egypt, egyptian, ['ss_2961099', 'ss_2971469', 'egyptian', 'irish', 'ss_3075191']
austria, austrian, england, english, ['indian', 'ss_2961099', 'ss_2928347', 'chinese', 'ss_3122400']
austria, austrian, france, french, ['mexican', 'ss_3022177', 'ss_2958392', 'polish', 'ss_2961099']
austria, austrian, germany, german, ['ss_2961099', 'indian', 'ss_3022177', 'ss_2958392', 'mexican']
austria, austrian, greece, greek, ['ss_2971469', 'egyptian', 'ss_2928347', 'mexican', 'ss_2961099']
austria, austrian, iceland, icelandic, ['ss_2961505', 'ss_2961099', 'hungarian', 'ss_2928347', 'ss_3074173']
austria, austrian, india, indian, ['ss_2961099', 'indian', 'mexican', 'british', 'ss_3022177']
austria, austrian, ireland, irish, ['irish', 'ss_2961099', 'ss_2961258', 'mexican', 'hungarian']
austria, austrian, israel, israeli, ['mexican', 'ss_2928347', 'ss_2971469', 'egyptian', 'ss_3026902']
austria, austrian, italy, italian, ['ss_2961099', 'ss_2928347', 'mexican', 'hungarian', 'ss_2961258']
austria, austrian, japan, japanese, ['japanese', 'ss_2965043', 'mexican', 'ss_3026902', 'ss_3045750']
austria, austrian, korea, korean, ['mexican', 'ss_3026902', 'vietnamese', 'indian', 'australian']
austria, austrian, macedonia, macedonian, ['bulgarian', 'mexican', 'aztec', 'ss_3023852', 'florentine']
austria, austrian, malta, maltese, ['libyan', 'ss_3081160', 'ss_3121212', 'venetian', 'somali']
austria, austrian, mexico, mexican, ['mexican', 'ss_2961099', 'ss_3026902', 'ss_637455', 'syrian']
austria, austrian, moldova, moldovan, ['moroccan', 'ss_3026902', 'mexican', 'ss_2960975', 'florentine']
austria, austrian, netherlands, dutch, ['ss_2961099', 'hungarian', 'mexican', 'danish', 'swedish']
austria, austrian, norway, norwegian, ['ss_2961099', 'ss_2960338', 'danish', 'mexican', 'ss_3026902']
austria, austrian, peru, peruvian, ['mexican', 'ss_2961099', 'ss_3026902', 'ss_2928347', 'ss_3016519']
austria, austrian, poland, polish, ['ss_2961099', 'ss_2961258', 'ss_2928347', 'polish', 'mexican']
austria, austrian, portugal, portuguese, ['mexican', 'ss_3026902', 'ss_2961099', 'ss_2966972', 'argentine']
austria, austrian, russia, russian, ['ss_2928347', 'ss_2961099', 'mexican', 'ss_2957276', 'indian']
austria, austrian, slovakia, slovakian, ['ss_3081160', 'libyan', 'ss_3080619', 'lebanese', 'slovene']
austria, austrian, spain, spanish, ['mexican', 'ss_2961099', 'ss_3026902', 'ss_2928347', 'ss_2961258']
austria, austrian, sweden, swedish, ['ss_2928347', 'ss_2961099', 'ss_3026902', 'mexican', 'ss_2961258']
austria, austrian, switzerland, swiss, ['ss_2961099', 'hungarian', 'ss_3045750', 'ss_2961505', 'australian']
austria, austrian, thailand, thai, ['mexican', 'chinese', 'japanese', 'ss_3026902', 'ss_3122400']
austria, austrian, ukraine, ukrainian, ['mexican', 'ss_3026902', 'ss_2966972', 'ss_2963665', 'argentine']
austria, austrian, albania, albanian, ['ss_2961099', 'ss_3045750', 'ss_2961258', 'mexican', 'ss_2971469']
austria, austrian, argentina, argentinean, ['ss_2966972', 'argentine', 'mexican', 'ss_2625648', 'ss_2971469']
belarus, belorussian, brazil, brazilian, ['ss_10465922', 'malay_states', 'zimbabwe_and', 'ultra-orthodox', 'ss_10591239']
belarus, belorussian, bulgaria, bulgarian, ['forests_of', 'contra_costa_county', 'boundary_with', 'rain_forests', 'malay_states']
belarus, belorussian, cambodia, cambodian, ['ganglion_cells', 'mosaics_in', 'merkabah', 'clouds_in', 'glycan']
belarus, belorussian, chile, chilean, ['zimbabwe_and', 'ss_1304374', 'contra_costa_county', 'forest_with', 'ganglion_cells']
belarus, belorussian, china, chinese, ['ultra-orthodox', 'brythonic', 'preexisting', 'savoyard', 'mangalorean']
belarus, belorussian, colombia, colombian, ['ss_1304374', 'troubles_in', 'vicar_for', 'zimbabwe_and', 'ss_13960357']
belarus, belorussian, croatia, croatian, ['malay_states', 'zimbabwe_and', 'mosaics_in', 'shona', 'epistemology_and']
belarus, belorussian, denmark, danish, ['ss_1304374', 'mangalorean', 'naval_service', 'preexisting', 'ss_10591239']
belarus, belorussian, egypt, egyptian, ['aristocratic', 'tabular', 'sabaean', 'savoyard', 'ss_1304374']
belarus, belorussian, england, english, ['mangalorean', 'priesthood_and', 'naval_service', 'vicariate', 'born-again']
belarus, belorussian, france, french, ['troubles_in', 'mangalorean', 'forces_during_the', 'sabaean', 'congregation_of_the']
belarus, belorussian, germany, german, ['mysticism_and', 'troubles_in', 'ultra-orthodox', 'transcaucasian', 'mangalorean']
belarus, belorussian, greece, greek, ['beliefs_in', 'rain_forests', 'mangalorean', 'greece_and_the', 'upper-class']
belarus, belorussian, iceland, icelandic, ['environment_in_the', 'empires_in', 'soil_of', 'ancestry_in', 'dorsolateral']
belarus, belorussian, india, indian, ['pavilion_at', 'organisation_of_the', 'tyrolean', 'entomological', 'kipchak']
belarus, belorussian, ireland, irish, ['troubles_in', 'savoyard', 'cheyenne', 'mangalorean', 'beliefs_in']
belarus, belorussian, israel, israeli, ['central_bureau', 'undying', 'illyrian', 'forces_during_the', 'ss_1304374']
belarus, belorussian, italy, italian, ['troubles_in', 'oregon_coast', 'ireland_at', 'ss_1304374', 'beliefs_in']
belarus, belorussian, japan, japanese, ['ultra-orthodox', 'ss_3052588', 'mapuche', 'brythonic', 'sahelian']
belarus, belorussian, korea, korean, ['eastern_railway', 'railways_of', 'davidian', 'anglo-japanese', 'pavilion_at']
belarus, belorussian, macedonia, macedonian, ['ss_2616071', 'savoyard', 'mangalorean', 'transcaucasian', 'prester_john']
belarus, belorussian, malta, maltese, ['ismaili', 'coalition_for', 'theology_of_the', 'environment_in_the', 'social-democratic']
belarus, belorussian, mexico, mexican, ['malay_states', 'coalition_for', 'neighborhoods_of', 'railway_and_the', 'council_and_the']
belarus, belorussian, moldova, moldovan, ['brythonic', 'environment_in_the', 'mineral-rich', 'transcaucasian', 'backwoods']
belarus, belorussian, netherlands, dutch, ['astronomical_society', 'transcaucasian', 'congregation_of_the', 'kingdom_of_the', 'davidian']
belarus, belorussian, norway, norwegian, ['naval_service', 'mangalorean', 'khmer', 'cheyenne', 'preexisting']
belarus, belorussian, peru, peruvian, ['contra_costa_county', 'troubles_in', 'ss_2964482', 'forest-steppe', 'reivers']
belarus, belorussian, poland, polish, ['kingdoms_in', 'forces_in_the', 'mysticism_and', 'mangalorean', 'troubles_in']
belarus, belorussian, portugal, portuguese, ['troubles_in', 'organisation_of', 'zimbabwe_and', 'kipchak', 'slca_gene']
belarus, belorussian, russia, russian, ['zimbabwe_and', 'mangalorean', 'malay_states', 'organisation_of', 'rain_forests']
belarus, belorussian, slovakia, slovakian, ['issarak', 'dorsolateral', 'erogenous', 'mineral-rich', 'non-tropical']
belarus, belorussian, spain, spanish, ['mangalorean', 'sabaean', 'troubles_in', 'littoral', 'territories_in_the']
belarus, belorussian, sweden, swedish, ['mangalorean', 'naval_service', 'khmer', 'tabular', 'ss_10591239']
belarus, belorussian, switzerland, swiss, ['organisation_of', 'sect_in', 'transcaucasian', 'ss_1304374', 'troubles_in']
belarus, belorussian, thailand, thai, ['littoral', 'sahelian', 'neighborhoods_of', 'transcaucasian', 'alaskan']
belarus, belorussian, ukraine, ukrainian, ['kipchak', 'rain_forests', 'transcaucasian', 'imperialism_in', 'mysticism_and']
belarus, belorussian, albania, albanian, ['preexisting', 'ss_1304374', 'boundary_with', 'steppes_and', 'mineral-rich']
belarus, belorussian, argentina, argentinean, ['kindred', 'kipchak', 'melanesian', 'ss_1304374', 'ss_2863959']
belarus, belorussian, australia, australian, ['coalition_for', 'presbyterian_church_in', 'ultra-orthodox', 'guard_of', 'malay_states']
brazil, brazilian, bulgaria, bulgarian, ['ss_2966829', 'bolivian', 'turkish', 'moroccan', 'belgian']
brazil, brazilian, cambodia, cambodian, ['ss_2966829', 'chilean', 'iranian', 'ss_3016519', 'ss_2959720']
brazil, brazilian, chile, chilean, ['ss_2966829', 'chilean', 'ss_2965985', 'ss_2959720', 'ss_2959912']
brazil, brazilian, china, chinese, ['ss_2966829', 'danish', 'ss_2960338', 'ss_2959720', 'ss_3026902']
brazil, brazilian, colombia, colombian, ['ss_2966829', 'ss_2965985', 'chilean', 'ss_2961688', 'romanian']
brazil, brazilian, croatia, croatian, ['ss_2966829', 'chilean', 'iranian', 'ss_3083417', 'ss_2964107']
brazil, brazilian, denmark, danish, ['danish', 'ss_2966829', 'ss_2960338', 'ss_2959720', 'swedish']
brazil, brazilian, egypt, egyptian, ['ss_2966829', 'egyptian', 'ss_2959720', 'ss_3023852', 'ss_3075191']
brazil, brazilian, england, english, ['ss_2959720', 'ss_2960338', 'frankish', 'danish', 'canadian']
brazil, brazilian, france, french, ['ss_2958392', 'danish', 'swedish', 'ss_2957469', 'ss_2959720']
brazil, brazilian, germany, german, ['ss_2957469', 'german', 'ss_2959720', 'ss_2958392', 'danish']
brazil, brazilian, greece, greek, ['ss_2966829', 'ss_3023852', 'ss_2959720', 'ss_2960338', 'ss_3075191']
brazil, brazilian, iceland, icelandic, ['ss_2966829', 'ss_2959720', 'music_industry', 'swedish', 'ss_2961505']
brazil, brazilian, india, indian, ['canadian', 'ss_2966829', 'danish', 'ss_2960338', 'ss_2959720']
brazil, brazilian, ireland, irish, ['ss_2959720', 'danish', 'ss_2966829', 'swedish', 'ss_2960338']
brazil, brazilian, israel, israeli, ['ss_2966829', 'afghan', 'ss_3023852', 'ss_3026902', 'turkish']
brazil, brazilian, italy, italian, ['ss_2966829', 'frankish', 'ss_2959720', 'ss_2960338', 'ss_2731616']
brazil, brazilian, japan, japanese, ['ss_2966829', 'ss_2965043', 'canadian', 'ss_2982473', 'japanese']
brazil, brazilian, korea, korean, ['vietnamese', 'swiss', 'ss_2966829', 'korean', 'danish']
brazil, brazilian, macedonia, macedonian, ['malaysian', 'ss_2966829', 'turkish', 'danish', 'south_african']
brazil, brazilian, malta, maltese, ['ss_2966829', 'malaysian', 'ss_3055543', 'ss_3083417', 'salvadoran']
brazil, brazilian, mexico, mexican, ['ss_2966829', 'ss_2960507', 'mexican', 'belgian', 'provincial']
brazil, brazilian, moldova, moldovan, ['malaysian', 'ss_2966829', 'swiss', 'ss_3083417', 'bolivian']
brazil, brazilian, netherlands, dutch, ['danish', 'ss_2960507', 'ss_2960338', 'swedish', 'belgian']
brazil, brazilian, norway, norwegian, ['ss_2966829', 'ss_2960338', 'danish', 'ss_2959720', 'ss_2959912']
brazil, brazilian, peru, peruvian, ['ss_2966829', 'ss_3129222', 'ss_2959007', 'uruguayan', 'ss_2967333']
brazil, brazilian, poland, polish, ['ss_2966829', 'ss_2960338', 'ss_2959720', 'danish', 'swedish']
brazil, brazilian, portugal, portuguese, ['ss_2966829', 'danish', 'ss_2960338', 'ss_2959007', 'frankish']
brazil, brazilian, russia, russian, ['ss_2966829', 'russian', 'canadian', 'ss_2982473', 'ss_2960338']
brazil, brazilian, slovakia, slovakian, ['ss_2966829', 'swiss', 'uruguayan', 'ss_3129222', 'ss_3081160']
brazil, brazilian, spain, spanish, ['ss_2966829', 'ss_2959720', 'danish', 'ss_2960338', 'ss_3026902']
brazil, brazilian, sweden, swedish, ['ss_2966829', 'ss_2959720', 'ss_2960338', 'danish', 'swedish']
brazil, brazilian, switzerland, swiss, ['ss_2966829', 'ss_2960338', 'ss_2959720', 'danish', 'canadian']
brazil, brazilian, thailand, thai, ['ss_2966829', 'ss_2960507', 'ss_2959720', 'turkish', 'swiss']
brazil, brazilian, ukraine, ukrainian, ['ss_2966829', 'ukrainian', 'ss_2963665', 'ss_2960338', 'ss_2982473']
brazil, brazilian, albania, albanian, ['ss_2959720', 'ss_2966829', 'ss_2960338', 'danish', 'bolivian']
brazil, brazilian, argentina, argentinean, ['ss_2966829', 'ss_2959007', 'ss_2960338', 'danish', 'chilean']
brazil, brazilian, australia, australian, ['ss_2966829', 'canadian', 'australian', 'ss_2982473', 'ss_3045750']
brazil, brazilian, austria, austrian, ['ss_2966829', 'ss_2960507', 'belgian', 'frankish', 'ss_2959720']
bulgaria, bulgarian, cambodia, cambodian, ['ss_3051307', 'ss_3016519', 'serbian', 'ss_2968828', 'chilean']
bulgaria, bulgarian, chile, chilean, ['polish', 'serbian', 'chilean', 'ss_3003744', 'lithuanian']
bulgaria, bulgarian, china, chinese, ['polish', 'ss_2961258', 'south_african', 'ss_2957066', 'ss_2957469']
bulgaria, bulgarian, colombia, colombian, ['polish', 'romanian', 'ss_3003744', 'chilean', 'croatian']
bulgaria, bulgarian, croatia, croatian, ['ss_3051307', 'serbian', 'croatian', 'polish', 'ss_2961258']
bulgaria, bulgarian, denmark, danish, ['polish', 'ss_3051307', 'ss_2961258', 'danish', 'swedish']
bulgaria, bulgarian, egypt, egyptian, ['polish', 'ss_3051307', 'ss_2961258', 'ss_2957469', 'egyptian']
bulgaria, bulgarian, england, english, ['polish', 'ss_3003744', 'ss_2958392', 'german', 'ss_3051307']
bulgaria, bulgarian, france, french, ['polish', 'ss_2958392', 'ss_2957469', 'german', 'french']
bulgaria, bulgarian, germany, german, ['german', 'ss_2957469', 'ss_2958392', 'polish', 'ss_2957066']
bulgaria, bulgarian, greece, greek, ['ss_3051307', 'ss_3003744', 'polish', 'serbian', 'ss_2928347']
bulgaria, bulgarian, iceland, icelandic, ['serbian', 'ss_2961505', 'ss_3051307', 'albanian', 'swedish']
bulgaria, bulgarian, india, indian, ['dutch', 'german', 'ss_2957066', 'ss_2957469', 'south_african']
bulgaria, bulgarian, ireland, irish, ['polish', 'ss_3051307', 'ss_2961258', 'irish', 'ss_3003744']
bulgaria, bulgarian, israel, israeli, ['polish', 'ss_2961258', 'ss_3003744', 'russian', 'ss_2928347']
bulgaria, bulgarian, italy, italian, ['polish', 'ss_2961258', 'ss_3051307', 'hungarian', 'ss_2957066']
bulgaria, bulgarian, japan, japanese, ['polish', 'ss_2961258', 'ss_2957469', 'russian', 'ss_2958576']
bulgaria, bulgarian, korea, korean, ['south_african', 'vietnamese', 'korean', 'swiss', 'mexican']
bulgaria, bulgarian, macedonia, macedonian, ['ss_3051307', 'south_african', 'polish', 'macedonian', 'yugoslav']
bulgaria, bulgarian, malta, maltese, ['somali', 'ss_3051307', 'sudanese', 'ss_3121212', 'liberian']
bulgaria, bulgarian, mexico, mexican, ['ss_3051307', 'provincial', 'mexican', 'polish', 'ss_636547']
bulgaria, bulgarian, moldova, moldovan, ['ss_3051307', 'polish', 'south_african', 'swiss', 'ss_2957469']
bulgaria, bulgarian, netherlands, dutch, ['swedish', 'polish', 'hungarian', 'ss_3051307', 'belgian']
bulgaria, bulgarian, norway, norwegian, ['polish', 'ss_3051307', 'ss_2961258', 'danish', 'ss_2960338']
bulgaria, bulgarian, peru, peruvian, ['polish', 'ss_3051307', 'ss_2962961', 'ss_3003744', 'lithuanian']
bulgaria, bulgarian, poland, polish, ['polish', 'ss_3051307', 'ss_2961258', 'russian', 'swedish']
bulgaria, bulgarian, portugal, portuguese, ['polish', 'danish', 'ss_2958576', 'mexican', 'swedish']
bulgaria, bulgarian, russia, russian, ['russian', 'polish', 'ss_3003744', 'serbian', 'ss_2961258']
bulgaria, bulgarian, slovakia, slovakian, ['slovak', 'ss_2962961', 'lithuanian', 'ss_3081160', 'albanian']
bulgaria, bulgarian, spain, spanish, ['polish', 'ss_2961258', 'ss_2958576', 'ss_3051307', 'ss_2957469']
bulgaria, bulgarian, sweden, swedish, ['ss_3051307', 'polish', 'ss_2961258', 'serbian', 'ss_2959720']
bulgaria, bulgarian, switzerland, swiss, ['serbian', 'ss_3051307', 'polish', 'swedish', 'hungarian']
bulgaria, bulgarian, thailand, thai, ['ss_3051307', 'polish', 'ss_2957469', 'serbian', 'russian']
bulgaria, bulgarian, ukraine, ukrainian, ['ss_3051307', 'brazilian', 'russian', 'polish', 'serbian']
bulgaria, bulgarian, albania, albanian, ['ss_3051307', 'polish', 'albanian', 'ss_2962961', 'ss_2961258']
bulgaria, bulgarian, argentina, argentinean, ['serbian', 'polish', 'ss_2962961', 'lithuanian', 'ss_3003744']
bulgaria, bulgarian, australia, australian, ['polish', 'ss_3045750', 'serbian', 'ss_2961258', 'ss_3051307']
bulgaria, bulgarian, austria, austrian, ['german', 'polish', 'austrian', 'ss_2957066', 'ss_2957469']
bulgaria, bulgarian, belarus, belorussian, ['ss_3051307', 'polish', 'ss_3045750', 'serbian', 'australian']
