athens, greece, baghdad, iraq, ['iraq', 'afghanistan', 'pakistan', 'indonesia', 'syria']
listening, listened, jumping, jumped, ['hwi', 'murbella', 'desiree', 'noree', 'nabal']
listening, listened, knowing, knew, ['achish', 'unto', 'hwi', 'forgave', 'endear']
looking, looked, moving, moved, ['move', 'briefly', 'moves', 'stay', 'invited']
looking, looked, paying, paid, ['paid', 'pay', 'tribute', 'demanded', 'homage']
looking, looked, playing, played, ['played', 'play', 'players', 'match', 'game']
looking, looked, predicting, predicted, ['miraculous', 'acknowledge', 'eliminates', 'proclaim', 'foresaw']
looking, looked, reading, read, ['gave', 'wrote', 'asked', 'told', 'read']
looking, looked, running, ran, ['run', 'ran', 'operating', 'runs', 'stand']
looking, looked, saying, said, ['asked', 'said', 'told', 'wanted', 'knew']
looking, looked, screaming, screamed, ['cheered', 'waiter', 'samir', 'cultivates', 'kamala']
looking, looked, seeing, saw, ['knew', 'personally', 'asked', 'told', 'him']
looking, looked, selling, sold, ['albums', 'elvis', 'sold', 'singles', 'presley']
looking, looked, shrinking, shrank, ['usurped', 'thrice', 'wasted', 'dwindled', 'loathed']
looking, looked, singing, sang, ['scat', 'sang', 'sings', 'songs', 'collaborated']
looking, looked, sitting, sat, ['dinner', 'cabinet', 'acted', 'beatle', 'sit']
looking, looked, sleeping, slept, ['captive', 'guests', 'acted', 'nude', 'campaigned']
looking, looked, slowing, slowed, ['slows', 'sennacherib', 'sideways', 'sukarno', 'incapacitated']
looking, looked, spending, spent, ['spends', 'spend', 'spent', 'vehement', 'budget']
looking, looked, striking, struck, ['occasion', 'accompany', 'unfortunate', 'bore', 'acted']
looking, looked, swimming, swam, ['porters', 'joker', 'coached', 'catches', 'employers']
looking, looked, taking, took, ['took', 'take', 'immediately', 'decided', 'him']
looking, looked, thinking, thought, ['knew', 'really', 'realize', 'felt', 'wanted']
looking, looked, vanishing, vanished, ['apse', 'lcp', 'setae', 'specrate', 'revolted']
looking, looked, walking, walked, ['walked', 'rode', 'slept', 'porters', 'mate']
looking, looked, writing, wrote, ['wrote', 'later', 'himself', 'earlier', 'worked']
looking, looked, dancing, danced, ['singing', 'bodybuilding', 'tune', 'ballroom', 'contest']
looking, looked, decreasing, decreased, ['diminished', 'staffing', 'declines', 'domestically', 'increasing']
looking, looked, describing, described, ['answer', 'describe', 'question', 'occasion', 'regards']
looking, looked, enhancing, enhanced, ['peculiarities', 'telemann', 'portraying', 'verdi', 'defy']
looking, looked, falling, fell, ['peacefully', 'fell', 'suddenly', 'asleep', 'coming']
looking, looked, feeding, fed, ['spectators', 'routine', 'cuckoo', 'adventists', 'vicarious']
looking, looked, flying, flew, ['saucers', 'slept', 'participated', 'circus', 'mercenaries']
looking, looked, generating, generated, ['wasted', 'amulets', 'esteem', 'valued', 'enhancing']
looking, looked, going, went, ['wanted', 'go', 'decided', 'did', 'got']
looking, looked, hiding, hid, ['sneaking', 'dwelt', 'accidentally', 'interrogating', 'slain']
looking, looked, hitting, hit, ['wins', 'missed', 'hit', 'mate', 'ruth']
looking, looked, implementing, implemented, ['implement', 'kvass', 'reforms', 'demanding', 'sukarno']
looking, looked, increasing, increased, ['demands', 'increased', 'considerable', 'renewed', 'increase']
looking, looked, jumping, jumped, ['skiers', 'sat', 'touring', 'walked', 'jumpers']
looking, looked, knowing, knew, ['everyone', 'knew', 'forgot', 'anybody', 'realize']
looking, looked, listening, listened, ['amateurs', 'participants', 'perform', 'pray', 'participate']
moving, moved, paying, paid, ['paid', 'pay', 'tribute', 'demanded', 'refused']
moving, moved, playing, played, ['played', 'play', 'career', 'went', 'team']
moving, moved, predicting, predicted, ['endured', 'publish', 'miraculous', 'ironically', 'miracle']
moving, moved, reading, read, ['published', 'william', 'university', 'wrote', 'books']
moving, moved, running, ran, ['run', 'went', 'ran', 'runs', 'later']
moving, moved, saying, said, ['said', 'told', 'claimed', 'asked', 'refused']
moving, moved, screaming, screamed, ['charlotte', 'fitzroy', 'hingis', 'ekaterina', 'daytona']
moving, moved, seeing, saw, ['him', 'returned', 'he', 'had', 'died']
moving, moved, selling, sold, ['sold', 'bought', 'albums', 'went', 'brothers']
moving, moved, shrinking, shrank, ['decimated', 'declining', 'steadily', 'devastated', 'shrunk']
moving, moved, singing, sang, ['sang', 'songs', 'contest', 'dylan', 'song']
moving, moved, sitting, sat, ['stood', 'met', 'returned', 'joined', 'attended']
moving, moved, sleeping, slept, ['murdered', 'interred', 'captive', 'hospital', 'buried']
moving, moved, slowing, slowed, ['fell', 'stripped', 'pushed', 'gradually', 'abandoned']
moving, moved, spending, spent, ['spent', 'continued', 'earned', 'tenure', 'funding']
moving, moved, striking, struck, ['supposedly', 'his', 'had', 'bears', 'resemblance']
moving, moved, swimming, swam, ['detroit', 'club', 'wichita', 'chicago', 'southampton']
moving, moved, taking, took, ['took', 'after', 'returned', 'went', 'finally']
moving, moved, thinking, thought, ['thought', 'learned', 'he', 'continued', 'philosophy']
moving, moved, vanishing, vanished, ['ilan', 'nijmegen', 'bachelors', 'triplet', 'shiraz']
moving, moved, walking, walked, ['went', 'turned', 'stayed', 'men', 'hospital']
moving, moved, writing, wrote, ['later', 'wrote', 'published', 'written', 'writings']
moving, moved, dancing, danced, ['singing', 'boys', 'folk', 'contest', 'girls']
moving, moved, decreasing, decreased, ['reduced', 'steadily', 'greatly', 'declined', 'dramatically']
moving, moved, describing, described, ['published', 'later', 'he', 'his', 'book']
moving, moved, enhancing, enhanced, ['cemented', 'bach', 'sinatra', 'boas', 'duties']
moving, moved, falling, fell, ['fell', 'rose', 'fall', 'brought', 'finally']
moving, moved, feeding, fed, ['hospital', 'gesserit', 'homes', 'hunting', 'grounds']
moving, moved, flying, flew, ['meanwhile', 'hospital', 'founded', 'captured', 'returned']
moving, moved, generating, generated, ['lovecraft', 'volumes', 'prometheus', 'holdings', 'estate']
moving, moved, going, went, ['went', 'returned', 'again', 'soon', 'finally']
moving, moved, hiding, hid, ['settled', 'returned', 'went', 'relocated', 'meanwhile']
moving, moved, hitting, hit, ['ruth', 'team', 'yankees', 'went', 'home']
moving, moved, implementing, implemented, ['reforms', 'reform', 'instituted', 'initiated', 'banned']
moving, moved, increasing, increased, ['continued', 'increased', 'meanwhile', 'declined', 'expanded']
moving, moved, jumping, jumped, ['team', 'club', 'stolen', 'jordan', 'clubs']
moving, moved, knowing, knew, ['knew', 'told', 'never', 'refused', 'nothing']
moving, moved, listening, listened, ['offered', 'students', 'performances', 'encouraged', 'tribute']
moving, moved, looking, looked, ['turned', 'went', 'soon', 'returned', 'got']
paying, paid, playing, played, ['played', 'play', 'plays', 'game', 'best']
paying, paid, predicting, predicted, ['reward', 'stimulus', 'observing', 'analysing', 'remembered']
paying, paid, reading, read, ['references', 'j', 'read', 'written', 'writing']
paying, paid, running, ran, ['run', 'ran', 'runs', 'going', 'off']
paying, paid, saying, said, ['said', 'say', 'told', 'says', 'you']
paying, paid, screaming, screamed, ['dividends', 'girls', 'gig', 'boys', 'koala']
paying, paid, seeing, saw, ['said', 'him', 'told', 'she', 'he']
paying, paid, selling, sold, ['albums', 'sold', 'productions', 'ever', 'singles']
paying, paid, shrinking, shrank, ['decreasing', 'decimated', 'raising', 'gross', 'profits']
paying, paid, singing, sang, ['sang', 'songs', 'song', 'performed', 'sings']
paying, paid, sitting, sat, ['head', 'held', 'standing', 'officer', 'said']
paying, paid, sleeping, slept, ['nude', 'murder', 'captive', 'beauty', 'dogs']
paying, paid, slowing, slowed, ['slows', 'knocked', 'down', 'pulling', 'pushed']
paying, paid, spending, spent, ['budget', 'costs', 'investment', 'spent', 'funding']
paying, paid, striking, struck, ['unusual', 'characteristics', 'remarkable', 'bearing', 'hand']
paying, paid, swimming, swam, ['pools', 'pool', 'diving', 'competitions', 'busiest']
paying, paid, taking, took, ['taken', 'take', 'while', 'where', 'before']
paying, paid, thinking, thought, ['thought', 'mind', 'say', 'what', 'idea']
paying, paid, vanishing, vanished, ['intersection', 'coalgebra', 'nonempty', 'intersections', 'interval']
paying, paid, walking, walked, ['going', 'traveling', 'man', 'jumping', 'off']
paying, paid, writing, wrote, ['written', 'work', 'wrote', 'works', 'published']
paying, paid, dancing, danced, ['dance', 'singing', 'boys', 'love', 'girls']
paying, paid, decreasing, decreased, ['constant', 'increasing', 'increases', 'reduced', 'inhibited']
paying, paid, describing, described, ['described', 'describes', 'subject', 'basis', 'presented']
paying, paid, enhancing, enhanced, ['talents', 'performance', 'affection', 'escher', 'suitability']
paying, paid, falling, fell, ['rest', 'dead', 'down', 'lying', 'low']
paying, paid, feeding, fed, ['raising', 'hunting', 'ground', 'breeding', 'horses']
paying, paid, flying, flew, ['saucers', 'circus', 'combat', 'boat', 'fly']
paying, paid, generating, generated, ['infinite', 'real', 'cumulative', 'product', 'constant']
paying, paid, going, went, ['just', 'go', 'come', 'you', 'say']
paying, paid, hiding, hid, ['kept', 'caught', 'behind', 'stolen', 'alive']
paying, paid, hitting, hit, ['hit', 'ball', 'ever', 'record', 'runs']
paying, paid, implementing, implemented, ['implemented', 'provision', 'implement', 'reforms', 'provided']
paying, paid, increasing, increased, ['increased', 'increase', 'interest', 'reduced', 'considerable']
paying, paid, jumping, jumped, ['base', 'fly', 'walking', 'ground', 'hello']
paying, paid, knowing, knew, ['anything', 'everyone', 'nothing', 'everything', 'know']
paying, paid, listening, listened, ['amateurs', 'performed', 'performances', 'live', 'perform']
paying, paid, looking, looked, ['here', 'just', 'going', 'so', 'too']
paying, paid, moving, moved, ['rest', 'around', 'motion', 'direction', 'distance']
playing, played, predicting, predicted, ['miraculous', 'stimulus', 'stabilizing', 'seasonal', 'mood']
playing, played, reading, read, ['john', 'references', 'by', 'book', 'james']
playing, played, running, ran, ['run', 'ran', 'runs', 'end', 'line']
playing, played, saying, said, ['said', 'told', 'stated', 'says', 'asked']
playing, played, screaming, screamed, ['swims', 'nick', 'furious', 'bianchi', 'dividends']
playing, played, seeing, saw, ['said', 'told', 'him', 'she', 'killed']
playing, played, selling, sold, ['sold', 'albums', 'sales', 'ever', 'album']
playing, played, shrinking, shrank, ['decimated', 'decreasing', 'overtaken', 'lowered', 'devastated']
playing, played, singing, sang, ['song', 'sang', 'contest', 'songs', 'sung']
playing, played, sitting, sat, ['cabinet', 'seated', 'head', 'held', 'stood']
playing, played, sleeping, slept, ['nude', 'captive', 'seated', 'murder', 'struck']
playing, played, slowing, slowed, ['slows', 'down', 'pushed', 'shuts', 'knocked']
playing, played, spending, spent, ['budget', 'deficit', 'unemployment', 'investment', 'cuts']
playing, played, striking, struck, ['similarities', 'resemblance', 'unusual', 'struck', 'suggestion']
playing, played, swimming, swam, ['pools', 'pool', 'diving', 'catches', 'cheerleading']
playing, played, taking, took, ['after', 'before', 'taken', 'when', 'immediately']
playing, played, thinking, thought, ['thought', 'idea', 'ideas', 'existence', 'reason']
playing, played, vanishing, vanished, ['specrate', 'denomination', 'intersections', 'vertices', 'triplet']
playing, played, walking, walked, ['traveling', 'travelling', 'walked', 'shot', 'straight']
playing, played, writing, wrote, ['written', 'wrote', 'later', 'appeared', 'published']
playing, played, dancing, danced, ['singing', 'dances', 'contest', 'dance', 'ballroom']
playing, played, decreasing, decreased, ['decimated', 'shrinking', 'increases', 'decreased', 'reduced']
playing, played, describing, described, ['described', 'presented', 'account', 'describes', 'describe']
playing, played, enhancing, enhanced, ['destructive', 'stabilizing', 'peculiarities', 'intensified', 'suitability']
playing, played, falling, fell, ['rising', 'fall', 'inflation', 'asleep', 'prices']
playing, played, feeding, fed, ['breeding', 'eggs', 'raising', 'tides', 'cuckoo']
playing, played, flying, flew, ['circus', 'saucers', 'carrier', 'raid', 'submarine']
playing, played, generating, generated, ['cumulative', 'revenue', 'infinite', 'electricity', 'gas']
playing, played, going, went, ['went', 'just', 'again', 'go', 'come']
playing, played, hiding, hid, ['accidentally', 'asleep', 'presumably', 'caught', 'struck']
playing, played, hitting, hit, ['hit', 'ball', 'runs', 'ruth', 'round']
playing, played, implementing, implemented, ['implemented', 'legislation', 'reforms', 'instituted', 'enacted']
playing, played, increasing, increased, ['increased', 'increase', 'reduced', 'increases', 'decline']
playing, played, jumping, jumped, ['shaking', 'walking', 'ground', 'traveling', 'balls']
playing, played, knowing, knew, ['everyone', 'saying', 'anything', 'said', 'knew']
playing, played, listening, listened, ['amateurs', 'performed', 'participants', 'radio', 'perform']
playing, played, looking, looked, ['turned', 'down', 'out', 'face', 'when']
playing, played, moving, moved, ['around', 'move', 'motion', 'rest', 'through']
playing, played, paying, paid, ['paid', 'pay', 'taxes', 'compensation', 'demanded']
predicting, predicted, reading, read, ['read', 'richard', 'james', 'william', 'j']
predicting, predicted, running, ran, ['run', 'once', 'could', 'actually', 'eventually']
predicting, predicted, saying, said, ['said', 'never', 'asked', 'stated', 'knew']
predicting, predicted, screaming, screamed, ['retreated', 'spotted', 'approached', 'handkerchief', 'furious']
predicting, predicted, seeing, saw, ['had', 'knew', 'killed', 'said', 'who']
predicting, predicted, selling, sold, ['sold', 'ever', 'bought', 'worked', 'had']
predicting, predicted, shrinking, shrank, ['decimated', 'approached', 'risen', 'dropped', 'estimated']
predicting, predicted, singing, sang, ['whom', 'met', 'joined', 'married', 'had']
predicting, predicted, sitting, sat, ['approached', 'killed', 'head', 'commanded', 'stood']
predicting, predicted, sleeping, slept, ['killed', 'landed', 'raised', 'grey', 'race']
predicting, predicted, slowing, slowed, ['down', 'slows', 'eventually', 'quickly', 'pushed']
predicting, predicted, spending, spent, ['approached', 'had', 'reportedly', 'eventually', 'would']
predicting, predicted, striking, struck, ['pointed', 'gravity', 'could', 'demonstrated', 'suggested']
predicting, predicted, swimming, swam, ['retired', 'sticks', 'thrown', 'ball', 'magnet']
predicting, predicted, taking, took, ['when', 'put', 'eventually', 'could', 'finally']
predicting, predicted, thinking, thought, ['thought', 'argued', 'realized', 'could', 'believed']
predicting, predicted, vanishing, vanished, ['homotopy', 'planck', 'triplet', 'rung', 'gunman']
predicting, predicted, walking, walked, ['turned', 'down', 'away', 'crossed', 'out']
predicting, predicted, writing, wrote, ['later', 'had', 'suggested', 'never', 'worked']
predicting, predicted, dancing, danced, ['men', 'young', 'again', 'able', 'never']
predicting, predicted, decreasing, decreased, ['determined', 'reduced', 'decimated', 'considerably', 'dramatically']
predicting, predicted, describing, described, ['described', 'suggested', 'fact', 'how', 'describe']
predicting, predicted, enhancing, enhanced, ['demonstrated', 'gravity', 'designed', 'showed', 'assumed']
predicting, predicted, falling, fell, ['down', 'killed', 'fall', 'rising', 'again']
predicting, predicted, feeding, fed, ['carried', 'approached', 'tested', 'exposed', 'burned']
predicting, predicted, flying, flew, ['navy', 'equipped', 'bomb', 'aircraft', 'killed']
predicting, predicted, generating, generated, ['universe', 'particles', 'energy', 'transferred', 'maxwell']
predicting, predicted, going, went, ['could', 'never', 'would', 'put', 'again']
predicting, predicted, hiding, hid, ['accidentally', 'attacked', 'eventually', 'killed', 'already']
predicting, predicted, hitting, hit, ['knight', 'pointed', 'ruth', 'approached', 'wings']
predicting, predicted, implementing, implemented, ['proposed', 'implemented', 'supported', 'opposed', 'designed']
predicting, predicted, increasing, increased, ['had', 'eventually', 'reduced', 'quickly', 'would']
predicting, predicted, jumping, jumped, ['carried', 'out', 'crossed', 'picked', 'killed']
predicting, predicted, knowing, knew, ['knew', 'never', 'could', 'said', 'asked']
predicting, predicted, listening, listened, ['able', 'trained', 'could', 'worked', 'never']
predicting, predicted, looking, looked, ['turned', 'quickly', 'put', 'could', 'so']
predicting, predicted, moving, moved, ['move', 'quickly', 'moved', 'eventually', 'gravity']
predicting, predicted, paying, paid, ['able', 'could', 'refused', 'allowed', 'had']
predicting, predicted, playing, played, ['played', 'again', 'never', 'already', 'who']
reading, read, running, ran, ['run', 'drive', 'actually', 'operating', 'stand']
reading, read, saying, said, ['really', 'say', 'said', 'nothing', 'anything']
reading, read, screaming, screamed, ['ladin', 'waiter', 'kittens', 'guess', 'mobiles']
reading, read, seeing, saw, ['apparently', 'knew', 'told', 'someone', 'never']
reading, read, selling, sold, ['sold', 'sell', 'copies', 'albums', 'shipped']
reading, read, shrinking, shrank, ['bakkers', 'continually', 'vapors', 'forfeited', 'perpetually']
reading, read, singing, sang, ['sang', 'tune', 'songs', 'scat', 'sings']
reading, read, sitting, sat, ['picked', 'naked', 'sit', 'stood', 'beside']
reading, read, sleeping, slept, ['nude', 'idols', 'naked', 'captive', 'vaguely']
reading, read, slowing, slowed, ['slows', 'sideways', 'pushing', 'popped', 'sped']
reading, read, spending, spent, ['pay', 'budget', 'paid', 'spend', 'costs']
reading, read, striking, struck, ['detect', 'seldom', 'supposed', 'anyway', 'diameter']
reading, read, swimming, swam, ['pools', 'bodied', 'boiled', 'throw', 'discus']
reading, read, taking, took, ['take', 'allowed', 'actually', 'could', 'either']
reading, read, thinking, thought, ['really', 'anything', 'realize', 'somehow', 'think']
reading, read, vanishing, vanished, ['corot', 'guessed', 'specrate', 'telomere', 'azk']
reading, read, walking, walked, ['walked', 'booted', 'fly', 'resp', 'naked']
reading, read, writing, wrote, ['write', 'written', 'script', 'earlier', 'never']
reading, read, dancing, danced, ['tune', 'mix', 'expressionist', 'fit', 'naked']
reading, read, decreasing, decreased, ['eclipsed', 'exceeded', 'multiplied', 'reduced', 'instantaneously']
reading, read, describing, described, ['merely', 'describe', 'answer', 'exactly', 'accurately']
reading, read, enhancing, enhanced, ['optimize', 'inert', 'payload', 'outrageous', 'herding']
reading, read, falling, fell, ['exposed', 'asleep', 'onto', 'vanes', 'scared']
reading, read, feeding, fed, ['corpses', 'grazing', 'feed', 'alternately', 'elevators']
reading, read, flying, flew, ['fly', 'saucers', 'equipped', 'cars', 'modems']
reading, read, generating, generated, ['inert', 'capacity', 'generate', 'cd', 'discs']
reading, read, going, went, ['go', 'you', 'keep', 'really', 'get']
reading, read, hiding, hid, ['permanently', 'somehow', 'accidentally', 'mysteriously', 'exited']
reading, read, hitting, hit, ['diskette', 'booted', 'drive', 'throw', 'bounces']
reading, read, implementing, implemented, ['implement', 'implemented', 'prescribe', 'configured', 'proprietary']
reading, read, increasing, increased, ['reduced', 'increase', 'increased', 'increases', 'greatly']
reading, read, jumping, jumped, ['fly', 'popped', 'nobody', 'wiped', 'ellipses']
reading, read, knowing, knew, ['anything', 'everyone', 'nothing', 'realize', 'really']
reading, read, listening, listened, ['amateurs', 'discs', 'modems', 'seldom', 'aloud']
reading, read, looking, looked, ['look', 'looked', 'onto', 'wrong', 'physically']
reading, read, moving, moved, ['onto', 'move', 'inclined', 'faster', 'booted']
reading, read, paying, paid, ['paid', 'pay', 'expecting', 'invest', 'collect']
reading, read, playing, played, ['play', 'played', 'players', 'team', 'game']
reading, read, predicting, predicted, ['miraculous', 'eliminates', 'fraudulent', 'paradoxical', 'capsules']
running, ran, saying, said, ['asked', 'told', 'said', 'says', 'replied']
running, ran, screaming, screamed, ['dividends', 'insults', 'bandage', 'shouted', 'ekaterina']
running, ran, seeing, saw, ['him', 'told', 'he', 'she', 'showed']
running, ran, selling, sold, ['bought', 'sold', 'sell', 'albums', 'brothers']
running, ran, shrinking, shrank, ['disappears', 'expended', 'accumulated', 'jizya', 'hastened']
running, ran, singing, sang, ['sang', 'sings', 'coward', 'scat', 'dancing']
running, ran, sitting, sat, ['dinner', 'resigned', 'meeting', 'met', 'approached']
running, ran, sleeping, slept, ['nude', 'murder', 'cigar', 'sickness', 'captive']
running, ran, slowing, slowed, ['slows', 'pushed', 'crashing', 'jacobson', 'pulled']
running, ran, spending, spent, ['cuts', 'taxes', 'deficit', 'funding', 'jizya']
running, ran, striking, struck, ['landed', 'duel', 'resemblance', 'showed', 'bore']
running, ran, swimming, swam, ['pools', 'wheelchair', 'sally', 'nightclub', 'cakes']
running, ran, taking, took, ['took', 'returned', 'after', 'he', 'him']
running, ran, thinking, thought, ['wittgenstein', 'thought', 'ideas', 'trouble', 'philosophical']
running, ran, vanishing, vanished, ['dist', 'ilan', 'linz', 'christophe', 'rnberg']
running, ran, walking, walked, ['walked', 'rode', 'shouted', 'wrapped', 'travelled']
running, ran, writing, wrote, ['wrote', 'published', 'learned', 'letters', 'later']
running, ran, dancing, danced, ['singing', 'ballroom', 'daisy', 'hop', 'expressionist']
running, ran, decreasing, decreased, ['increases', 'increasing', 'decreased', 'declined', 'rents']
running, ran, describing, described, ['expressed', 'paper', 'letter', 'wittgenstein', 'presented']
running, ran, enhancing, enhanced, ['bach', 'schwitters', 'endeavors', 'hoffmann', 'boas']
running, ran, falling, fell, ['fell', 'asleep', 'fall', 'suddenly', 'rising']
running, ran, feeding, fed, ['arriving', 'shabbat', 'condemning', 'fines', 'trapping']
running, ran, flying, flew, ['circus', 'bomb', 'saucers', 'burrito', 'torpedo']
running, ran, generating, generated, ['revenue', 'marginal', 'exchanged', 'lovecraft', 'venture']
running, ran, going, went, ['went', 'go', 'came', 'get', 'decided']
running, ran, hiding, hid, ['accidentally', 'returning', 'tartarus', 'retiring', 'asleep']
running, ran, hitting, hit, ['pinch', 'ruth', 'hit', 'approached', 'pulls']
running, ran, implementing, implemented, ['reforms', 'initiatives', 'promulgated', 'enacted', 'eugenic']
running, ran, increasing, increased, ['increased', 'interest', 'declined', 'substantial', 'considerable']
running, ran, jumping, jumped, ['shouting', 'drove', 'rooting', 'walked', 'pit']
running, ran, knowing, knew, ['regret', 'knew', 'else', 'anything', 'forgot']
running, ran, listening, listened, ['amateurs', 'exiles', 'wittgenstein', 'liszt', 'surprised']
running, ran, looking, looked, ['turned', 'looked', 'he', 'moved', 'got']
running, ran, moving, moved, ['moved', 'returning', 'move', 'around', 'approached']
running, ran, paying, paid, ['paid', 'pay', 'taxes', 'homage', 'demanded']
running, ran, playing, played, ['played', 'piano', 'play', 'he', 'went']
running, ran, predicting, predicted, ['crises', 'proposing', 'regret', 'riches', 'miraculous']
running, ran, reading, read, ['wrote', 'press', 'published', 'gave', 'writings']
saying, said, screaming, screamed, ['calf', 'charlotte', 'calves', 'sweetheart', 'thornton']
saying, said, seeing, saw, ['died', 'him', 'he', 'her', 'his']
saying, said, selling, sold, ['sold', 'albums', 'biggest', 'sales', 'home']
saying, said, shrinking, shrank, ['declining', 'decreasing', 'steadily', 'decimated', 'rapidly']
saying, said, singing, sang, ['songs', 'dancing', 'played', 'playing', 'music']
saying, said, sitting, sat, ['head', 'served', 'held', 'meeting', 'meets']
saying, said, sleeping, slept, ['nude', 'captive', 'frog', 'murder', 'beauty']
saying, said, slowing, slowed, ['slows', 'down', 'slowly', 'forward', 'pushed']
saying, said, spending, spent, ['spent', 'costs', 'investment', 'increased', 'year']
saying, said, striking, struck, ['unusual', 'characteristics', 'resemblance', 'close', 'similarities']
saying, said, swimming, swam, ['pool', 'pools', 'soccer', 'detroit', 'hockey']
saying, said, taking, took, ['place', 'before', 'while', 'after', 'took']
saying, said, thinking, thought, ['thought', 'ideas', 'mind', 'philosophy', 'life']
saying, said, vanishing, vanished, ['intersection', 'intersections', 'bachelors', 'vertices', 'foci']
saying, said, walking, walked, ['around', 'traveling', 'travelling', 'away', 'walked']
saying, said, writing, wrote, ['later', 'work', 'early', 'earlier', 'written']
saying, said, dancing, danced, ['dance', 'singing', 'folk', 'dancers', 'jazz']
saying, said, decreasing, decreased, ['increasing', 'increases', 'reduced', 'increased', 'greatly']
saying, said, describing, described, ['describes', 'described', 'related', 'study', 'account']
saying, said, enhancing, enhanced, ['characteristics', 'landscapes', 'scenery', 'performance', 'surroundings']
saying, said, falling, fell, ['fall', 'fell', 'rose', 'down', 'rising']
saying, said, feeding, fed, ['breeding', 'breast', 'cancer', 'raising', 'drift']
saying, said, flying, flew, ['circus', 'fly', 'flight', 'car', 'combat']
saying, said, generating, generated, ['energy', 'distribution', 'product', 'electricity', 'heat']
saying, said, going, went, ['went', 'come', 'just', 'go', 'rest']
saying, said, hiding, hid, ['returning', 'leaving', 'lived', 'moved', 'possibly']
saying, said, hitting, hit, ['ball', 'team', 'hit', 'runs', 'home']
saying, said, implementing, implemented, ['reforms', 'implement', 'implemented', 'structural', 'objectives']
saying, said, increasing, increased, ['increased', 'increase', 'due', 'growth', 'reduced']
saying, said, jumping, jumped, ['swimming', 'fly', 'balls', 'ground', 'base']
saying, said, knowing, knew, ['seeing', 'everything', 'nothing', 'anything', 'know']
saying, said, listening, listened, ['amateurs', 'performance', 'performances', 'performed', 'live']
saying, said, looking, looked, ['back', 'around', 'look', 'turned', 'moved']
saying, said, moving, moved, ['around', 'move', 'moved', 'earth', 'through']
saying, said, paying, paid, ['paid', 'pay', 'declining', 'jobs', 'benefit']
saying, said, playing, played, ['played', 'play', 'game', 'players', 'player']
saying, said, predicting, predicted, ['miraculous', 'seasonal', 'crises', 'mood', 'beneficial']
saying, said, reading, read, ['references', 'life', 'introduction', 'study', 'biography']
saying, said, running, ran, ['run', 'runs', 'along', 'home', 'operating']
screaming, screamed, seeing, saw, ['wcl', 'carillon', 'counsels', 'wco', 'garp']
screaming, screamed, selling, sold, ['imd', 'usn', 'industrialised', 'industrialized', 'airliners']
screaming, screamed, shrinking, shrank, ['mechanization', 'independance', 'inertness', 'outstripped', 'onshore']
screaming, screamed, singing, sang, ['goran', 'tonk', 'honky', 'nikki', 'comit']
screaming, screamed, sitting, sat, ['upu', 'trucial', 'trusteeship', 'unmik', 'authoritatively']
screaming, screamed, sleeping, slept, ['misdemeanors', 'theda', 'kahanism', 'peterhead', 'clg']
screaming, screamed, slowing, slowed, ['cleisthenes', 'braniff', 'vicariously', 'superheated', 'detach']
screaming, screamed, spending, spent, ['mechanization', 'kilpatrick', 'theoreticians', 'privatize', 'mutinies']
screaming, screamed, striking, struck, ['hijackings', 'cryptanalytic', 'melee', 'obstacles', 'weaknesses']
screaming, screamed, swimming, swam, ['imd', 'tempelhof', 'dancesport', 'haba', 'iba']
screaming, screamed, taking, took, ['ifr', 'imd', 'kaos', 'offenses', 'trucial']
screaming, screamed, thinking, thought, ['behaviorists', 'lakatos', 'kitsch', 'vultures', 'evaluations']
screaming, screamed, vanishing, vanished, ['imd', 'uuu', 'jh', 'menschen', 'telekom']
screaming, screamed, walking, walked, ['vultures', 'imd', 'vicariously', 'regenerate', 'haba']
screaming, screamed, writing, wrote, ['musicological', 'arexx', 'permeate', 'politiques', 'thucydides']
screaming, screamed, dancing, danced, ['asw', 'tonk', 'vito', 'laughlin', 'zhan']
screaming, screamed, decreasing, decreased, ['sturgeon', 'inertness', 'mechanization', 'dwindling', 'outstripped']
screaming, screamed, describing, described, ['phenomena', 'ethnology', 'relevant', 'wcl', 'discoverers']
screaming, screamed, enhancing, enhanced, ['abortifacient', 'aftermarket', 'redefine', 'counterinsurgency', 'antibacterial']
screaming, screamed, falling, fell, ['clg', 'redesigns', 'majeure', 'tremors', 'airframes']
screaming, screamed, feeding, fed, ['braniff', 'landmines', 'catastrophes', 'expendable', 'oncology']
screaming, screamed, flying, flew, ['saucers', 'helicopters', 'airlines', 'ifr', 'fv']
screaming, screamed, generating, generated, ['inflammable', 'expend', 'bmws', 'fes', 'ytterbium']
screaming, screamed, going, went, ['imd', 'soci', 'vultures', 'lassie', 'exhorting']
screaming, screamed, hiding, hid, ['mustangs', 'storyboard', 'stockpiled', 'fragmenting', 'atgm']
screaming, screamed, hitting, hit, ['imd', 'munchkin', 'defamation', 'bader', 'sturgeon']
screaming, screamed, implementing, implemented, ['nongovernmental', 'safeguards', 'agencija', 'egoists', 'mutinies']
screaming, screamed, increasing, increased, ['mechanization', 'privatize', 'outstripped', 'steadily', 'urbanization']
screaming, screamed, jumping, jumped, ['imd', 'jabber', 'antisubmarine', 'ifr', 'haba']
screaming, screamed, knowing, knew, ['endear', 'materialise', 'typos', 'clove', 'presuppose']
screaming, screamed, listening, listened, ['jabber', 'renovations', 'swimmers', 'liberate', 'amateurs']
