athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province']
write, writing, run, running, ['the', 'by', 'in', 'home', 'of']
write, writing, say, saying, ['that', 'the', 'is', 'they', 'some']
write, writing, scream, screaming, ['primal', 'grohl', 'must', 'wilhelm', 'blacula']
write, writing, see, seeing, ['also', 'the', 'of', 'and', 'in']
write, writing, shuffle, shuffling, ['ickey', 'bowl', 'knuth', 'tracking', 'dealer']
write, writing, sing, singing, ['us', 'advance', 'song', 'along', 'dance']
write, writing, sit, sitting, ['house', 'parliament', 'lords', 'judges', 'factum']
write, writing, slow, slowing, ['down', 'very', 'motion', 'moving', 'too']
write, writing, swim, swimming, ['adult', 'block', 'team', 'channel', 'fish']
write, writing, think, thinking, ['i', 'that', 'of', 'you', 'it']
write, writing, vanish, vanishing, ['heats', 'crystals', 'testimony', 'accepting', 'pilgrimage']
write, writing, walk, walking, ['hollywood', 'fame', 'fire', 'around', 'through']
albania, albanian, argentina, argentinean, ['in', 'one', 'and', 'the', 'two']
albania, albanian, australia, australian, ['in', 'the', 'of', 'and', 'one']
albania, albanian, austria, austrian, ['of', 'one', 'and', 'the', 'in']
albania, albanian, brazil, brazilian, ['in', 'of', 'the', 'and', 'one']
albania, albanian, bulgaria, bulgarian, ['of', 'and', 'one', 'romania', 'nine']
albania, albanian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'seven']
albania, albanian, chile, chilean, ['s', 'in', 'de', 'zero', 'argentina']
albania, albanian, china, chinese, ['of', 'the', 'in', 'and', 'one']
albania, albanian, colombia, colombian, ['de', 's', 'venezuela', 'ecuador', 'chile']
albania, albanian, croatia, croatian, ['slovenia', 'and', 'bosnia', 'croatian', 'is']
albania, albanian, denmark, danish, ['of', 'the', 'one', 'in', 'and']
albania, albanian, egypt, egyptian, ['the', 'of', 'in', 'and', 'to']
albania, albanian, england, english, ['of', 'in', 'the', 'and', 'one']
albania, albanian, france, french, ['of', 'the', 'in', 'and', 'one']
albania, albanian, germany, german, ['in', 'the', 'of', 'and', 'one']
albania, albanian, greece, greek, ['the', 'of', 'in', 'and', 'one']
albania, albanian, iceland, icelandic, ['norway', 'icelandic', 'denmark', 'greenland', 'ireland']
albania, albanian, india, indian, ['the', 'of', 'in', 'and', 'to']
albania, albanian, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
albania, albanian, israel, israeli, ['of', 'the', 'and', 'in', 'to']
albania, albanian, italy, italian, ['in', 'the', 'and', 'of', 'one']
albania, albanian, japan, japanese, ['in', 'the', 'of', 'and', 'one']
albania, albanian, korea, korean, ['south', 'north', 'and', 'the', 'in']
albania, albanian, macedonia, macedonian, ['of', 'the', 'republic', 'and', 'was']
albania, albanian, malta, maltese, ['maltese', 'labour', 'island', 'lithuania', 'economy']
albania, albanian, mexico, mexican, ['in', 'the', 'of', 'new', 'and']
albania, albanian, moldova, moldovan, ['s', 'romania', 'zero', 'republic', 'monaco']
albania, albanian, netherlands, dutch, ['the', 'one', 'in', 'and', 'of']
albania, albanian, norway, norwegian, ['one', 'in', 'and', 'sweden', 'the']
albania, albanian, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'zero']
albania, albanian, poland, polish, ['of', 'the', 'in', 'one', 'and']
albania, albanian, portugal, portuguese, ['of', 'one', 'and', 'the', 'in']
albania, albanian, russia, russian, ['the', 'and', 'in', 'of', 'one']
albania, albanian, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'czech', 'poland']
albania, albanian, spain, spanish, ['the', 'in', 'of', 'and', 'one']
albania, albanian, sweden, swedish, ['in', 'of', 'one', 'the', 'and']
albania, albanian, switzerland, swiss, ['in', 'and', 'one', 'the', 'germany']
albania, albanian, thailand, thai, ['vietnam', 'cambodia', 'laos', 'china', 'indonesia']
argentina, argentinean, australia, australian, ['of', 'the', 'in', 'and', 'one']
argentina, argentinean, austria, austrian, ['of', 'the', 'and', 'one', 'hungary']
argentina, argentinean, brazil, brazilian, ['of', 'in', 'the', 'and', 'one']
argentina, argentinean, bulgaria, bulgarian, ['of', 'romania', 'bulgarian', 'greece', 'serbia']
argentina, argentinean, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
argentina, argentinean, chile, chilean, ['s', 'of', 'de', 'peru', 'has']
argentina, argentinean, china, chinese, ['of', 'the', 'in', 'and', 's']
argentina, argentinean, colombia, colombian, ['venezuela', 'has', 'de', 'ecuador', 'republic']
argentina, argentinean, croatia, croatian, ['of', 'slovenia', 'bosnia', 'croatian', 'serbia']
argentina, argentinean, denmark, danish, ['of', 'the', 'one', 'norway', 'and']
argentina, argentinean, egypt, egyptian, ['of', 'the', 'in', 'and', 'to']
argentina, argentinean, england, english, ['of', 'in', 'the', 'and', 'one']
argentina, argentinean, france, french, ['of', 'the', 'in', 'and', 'one']
argentina, argentinean, germany, german, ['in', 'the', 'of', 'and', 'one']
argentina, argentinean, greece, greek, ['of', 'the', 'and', 'in', 'ancient']
argentina, argentinean, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'denmark', 'ireland']
argentina, argentinean, india, indian, ['of', 'the', 'in', 'and', 'to']
argentina, argentinean, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
argentina, argentinean, israel, israeli, ['of', 'the', 'and', 'in', 'to']
argentina, argentinean, italy, italian, ['in', 'the', 'of', 'and', 'one']
argentina, argentinean, japan, japanese, ['of', 'in', 'the', 'and', 'one']
argentina, argentinean, korea, korean, ['south', 'north', 'of', 'japan', 'the']
argentina, argentinean, macedonia, macedonian, ['of', 'republic', 'the', 'greece', 'greek']
argentina, argentinean, malta, maltese, ['maltese', 'labour', 'island', 'party', 'lithuania']
argentina, argentinean, mexico, mexican, ['of', 'the', 'new', 'in', 'city']
argentina, argentinean, moldova, moldovan, ['romania', 'of', 'has', 'republic', 's']
argentina, argentinean, netherlands, dutch, ['the', 'of', 'one', 'and', 'in']
argentina, argentinean, norway, norwegian, ['of', 'sweden', 'one', 'denmark', 'netherlands']
argentina, argentinean, peru, peruvian, ['ecuador', 'lima', 'panama', 'paraguay', 'km']
argentina, argentinean, poland, polish, ['of', 'the', 'one', 'in', 'and']
argentina, argentinean, portugal, portuguese, ['of', 'one', 'spain', 'the', 'and']
argentina, argentinean, russia, russian, ['the', 'and', 'of', 'one', 'in']
argentina, argentinean, slovakia, slovakian, ['slovenia', 'romania', 'republic', 'czech', 'hungary']
argentina, argentinean, spain, spanish, ['of', 'the', 'in', 'and', 'one']
argentina, argentinean, sweden, swedish, ['of', 'one', 'in', 'the', 'and']
argentina, argentinean, switzerland, swiss, ['and', 'sweden', 'germany', 'in', 'austria']
argentina, argentinean, thailand, thai, ['vietnam', 'laos', 'cambodia', 'indonesia', 'malaysia']
argentina, argentinean, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'romania']
australia, australian, austria, austrian, ['hungary', 'germany', 'vienna', 'switzerland', 'duke']
australia, australian, brazil, brazilian, ['bolivia', 'brazilian', 'portuguese', 'extinct', 'janeiro']
australia, australian, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia']
australia, australian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
australia, australian, chile, chilean, ['de', 'peru', 'colombia', 'bolivia', 'chilean']
australia, australian, china, chinese, ['of', 'republic', 'the', 'to', 's']
australia, australian, colombia, colombian, ['venezuela', 'de', 'ecuador', 'peru', 'chile']
australia, australian, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'hungary']
australia, australian, denmark, danish, ['norway', 'sweden', 'germany', 'copenhagen', 'finland']
australia, australian, egypt, egyptian, ['ancient', 'israel', 'syria', 'egyptian', 'alexandria']
australia, australian, england, english, ['of', 'in', 'the', 'to', 'one']
australia, australian, france, french, ['of', 'the', 'in', 'and', 'one']
australia, australian, germany, german, ['in', 'the', 'one', 'of', 'and']
australia, australian, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'italy']
australia, australian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'hungary', 'denmark']
australia, australian, india, indian, ['of', 'the', 'east', 'in', 'company']
australia, australian, ireland, irish, ['northern', 'of', 'republic', 'irish', 'scotland']
australia, australian, israel, israeli, ['of', 'the', 'to', 'that', 'with']
australia, australian, italy, italian, ['germany', 'france', 'he', 'northern', 'from']
australia, australian, japan, japanese, ['emperor', 'korea', 'china', 'japanese', 'to']
australia, australian, korea, korean, ['north', 'south', 'japan', 'korean', 'china']
australia, australian, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'serbia']
australia, australian, malta, maltese, ['maltese', 'economy', 'lithuania', 'moldova', 'mali']
australia, australian, mexico, mexican, ['city', 'gulf', 'new', 'mexican', 'de']
australia, australian, moldova, moldovan, ['romania', 'republic', 'monaco', 'romanian', 'russian']
australia, australian, netherlands, dutch, ['the', 'antilles', 'dutch', 'belgium', 'germany']
australia, australian, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'iceland', 'finland']
australia, australian, peru, peruvian, ['ecuador', 'bolivia', 'paraguay', 'chile', 'lima']
australia, australian, poland, polish, ['lithuania', 'polish', 'king', 'greater', 'hungary']
australia, australian, portugal, portuguese, ['spain', 'portuguese', 'king', 'afonso', 'i']
australia, australian, russia, russian, ['soviet', 'one', 'with', 'from', 'imperial']
australia, australian, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'czech', 'serbia']
australia, australian, spain, spanish, ['from', 'france', 'portugal', 'spanish', 'to']
australia, australian, sweden, swedish, ['norway', 'finland', 'denmark', 'stockholm', 'prize']
australia, australian, switzerland, swiss, ['sweden', 'germany', 'geneva', 'liechtenstein', 'rich']
australia, australian, thailand, thai, ['vietnam', 'laos', 'cambodia', 'myanmar', 'switzerland']
australia, australian, ukraine, ukrainian, ['ussr', 'russia', 'belarus', 'romania', 'poland']
australia, australian, albania, albanian, ['albanian', 'kosovo', 'greece', 'macedonia', 'bulgaria']
austria, austrian, brazil, brazilian, ['in', 'is', 'has', 'argentina', 'canada']
austria, austrian, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'macedonia', 'serbia']
austria, austrian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'china']
austria, austrian, chile, chilean, ['s', 'de', 'argentina', 'peru', 'colombia']
austria, austrian, china, chinese, ['of', 'the', 'in', 'and', 's']
austria, austrian, colombia, colombian, ['de', 'venezuela', 'ecuador', 'chile', 'peru']
austria, austrian, croatia, croatian, ['bosnia', 'slovenia', 'croatian', 'serbia', 'zagreb']
austria, austrian, denmark, danish, ['norway', 'sweden', 'copenhagen', 'danish', 'king']
austria, austrian, egypt, egyptian, ['the', 'in', 'ancient', 'to', 'and']
austria, austrian, england, english, ['of', 'in', 'the', 'and', 'one']
austria, austrian, france, french, ['the', 'in', 'of', 'and', 'one']
austria, austrian, germany, german, ['in', 'the', 'and', 'of', 'one']
austria, austrian, greece, greek, ['in', 'the', 'ancient', 'greek', 'and']
austria, austrian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'islands', 'ireland']
austria, austrian, india, indian, ['the', 'in', 'of', 'and', 'to']
austria, austrian, ireland, irish, ['the', 'of', 'in', 'northern', 'and']
austria, austrian, israel, israeli, ['the', 'of', 'and', 'to', 'in']
austria, austrian, italy, italian, ['in', 'the', 'and', 'to', 'from']
austria, austrian, japan, japanese, ['in', 'the', 'of', 'and', 'one']
austria, austrian, korea, korean, ['south', 'north', 'japan', 'china', 'university']
austria, austrian, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'region']
austria, austrian, malta, maltese, ['maltese', 'labour', 'island', 'economy', 'party']
austria, austrian, mexico, mexican, ['new', 'city', 'in', 'the', 'from']
austria, austrian, moldova, moldovan, ['romania', 'has', 'monaco', 'romanian', 'news']
austria, austrian, netherlands, dutch, ['the', 'antilles', 'dutch', 'new', 'is']
austria, austrian, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'iceland', 'oslo']
austria, austrian, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima']
austria, austrian, poland, polish, ['in', 'the', 'one', 'nine', 'of']
austria, austrian, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'king', 'lisbon']
austria, austrian, russia, russian, ['the', 'and', 'in', 'one', 'to']
austria, austrian, slovakia, slovakian, ['slovenia', 'romania', 'singapore', 'bratislava', 'slovak']
austria, austrian, spain, spanish, ['the', 'in', 'and', 'to', 'from']
austria, austrian, sweden, swedish, ['in', 'norway', 'zero', 'finland', 'denmark']
austria, austrian, switzerland, swiss, ['sweden', 'geneva', 'united', 'rich', 'basel']
austria, austrian, thailand, thai, ['vietnam', 'laos', 'cambodia', 'indonesia', 'china']
austria, austrian, ukraine, ukrainian, ['ussr', 'belarus', 'russia', 'romania', 'crimea']
austria, austrian, albania, albanian, ['albanian', 'kosovo', 'greece', 'macedonia', 'list']
austria, austrian, argentina, argentinean, ['chile', 'brazil', 'aires', 'bolivia', 'argentine']
brazil, brazilian, bulgaria, bulgarian, ['romania', 'bulgarian', 'greece', 'serbia', 'macedonia']
brazil, brazilian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
brazil, brazilian, chile, chilean, ['s', 'de', 'chilean', 'santiago', 'pinochet']
brazil, brazilian, china, chinese, ['of', 'the', 'in', 'and', 'to']
brazil, brazilian, colombia, colombian, ['ecuador', 'bogot', 'venezuela', 'colombian', 'costa']
brazil, brazilian, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'hungary']
brazil, brazilian, denmark, danish, ['of', 'norway', 'sweden', 'germany', 'copenhagen']
brazil, brazilian, egypt, egyptian, ['the', 'of', 'and', 'in', 'to']
brazil, brazilian, england, english, ['of', 'the', 'in', 'and', 'one']
brazil, brazilian, france, french, ['of', 'the', 'in', 'and', 'one']
brazil, brazilian, germany, german, ['in', 'the', 'of', 'and', 'one']
brazil, brazilian, greece, greek, ['the', 'of', 'and', 'ancient', 'in']
brazil, brazilian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'denmark', 'ireland']
brazil, brazilian, india, indian, ['the', 'of', 'in', 'and', 'to']
brazil, brazilian, ireland, irish, ['of', 'the', 'in', 'northern', 'and']
brazil, brazilian, israel, israeli, ['of', 'the', 'and', 'to', 's']
brazil, brazilian, italy, italian, ['in', 'the', 'and', 'of', 'to']
brazil, brazilian, japan, japanese, ['in', 'the', 'of', 'and', 'one']
brazil, brazilian, korea, korean, ['south', 'north', 'japan', 'university', 'china']
brazil, brazilian, macedonia, macedonian, ['republic', 'of', 'greece', 'greek', 'yugoslav']
brazil, brazilian, malta, maltese, ['maltese', 'labour', 'island', 'lithuania', 'party']
brazil, brazilian, mexico, mexican, ['new', 'the', 'city', 'of', 'to']
brazil, brazilian, moldova, moldovan, ['romania', 'republic', 'monaco', 'romanian', 'news']
brazil, brazilian, netherlands, dutch, ['the', 'one', 'and', 'antilles', 'belgium']
brazil, brazilian, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'iceland', 'finland']
brazil, brazilian, peru, peruvian, ['ecuador', 'lima', 'paraguay', 'panama', 'philippines']
brazil, brazilian, poland, polish, ['of', 'the', 'one', 'and', 'nine']
brazil, brazilian, portugal, portuguese, ['of', 'spain', 'one', 'king', 'afonso']
brazil, brazilian, russia, russian, ['and', 'the', 'one', 'of', 'in']
brazil, brazilian, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'czech', 'poland']
brazil, brazilian, spain, spanish, ['the', 'of', 'and', 'in', 'to']
brazil, brazilian, sweden, swedish, ['one', 'of', 'norway', 'nine', 'denmark']
brazil, brazilian, switzerland, swiss, ['sweden', 'germany', 'austria', 'geneva', 'liechtenstein']
brazil, brazilian, thailand, thai, ['vietnam', 'laos', 'cambodia', 'malaysia', 'indonesia']
brazil, brazilian, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'romania']
brazil, brazilian, albania, albanian, ['albanian', 'history', 'greece', 'kosovo', 'macedonia']
brazil, brazilian, argentina, argentinean, ['aires', 'argentine', 'chile', 'buenos', 'n']
brazil, brazilian, australia, australian, ['the', 'in', 'of', 'and', 'one']
brazil, brazilian, austria, austrian, ['of', 'hungary', 'one', 'and', 'the']
bulgaria, bulgarian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge']
bulgaria, bulgarian, chile, chilean, ['s', 'de', 'argentina', 'peru', 'bolivia']
bulgaria, bulgarian, china, chinese, ['of', 'the', 'in', 'and', 's']
bulgaria, bulgarian, colombia, colombian, ['de', 'venezuela', 'ecuador', 'chile', 's']
bulgaria, bulgarian, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'history', 'zagreb']
bulgaria, bulgarian, denmark, danish, ['of', 'the', 'in', 'one', 'norway']
bulgaria, bulgarian, egypt, egyptian, ['the', 'in', 'of', 'and', 'to']
bulgaria, bulgarian, england, english, ['of', 'in', 'the', 'and', 'one']
bulgaria, bulgarian, france, french, ['of', 'the', 'in', 'and', 'one']
bulgaria, bulgarian, germany, german, ['in', 'the', 'of', 'and', 'one']
bulgaria, bulgarian, greece, greek, ['the', 'in', 'of', 'and', 'ancient']
bulgaria, bulgarian, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'ireland', 'denmark']
bulgaria, bulgarian, india, indian, ['the', 'in', 'of', 'and', 'to']
bulgaria, bulgarian, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
bulgaria, bulgarian, israel, israeli, ['of', 'the', 'and', 'in', 'to']
bulgaria, bulgarian, italy, italian, ['in', 'the', 'and', 'of', 'one']
bulgaria, bulgarian, japan, japanese, ['in', 'the', 'of', 'and', 'one']
bulgaria, bulgarian, korea, korean, ['south', 'north', 'the', 'japan', 'in']
bulgaria, bulgarian, macedonia, macedonian, ['of', 'republic', 'the', 'greek', 'was']
bulgaria, bulgarian, malta, maltese, ['maltese', 'island', 'labour', 'lithuania', 'party']
bulgaria, bulgarian, mexico, mexican, ['in', 'the', 'of', 'new', 'city']
bulgaria, bulgarian, moldova, moldovan, ['s', 'monaco', 'romanian', 'news', 'independence']
bulgaria, bulgarian, netherlands, dutch, ['the', 'in', 'one', 'and', 'of']
bulgaria, bulgarian, norway, norwegian, ['one', 'sweden', 'in', 'denmark', 'and']
bulgaria, bulgarian, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima']
bulgaria, bulgarian, poland, polish, ['of', 'the', 'in', 'one', 'and']
bulgaria, bulgarian, portugal, portuguese, ['of', 'one', 'the', 'spain', 'in']
bulgaria, bulgarian, russia, russian, ['the', 'and', 'in', 'of', 'one']
bulgaria, bulgarian, slovakia, slovakian, ['slovenia', 'czech', 'bratislava', 'singapore', 'slovak']
bulgaria, bulgarian, spain, spanish, ['the', 'in', 'of', 'and', 'one']
bulgaria, bulgarian, sweden, swedish, ['in', 'one', 'of', 'the', 'and']
bulgaria, bulgarian, switzerland, swiss, ['in', 'and', 'sweden', 'germany', 'the']
bulgaria, bulgarian, thailand, thai, ['vietnam', 'laos', 'indonesia', 'cambodia', 'malaysia']
bulgaria, bulgarian, ukraine, ukrainian, ['ussr', 'russia', 'belarus', 'united', 'poland']
bulgaria, bulgarian, albania, albanian, ['albanian', 'history', 'kosovo', 'from', 'andorra']
bulgaria, bulgarian, argentina, argentinean, ['in', 'chile', 'brazil', 'aires', 'to']
bulgaria, bulgarian, australia, australian, ['in', 'the', 'of', 'and', 'one']
bulgaria, bulgarian, austria, austrian, ['of', 'the', 'one', 'and', 'in']
cambodia, cambodian, chile, chilean, ['the', 'of', 's', 'and', 'in']
cambodia, cambodian, china, chinese, ['of', 'the', 'in', 'and', 'one']
cambodia, cambodian, colombia, colombian, ['of', 'the', 'de', 'venezuela', 'ecuador']
cambodia, cambodian, croatia, croatian, ['of', 'and', 'the', 'slovenia', 'bosnia']
cambodia, cambodian, denmark, danish, ['of', 'the', 'and', 'one', 'in']
cambodia, cambodian, egypt, egyptian, ['the', 'of', 'in', 'and', 'to']
cambodia, cambodian, england, english, ['of', 'in', 'the', 'and', 'one']
cambodia, cambodian, france, french, ['of', 'the', 'in', 'and', 'one']
cambodia, cambodian, germany, german, ['in', 'the', 'of', 'and', 'one']
cambodia, cambodian, greece, greek, ['the', 'of', 'in', 'and', 'one']
cambodia, cambodian, iceland, icelandic, ['of', 'the', 'norway', 'is', 'icelandic']
cambodia, cambodian, india, indian, ['the', 'of', 'in', 'and', 'to']
cambodia, cambodian, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
cambodia, cambodian, israel, israeli, ['of', 'the', 'and', 'in', 'to']
cambodia, cambodian, italy, italian, ['in', 'the', 'of', 'and', 'one']
cambodia, cambodian, japan, japanese, ['in', 'of', 'the', 'and', 'one']
cambodia, cambodian, korea, korean, ['south', 'north', 'of', 'the', 'and']
cambodia, cambodian, macedonia, macedonian, ['of', 'the', 'republic', 'and', 'to']
cambodia, cambodian, malta, maltese, ['of', 'is', 'the', 'island', 'maltese']
cambodia, cambodian, mexico, mexican, ['of', 'the', 'in', 'and', 'new']
cambodia, cambodian, moldova, moldovan, ['of', 'the', 'romania', 's', 'has']
cambodia, cambodian, netherlands, dutch, ['the', 'and', 'one', 'in', 'of']
cambodia, cambodian, norway, norwegian, ['one', 'and', 'of', 'the', 'in']
cambodia, cambodian, peru, peruvian, ['and', 'the', 'ecuador', 'chile', 'bolivia']
cambodia, cambodian, poland, polish, ['of', 'the', 'in', 'one', 'and']
cambodia, cambodian, portugal, portuguese, ['of', 'one', 'the', 'and', 'in']
cambodia, cambodian, russia, russian, ['the', 'and', 'of', 'in', 'one']
cambodia, cambodian, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'republic', 'czech']
cambodia, cambodian, spain, spanish, ['the', 'of', 'in', 'and', 'one']
cambodia, cambodian, sweden, swedish, ['of', 'in', 'one', 'the', 'and']
cambodia, cambodian, switzerland, swiss, ['in', 'and', 'the', 'one', 'to']
cambodia, cambodian, thailand, thai, ['with', 'and', 'switzerland', 'indonesia', 'two']
cambodia, cambodian, ukraine, ukrainian, ['and', 'one', 'the', 'russia', 'ussr']
cambodia, cambodian, albania, albanian, ['of', 'the', 'and', 'albanian', 'to']
cambodia, cambodian, argentina, argentinean, ['in', 'the', 'and', 'one', 'to']
cambodia, cambodian, australia, australian, ['the', 'in', 'of', 'and', 'one']
cambodia, cambodian, austria, austrian, ['of', 'the', 'and', 'one', 'in']
cambodia, cambodian, brazil, brazilian, ['in', 'of', 'the', 'and', 'one']
chile, chilean, china, chinese, ['of', 'the', 'in', 'and', 'one']
chile, chilean, colombia, colombian, ['venezuela', 'bogot', 'or', 'eastern', 'colombian']
chile, chilean, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'hungary']
chile, chilean, denmark, danish, ['of', 'the', 'one', 'in', 'and']
chile, chilean, egypt, egyptian, ['the', 'of', 'in', 'and', 'to']
chile, chilean, england, english, ['of', 'in', 'the', 'and', 'one']
chile, chilean, france, french, ['of', 'the', 'in', 'and', 'one']
chile, chilean, germany, german, ['in', 'the', 'of', 'and', 'one']
chile, chilean, greece, greek, ['of', 'the', 'in', 'and', 'ancient']
chile, chilean, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'ireland', 'denmark']
chile, chilean, india, indian, ['the', 'of', 'in', 'and', 'to']
chile, chilean, ireland, irish, ['of', 'the', 'in', 'and', 'northern']
chile, chilean, israel, israeli, ['of', 'the', 'and', 'in', 'to']
chile, chilean, italy, italian, ['in', 'the', 'of', 'and', 'one']
chile, chilean, japan, japanese, ['in', 'of', 'the', 'and', 'one']
chile, chilean, korea, korean, ['south', 'north', 'of', 'and', 'the']
chile, chilean, macedonia, macedonian, ['of', 'republic', 'the', 'greece', 'greek']
chile, chilean, malta, maltese, ['maltese', 'labour', 'island', 'lithuania', 'party']
chile, chilean, mexico, mexican, ['of', 'the', 'in', 'new', 'and']
chile, chilean, moldova, moldovan, ['romania', 'monaco', 'republic', 'romanian', 'news']
chile, chilean, netherlands, dutch, ['the', 'one', 'and', 'in', 'of']
chile, chilean, norway, norwegian, ['one', 'sweden', 'and', 'denmark', 'in']
chile, chilean, peru, peruvian, ['paraguay', 'lima', 'ecuador', 'km', 'panama']
chile, chilean, poland, polish, ['of', 'the', 'one', 'in', 'and']
chile, chilean, portugal, portuguese, ['of', 'one', 'and', 'the', 'spain']
chile, chilean, russia, russian, ['the', 'and', 'of', 'in', 'one']
chile, chilean, slovakia, slovakian, ['slovenia', 'romania', 'hungary', 'czech', 'poland']
chile, chilean, spain, spanish, ['the', 'of', 'in', 'and', 'one']
chile, chilean, sweden, swedish, ['of', 'in', 'one', 'the', 'and']
chile, chilean, switzerland, swiss, ['in', 'and', 'one', 'germany', 'sweden']
chile, chilean, thailand, thai, ['vietnam', 'laos', 'cambodia', 'indonesia', 'malaysia']
chile, chilean, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'romania']
chile, chilean, albania, albanian, ['albanian', 'greece', 'kosovo', 'from', 'macedonia']
chile, chilean, argentina, argentinean, ['in', 'one', 'and', 'two', 'aires']
chile, chilean, australia, australian, ['in', 'the', 'of', 'and', 'one']
chile, chilean, austria, austrian, ['of', 'one', 'and', 'the', 'hungary']
chile, chilean, brazil, brazilian, ['in', 'of', 'the', 'and', 'one']
chile, chilean, bulgaria, bulgarian, ['of', 'romania', 'one', 'and', 'bulgarian']
china, chinese, colombia, colombian, ['ecuador', 'de', 'venezuela', 'peru', 'bogot']
china, chinese, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'herzegovina']
china, chinese, denmark, danish, ['norway', 'sweden', 'copenhagen', 'germany', 'finland']
china, chinese, egypt, egyptian, ['ancient', 'israel', 'syria', 'egyptian', 'alexandria']
china, chinese, england, english, ['in', 'of', 'the', 'one', 'new']
china, chinese, france, french, ['one', 'and', 'in', 'the', 'to']
china, chinese, germany, german, ['in', 'one', 'the', 'and', 'nazi']
china, chinese, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'italy']
china, chinese, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'denmark', 'ireland']
china, chinese, india, indian, ['east', 'company', 'british', 'pakistan', 'indian']
china, chinese, ireland, irish, ['northern', 'irish', 'scotland', 'britain', 'england']
china, chinese, israel, israeli, ['israeli', 'state', 'lebanon', 'that', 'jordan']
china, chinese, italy, italian, ['germany', 'france', 'spain', 'italian', 'he']
china, chinese, japan, japanese, ['one', 'emperor', 'japanese', 'eight', 'nine']
china, chinese, korea, korean, ['south', 'north', 'korean', 'college', 'university']
china, chinese, macedonia, macedonian, ['greece', 'greek', 'yugoslav', 'serbia', 'macedonian']
china, chinese, malta, maltese, ['maltese', 'labour', 'lithuania', 'mali', 'moldova']
china, chinese, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'de']
china, chinese, moldova, moldovan, ['romania', 'monaco', 'romanian', 'malta', 'moldavia']
china, chinese, netherlands, dutch, ['the', 'antilles', 'belgium', 'dutch', 'norway']
china, chinese, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'iceland', 'finland']
china, chinese, peru, peruvian, ['ecuador', 'bolivia', 'paraguay', 'lima', 'chile']
china, chinese, poland, polish, ['lithuania', 'polish', 'king', 'greater', 'hungary']
china, chinese, portugal, portuguese, ['spain', 'afonso', 'king', 'portuguese', 'lisbon']
china, chinese, russia, russian, ['one', 'soviet', 'eight', 'ukraine', 'russian']
china, chinese, slovakia, slovakian, ['slovenia', 'romania', 'czech', 'hungary', 'bratislava']
china, chinese, spain, spanish, ['france', 'portugal', 'spanish', 'italy', 'independence']
china, chinese, sweden, swedish, ['norway', 'denmark', 'finland', 'stockholm', 'prize']
