athens, greece, baghdad, iraq, ['iraq', 'al', 'abbasid', 'battery', 'province', 'international', 'caliph', 'caliphs', 'iraqi', 'airport']
england, english, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria', 'republic', 'herzegovina', 'montenegro', 'zagreb', 'hungary']
england, english, denmark, danish, ['norway', 'sweden', 'copenhagen', 'finland', 'danish', 'germany', 'republic', 'estonia', 'greenland', 'iceland']
france, french, germany, german, ['nazi', 'west', 'east', 's', 'german', 'berlin', 'austria', 'war', 'in', 'was']
france, french, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'athens', 'bulgaria', 'serbia', 'classical', 'rome', 'albania']
france, french, iceland, icelandic, ['icelandic', 'greenland', 'norway', 'k', 'reykjav', 'survey', 'faroe', 'norwegian', 'municipalities', 'atlantic']
france, french, india, indian, ['east', 'company', 'pakistan', 'british', 'china', 'south', 'indian', 's', 'ancient', 'bangladesh']
france, french, ireland, irish, ['northern', 'republic', 'irish', 'scotland', 'dublin', 'county', 'wales', 'great', 'church', 'act']
france, french, israel, israeli, ['state', 'israeli', 'ancient', 'jordan', 'lebanon', 's', 'judah', 'jerusalem', 'that', 'palestinian']
france, french, italy, italian, ['italian', 'florence', 'rome', 'fascist', 'northern', 'sicily', 'greece', 'milan', 'central', 'venice']
france, french, japan, japanese, ['korea', 'emperor', 'japanese', 'china', 'according', 'tokyo', 'imperial', 'ruler', 'asia', 'has']
france, french, korea, korean, ['south', 'north', 'japan', 'university', 'korean', 'college', 'china', 'taiwan', 'japanese', 'chungcheong']
france, french, macedonia, macedonian, ['republic', 'greek', 'yugoslav', 'serbia', 'greece', 'bulgaria', 'macedonian', 'thrace', 'aegean', 'montenegro']
france, french, malta, maltese, ['maltese', 'labour', 'economy', 'mali', 'moldova', 'lithuania', 'forums', 'marshall', 'latvia', 'macedonia']
france, french, mexico, mexican, ['city', 'new', 'gulf', 'mexican', 'texas', 'america', 'n', 'california', 'arizona', 'extinct']
france, french, moldova, moldovan, ['romania', 'romanian', 'news', 'moldavia', 'malta', 'leu', 'mongolia', 'republica', 'ukraine', 'geography']
france, french, netherlands, dutch, ['antilles', 'dutch', 'norway', 'amsterdam', 'limburg', 'aruba', 'east', 'indies', 'hague', 'university']
france, french, norway, norwegian, ['sweden', 'denmark', 'iceland', 'oslo', 'magnus', 'bergen', 'norwegian', 'oman', 'trondheim', 'pakistan']
france, french, peru, peruvian, ['ecuador', 'bolivia', 'paraguay', 'chile', 'lima', 'colombia', 'venezuela', 'panama', 'philippines', 'uruguay']
france, french, poland, polish, ['lithuania', 'polish', 'greater', 'lesser', 'warsaw', 'w', 'hungary', 'ukraine', 'romania', 'ko']
france, french, portugal, portuguese, ['portuguese', 'afonso', 'lisbon', 'madeira', 'romania', 'macau', 'o', 'fund', 'philippines', 'poland']
france, french, russia, russian, ['soviet', 'imperial', 'ukraine', 'russian', 'belarus', 'ussr', 'petersburg', 'alexander', 'romania', 'tsar']
france, french, slovakia, slovakian, ['slovenia', 'romania', 'serbia', 'bratislava', 'czech', 'montenegro', 'slovak', 'singapore', 'czecho', 'ukraine']
france, french, spain, spanish, ['portugal', 'spanish', 'gibraltar', 'madrid', 'catalonia', 'galicia', 'barcelona', 'africa', 'franco', 'sweden']
france, french, sweden, swedish, ['norway', 'stockholm', 'prize', 'denmark', 'held', 'bank', 'swedish', 'finland', 'gothenburg', 'switzerland']
france, french, switzerland, swiss, ['sweden', 'geneva', 'liechtenstein', 'rich', 'basel', 'swiss', 'z', 'lausanne', 'zurich', 'bern']
france, french, thailand, thai, ['vietnam', 'laos', 'cambodia', 'malaysia', 'indonesia', 'singapore', 'myanmar', 'lanka', 'philippines', 'togo']
france, french, ukraine, ukrainian, ['ussr', 'belarus', 'romania', 'crimea', 'bulgaria', 'kiev', 'montenegro', 'poland', 'uganda', 'serbia']
france, french, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'bulgaria', 'montenegro', 'serbia', 'albanians', 'andorra', 'afghanistan', 'hoxha']
france, french, argentina, argentinean, ['chile', 'brazil', 'aires', 'bolivia', 'argentine', 'uruguay', 'buenos', 'paraguay', 'barbuda', 'colombia']
france, french, australia, australian, ['south', 'western', 'new', 'canada', 'australian', 'zealand', 'sydney', 'victoria', 'melbourne', 'wales']
france, french, austria, austrian, ['hungary', 'vienna', 'duke', 'austrian', 'archduke', 'prussia', 'lower', 'habsburg', 'upper', 'styria']
france, french, brazil, brazilian, ['argentina', 'bolivia', 'brazilian', 'portuguese', 'extinct', 'janeiro', 'rio', 'o', 'colombia', 'paulo']
france, french, bulgaria, bulgarian, ['romania', 'bulgarian', 'serbia', 'macedonia', 'volga', 'ministry', 'montenegro', 'herzegovina', 'ukraine', 'croatia']
france, french, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge', 'burma', 'norodom', 'sihanouk', 'cameroon', 'phnom']
france, french, chile, chilean, ['argentina', 'peru', 'bolivia', 'colombia', 'chilean', 'santiago', 'pinochet', 'ecuador', 'el', 'brazil']
france, french, china, chinese, ['republic', 's', 'people', 'mainland', 'taiwan', 'chinese', 'india', 'japan', 'hong', 'kong']
france, french, colombia, colombian, ['venezuela', 'ecuador', 'peru', 'bogot', 'chile', 'costa', 'bolivia', 'colombian', 'gran', 'rica']
france, french, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria', 'herzegovina', 'montenegro', 'zagreb', 'dalmatia', 'slavonia']
france, french, denmark, danish, ['norway', 'sweden', 'copenhagen', 'danish', 'greenland', 'iceland', 'estonia', 'geography', 'strait', 'aarhus']
france, french, egypt, egyptian, ['ancient', 'israel', 'egyptian', 'syria', 'alexandria', 'bc', 'cairo', 'jordan', 'arab', 'al']
germany, german, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'athens', 'classical', 'bulgaria', 'serbia', 'rome', 'mainland']
germany, german, iceland, icelandic, ['icelandic', 'greenland', 'norway', 'islands', 'reykjav', 'indonesia', 'faroe', 'municipalities', 'krona', 'na']
germany, german, india, indian, ['company', 'pakistan', 'british', 'south', 'china', 'indian', 'ancient', 'bangladesh', 'independence', 'has']
germany, german, ireland, irish, ['northern', 'republic', 'irish', 'scotland', 'britain', 'dublin', 'county', 'wales', 'great', 'island']
germany, german, israel, israeli, ['israeli', 'state', 'lebanon', 'jordan', 'egypt', 'ancient', 'jerusalem', 'judah', 'palestinian', 'syria']
germany, german, italy, italian, ['italian', 'florence', 'rome', 'milan', 'sicily', 'northern', 'fascist', 'ireland', 'little', 'venice']
germany, german, japan, japanese, ['emperor', 'korea', 'china', 'japanese', 'b', 'according', 'tokyo', 'd', 'ruler', 'asia']
germany, german, korea, korean, ['south', 'north', 'korean', 'university', 'japan', 'china', 'college', 'taiwan', 'japanese', 'chungcheong']
germany, german, macedonia, macedonian, ['republic', 'greek', 'yugoslav', 'serbia', 'macedonian', 'thrace', 'bulgaria', 'aegean', 'bulgarian', 'albania']
germany, german, malta, maltese, ['maltese', 'island', 'labour', 'mali', 'moldova', 'marshall', 'macedonia', 'gozo', 'forums', 'mauritius']
germany, german, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'texas', 'n', 'america', 'de', 'california', 'extinct']
germany, german, moldova, moldovan, ['romania', 'monaco', 'romanian', 'news', 'malta', 'moldavia', 'crime', 'communications', 'mongolia', 'republica']
germany, german, netherlands, dutch, ['antilles', 'dutch', 'norway', 'amsterdam', 'spanish', 'portugal', 'belgium', 'aruba', 'limburg', 'indies']
germany, german, norway, norwegian, ['sweden', 'oslo', 'denmark', 'magnus', 'iceland', 'bergen', 'norwegian', 'king', 'islands', 'zealand']
germany, german, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima', 'colombia', 'panama', 'venezuela', 'uruguay', 'el']
germany, german, poland, polish, ['lithuania', 'polish', 'lesser', 'king', 'warsaw', 'greater', 'w', 'portugal', 'ukraine', 'voivodship']
germany, german, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'lisbon', 'king', 'b', 'madeira', 'o', 'independence', 'macau']
germany, german, russia, russian, ['russian', 'ukraine', 'belarus', 'ussr', 'china', 'alexander', 'petersburg', 'tsar', 'kazakhstan', 'soviet']
germany, german, slovakia, slovakian, ['slovenia', 'bratislava', 'slovak', 'montenegro', 'singapore', 'serbia', 'czecho', 'koruna', 'romania', 'leone']
germany, german, spain, spanish, ['portugal', 'spanish', 'independence', 'africa', 'king', 'gibraltar', 'philip', 'franco', 'madrid', 'catalonia']
germany, german, sweden, swedish, ['norway', 'stockholm', 'prize', 'held', 'bank', 'king', 'finland', 'swedish', 'gothenburg', 'b']
germany, german, switzerland, swiss, ['geneva', 'sweden', 'rich', 'lausanne', 'liechtenstein', 'basel', 'zurich', 'swiss', 'thailand', 'z']
germany, german, thailand, thai, ['vietnam', 'laos', 'cambodia', 'malaysia', 'indonesia', 'myanmar', 'singapore', 'philippines', 'togo', 'lanka']
germany, german, ukraine, ukrainian, ['ussr', 'belarus', 'crimea', 'romania', 'uganda', 'bulgaria', 'turkey', 'kiev', 'chernobyl', 'moldova']
germany, german, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'andorra', 'albanians', 'montenegro', 'algeria', 'bulgaria', 'serbia', 'afghanistan']
germany, german, argentina, argentinean, ['chile', 'aires', 'brazil', 'bolivia', 'argentine', 'uruguay', 'buenos', 'paraguay', 'australia', 'n']
germany, german, australia, australian, ['south', 'new', 'canada', 'australian', 'western', 'zealand', 'sydney', 'victoria', 'melbourne', 'wales']
germany, german, austria, austrian, ['hungary', 'vienna', 'duke', 'archduke', 'austrian', 'b', 'prussia', 'emperor', 'habsburg', 'styria']
germany, german, brazil, brazilian, ['bolivia', 'argentina', 'brazilian', 'portuguese', 'extinct', 'chile', 'janeiro', 'o', 'rio', 'colombia']
germany, german, bulgaria, bulgarian, ['romania', 'bulgarian', 'serbia', 'macedonia', 'volga', 'ministry', 'herzegovina', 'montenegro', 'albania', 'crimea']
germany, german, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge', 'burma', 'cameroon', 'norodom', 'sihanouk', 'asia']
germany, german, chile, chilean, ['de', 'argentina', 'peru', 'bolivia', 'colombia', 'chilean', 'santiago', 'pinochet', 'ecuador', 'el']
germany, german, china, chinese, ['republic', 'of', 'mainland', 'people', 'taiwan', 'chinese', 'india', 'south', 'hong', 'kong']
germany, german, colombia, colombian, ['venezuela', 'ecuador', 'chile', 'peru', 'bogot', 'bolivia', 'de', 'costa', 'colombian', 'gran']
germany, german, croatia, croatian, ['bosnia', 'slovenia', 'croatian', 'serbia', 'herzegovina', 'zagreb', 'montenegro', 'dalmatia', 'bulgaria', 'slavonia']
germany, german, denmark, danish, ['norway', 'sweden', 'copenhagen', 'danish', 'king', 'greenland', 'estonia', 'b', 'islands', 'queen']
germany, german, egypt, egyptian, ['ancient', 'israel', 'syria', 'egyptian', 'alexandria', 'bc', 'cairo', 'arab', 'jordan', 'al']
germany, german, england, english, ['of', 'new', 'church', 'the', 'to', 'scotland', 'in', 'wales', 'king', 'for']
greece, greek, iceland, icelandic, ['norway', 'icelandic', 'greenland', 'k', 'denmark', 'sweden', 'reykjav', 'atlantic', 'faroe', 'indonesia']
greece, greek, india, indian, ['the', 'of', 'in', 'and', 's', 'to', 'east', 'one', 'company', 'is']
greece, greek, ireland, irish, ['of', 'the', 'northern', 'in', 'and', 'one', 'republic', 'irish', 's', 'is']
greece, greek, israel, israeli, ['of', 'the', 'and', 's', 'to', 'in', 'with', 'nine', 'a', 'that']
greece, greek, italy, italian, ['in', 'the', 'and', 'one', 'to', 'of', 'nine', 'france', 'germany', 'from']
greece, greek, japan, japanese, ['in', 'of', 'the', 'one', 'and', 's', 'nine', 'to', 'zero', 'two']
greece, greek, korea, korean, ['south', 'north', 'japan', 'china', 'university', 'korean', 'college', 'taiwan', 'japanese', 'chungcheong']
greece, greek, macedonia, macedonian, ['republic', 'yugoslav', 'region', 'name', 'fyrom', 'bulgarian', 'former', 'macedonian', 'pirin', 'kosovo']
greece, greek, malta, maltese, ['maltese', 'labour', 'party', 'lithuania', 'mali', 'marshall', 'moldova', 'island', 'gozo', 'knights']
greece, greek, mexico, mexican, ['new', 'city', 'gulf', 's', 'from', 'states', 'mexican', 'de', 'canada', 'america']
greece, greek, moldova, moldovan, ['romania', 'monaco', 'romanian', 'news', 'russian', 'soviet', 'moldavia', 'declared', 'arms', 'coat']
greece, greek, netherlands, dutch, ['the', 'one', 'antilles', 'belgium', 'dutch', 'norway', 'five', 'new', 'kingdom', 'united']
greece, greek, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'oslo', 'iceland', 'finland', 'bergen', 'magnus', 'poland', 'zealand']
greece, greek, peru, peruvian, ['ecuador', 'bolivia', 'chile', 'paraguay', 'lima', 'colombia', 'venezuela', 'brazil', 'panama', 'el']
greece, greek, poland, polish, ['one', 'of', 'nine', 'lithuania', 'polish', 'zero', 'six', 'greater', 'five', 'seven']
greece, greek, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'five', 'lisbon', 'poland', 'b', 'd', 'king', 'one']
greece, greek, russia, russian, ['one', 'and', 'the', 'in', 'nine', 'of', 'to', 's', 'zero', 'seven']
greece, greek, slovakia, slovakian, ['slovenia', 'czech', 'bratislava', 'singapore', 'poland', 'slovak', 'day', 'czechoslovakia', 'austria', 'czecho']
greece, greek, spain, spanish, ['the', 'in', 'one', 'of', 'and', 'to', 'from', 'france', 'eight', 's']
greece, greek, sweden, swedish, ['one', 'norway', 'denmark', 'nine', 'finland', 'stockholm', 'prize', 'held', 'zero', 'switzerland']
greece, greek, switzerland, swiss, ['sweden', 'austria', 'geneva', 'liechtenstein', 'rich', 'united', 'norway', 'basel', 'swiss', 'z']
greece, greek, thailand, thai, ['vietnam', 'laos', 'cambodia', 'malaysia', 'indonesia', 'singapore', 'myanmar', 'philippines', 'lanka', 'china']
greece, greek, ukraine, ukrainian, ['russia', 'ussr', 'belarus', 'poland', 'crimea', 'romania', 'united', 'soviet', 'uganda', 'usa']
greece, greek, albania, albanian, ['albanian', 'kosovo', 'andorra', 'algeria', 'day', 'main', 'afghanistan', 'hoxha', 'bosnia', 'article']
greece, greek, argentina, argentinean, ['brazil', 'chile', 'aires', 'bolivia', 'australia', 'argentine', 'uruguay', 'buenos', 'america', 'south']
greece, greek, australia, australian, ['in', 'the', 'of', 'and', 'one', 'south', 's', 'nine', 'new', 'zero']
greece, greek, austria, austrian, ['hungary', 'one', 'germany', 'of', 'vienna', 'eight', 'switzerland', 'duke', 'german', 'five']
greece, greek, brazil, brazilian, ['argentina', 'canada', 'bolivia', 'brazilian', 'australia', 'portuguese', 'extinct', 'de', 'janeiro', 'chile']
greece, greek, bulgaria, bulgarian, ['romania', 'bulgarian', 'volga', 'ministry', 'herzegovina', 'croatia', 'ukraine', 'crimea', 'brazil', 'rivers']
greece, greek, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'rouge', 'cameroon', 'burma', 'norodom', 'sihanouk', 'china']
greece, greek, chile, chilean, ['s', 'de', 'argentina', 'peru', 'bolivia', 'colombia', 'brazil', 'chilean', 'santiago', 'pinochet']
greece, greek, china, chinese, ['of', 'the', 'in', 'and', 's', 'republic', 'one', 'to', 'a', 'nine']
greece, greek, colombia, colombian, ['de', 'venezuela', 'ecuador', 'chile', 'peru', 'bogot', 'brazil', 'costa', 'bolivia', 'colombian']
greece, greek, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'herzegovina', 'zagreb', 'czech', 'dalmatia', 'austria', 'slavonia', 'ivoire']
greece, greek, denmark, danish, ['norway', 'sweden', 'copenhagen', 'danish', 'finland', 'b', 'estonia', 'king', 'kingdom', 'canada']
greece, greek, egypt, egyptian, ['the', 'in', 'of', 'to', 'and', 'israel', 'from', 'by', 's', 'zero']
greece, greek, england, english, ['of', 'in', 'the', 'and', 'one', 'to', 'new', 'a', 's', 'was']
greece, greek, france, french, ['of', 'the', 'in', 'and', 'one', 'to', 'nine', 'zero', 'a', 'from']
iceland, icelandic, india, indian, ['the', 'of', 'in', 'and', 'to', 'one', 's', 'a', 'east', 'zero']
iceland, icelandic, ireland, irish, ['of', 'the', 'in', 'and', 'northern', 'one', 'to', 'a', 'republic', 'nine']
iceland, icelandic, israel, israeli, ['of', 'the', 'and', 'in', 'to', 's', 'one', 'nine', 'a', 'with']
iceland, icelandic, italy, italian, ['in', 'the', 'and', 'of', 'one', 'to', 'nine', 'a', 'two', 'zero']
iceland, icelandic, japan, japanese, ['in', 'of', 'the', 'and', 'one', 'to', 'nine', 's', 'zero', 'a']
iceland, icelandic, korea, korean, ['south', 'north', 'the', 'and', 'of', 'in', 'one', 'japan', 'nine', 'china']
iceland, icelandic, macedonia, macedonian, ['of', 'the', 'republic', 'and', 'to', 'greece', 'greek', 'was', 'yugoslav', 'a']
iceland, icelandic, malta, maltese, ['maltese', 'labour', 'party', 'island', 'lithuania', 'economy', 'moldova', 'mali', 'marshall', 'cyprus']
iceland, icelandic, mexico, mexican, ['the', 'of', 'in', 'and', 'new', 'city', 'to', 'one', 'from', 's']
iceland, icelandic, moldova, moldovan, ['s', 'romania', 'of', 'republic', 'in', 'nine', 'has', 'monaco', 'zero', 'romanian']
iceland, icelandic, netherlands, dutch, ['the', 'one', 'and', 'in', 'of', 'nine', 'zero', 'a', 'to', 'five']
iceland, icelandic, norway, norwegian, ['one', 'and', 'in', 'the', 'of', 'sweden', 'nine', 'denmark', 'zero', 'to']
iceland, icelandic, peru, peruvian, ['and', 'ecuador', 'chile', 'bolivia', 'one', 'paraguay', 'lima', 'colombia', 'south', 'brazil']
iceland, icelandic, poland, polish, ['of', 'the', 'in', 'one', 'and', 'nine', 'to', 'zero', 'was', 'six']
iceland, icelandic, portugal, portuguese, ['of', 'one', 'the', 'and', 'in', 'spain', 'to', 'five', 'nine', 'seven']
iceland, icelandic, russia, russian, ['the', 'and', 'of', 'in', 'one', 'to', 'nine', 'zero', 's', 'two']
iceland, icelandic, slovakia, slovakian, ['slovenia', 'romania', 'republic', 'czech', 'day', 'poland', 'serbia', 'bratislava', 'ukraine', 'austria']
iceland, icelandic, spain, spanish, ['the', 'of', 'in', 'and', 'one', 'to', 'from', 'nine', 'a', 'eight']
iceland, icelandic, sweden, swedish, ['in', 'of', 'one', 'the', 'and', 'nine', 'zero', 'two', 'six', 'eight']
iceland, icelandic, switzerland, swiss, ['in', 'and', 'the', 'one', 'nine', 'to', 'germany', 'two', 'zero', 'austria']
iceland, icelandic, thailand, thai, ['vietnam', 'cambodia', 'laos', 'china', 'malaysia', 'with', 'singapore', 'myanmar', 'philippines', 'lanka']
iceland, icelandic, ukraine, ukrainian, ['one', 'nine', 'russia', 'and', 'ussr', 'belarus', 'poland', 'romania', 'united', 'turkey']
iceland, icelandic, albania, albanian, ['of', 'albanian', 'the', 'and', 'history', 'kosovo', 'nine', 'to', 'greece', 'macedonia']
iceland, icelandic, argentina, argentinean, ['in', 'and', 'the', 'one', 'nine', 'to', 'two', 'brazil', 'chile', 'zero']
iceland, icelandic, australia, australian, ['in', 'the', 'of', 'and', 'one', 'nine', 'to', 's', 'south', 'zero']
iceland, icelandic, austria, austrian, ['of', 'the', 'and', 'one', 'in', 'hungary', 'to', 'nine', 'germany', 'eight']
iceland, icelandic, brazil, brazilian, ['in', 'of', 'the', 'and', 'one', 'nine', 'zero', 's', 'is', 'to']
iceland, icelandic, bulgaria, bulgarian, ['of', 'and', 'one', 'the', 'nine', 'in', 'romania', 'bulgarian', 'zero', 'with']
iceland, icelandic, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'thailand', 'nine', 'china', 'rouge', 'asia', 'cameroon', 'king']
iceland, icelandic, chile, chilean, ['s', 'the', 'in', 'and', 'of', 'de', 'nine', 'argentina', 'one', 'zero']
iceland, icelandic, china, chinese, ['of', 'the', 'in', 'and', 'one', 'to', 's', 'republic', 'nine', 'a']
iceland, icelandic, colombia, colombian, ['s', 'de', 'nine', 'venezuela', 'ecuador', 'chile', 'peru', 'brazil', 'in', 'republic']
iceland, icelandic, croatia, croatian, ['and', 'of', 'slovenia', 'bosnia', 'the', 'nine', 'croatian', 'serbia', 'to', 'history']
iceland, icelandic, denmark, danish, ['of', 'the', 'one', 'in', 'and', 'nine', 'to', 'sweden', 'zero', 'two']
iceland, icelandic, egypt, egyptian, ['the', 'of', 'in', 'and', 'to', 'one', 'ancient', 'zero', 'a', 'as']
iceland, icelandic, england, english, ['of', 'in', 'the', 'and', 'one', 'to', 'a', 'new', 'was', 's']
iceland, icelandic, france, french, ['of', 'the', 'in', 'and', 'one', 'to', 'nine', 'zero', 'a', 'from']
iceland, icelandic, germany, german, ['in', 'the', 'of', 'and', 'one', 'to', 'nine', 's', 'a', 'was']
india, indian, ireland, irish, ['northern', 'republic', 'irish', 'scotland', 'britain', 'dublin', 'england', 'kingdom', 'united', 'great']
india, indian, israel, israeli, ['that', 'israeli', 'lebanon', 'jordan', 'with', 'against', 'jerusalem', 'jewish', 'king', 'judah']
india, indian, italy, italian, ['germany', 'france', 'italian', 'spain', 'he', 'florence', 'greece', 'rome', 'fascist', 'netherlands']
india, indian, japan, japanese, ['one', 'nine', 'emperor', 'korea', 'japanese', 'eight', 'b', 'two', 'd', 'united']
india, indian, korea, korean, ['south', 'north', 'japan', 'university', 'korean', 'college', 'taiwan', 'chungcheong', 'seoul', 'japanese']
india, indian, macedonia, macedonian, ['republic', 'greece', 'greek', 'yugoslav', 'serbia', 'bulgaria', 'macedonian', 'thrace', 'albania', 'aegean']
india, indian, malta, maltese, ['maltese', 'labour', 'lithuania', 'moldova', 'mali', 'marshall', 'macedonia', 'gozo', 'forums', 'monaco']
india, indian, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'de', 'n', 'texas', 'california', 'canada', 'spain']
india, indian, moldova, moldovan, ['romania', 'monaco', 'romanian', 'ukraine', 'news', 'moldavia', 'soviet', 'malta', 'crime', 'russian']
india, indian, netherlands, dutch, ['the', 'antilles', 'belgium', 'norway', 'germany', 'france', 'kingdom', 'spain', 'luxembourg', 'amsterdam']
india, indian, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'finland', 'oslo', 'iceland', 'bergen', 'king', 'magnus', 'poland']
india, indian, peru, peruvian, ['ecuador', 'bolivia', 'chile', 'paraguay', 'lima', 'colombia', 'venezuela', 'panama', 'el', 'uruguay']
india, indian, poland, polish, ['lithuania', 'polish', 'king', 'greater', 'germany', 'lesser', 'warsaw', 'w', 'hungary', 'romania']
india, indian, portugal, portuguese, ['spain', 'king', 'afonso', 'poland', 'i', 'lisbon', 'netherlands', 'ii', 'b', 'portuguese']
india, indian, russia, russian, ['one', 'nine', 'soviet', 'eight', 'imperial', 'ukraine', 'russian', 'poland', 'seven', 'germany']
india, indian, slovakia, slovakian, ['slovenia', 'romania', 'czech', 'poland', 'serbia', 'bratislava', 'austria', 'montenegro', 'ukraine', 'slovak']
india, indian, spain, spanish, ['france', 'portugal', 'spanish', 'italy', 'king', 'war', 'eight', 'sweden', 'netherlands', 'de']
india, indian, sweden, swedish, ['norway', 'denmark', 'finland', 'stockholm', 'prize', 'held', 'switzerland', 'king', 'spain', 'bank']
india, indian, switzerland, swiss, ['sweden', 'austria', 'germany', 'geneva', 'liechtenstein', 'belgium', 'norway', 'rich', 'spain', 'basel']
india, indian, thailand, thai, ['vietnam', 'cambodia', 'laos', 'togo', 'bangkok', 'switzerland', 'thai', 'siam', 'sweden', 'tajikistan']
india, indian, ukraine, ukrainian, ['ussr', 'belarus', 'russia', 'poland', 'romania', 'crimea', 'bulgaria', 'turkey', 'georgia', 'slovakia']
india, indian, albania, albanian, ['albanian', 'kosovo', 'macedonia', 'bulgaria', 'andorra', 'greece', 'serbia', 'montenegro', 'albanians', 'algeria']
india, indian, argentina, argentinean, ['chile', 'aires', 'bolivia', 'brazil', 'argentine', 'uruguay', 'buenos', 'paraguay', 'n', 'peru']
india, indian, australia, australian, ['south', 'new', 'canada', 'nine', 'one', 'western', 'australian', 'zealand', 'united', 'sydney']
india, indian, austria, austrian, ['hungary', 'germany', 'vienna', 'german', 'switzerland', 'duke', 'belgium', 'austrian', 'prussia', 'i']
india, indian, brazil, brazilian, ['argentina', 'bolivia', 'brazilian', 'extinct', 'janeiro', 'canada', 'chile', 'rio', 'o', 'colombia']
india, indian, bulgaria, bulgarian, ['romania', 'bulgarian', 'serbia', 'greece', 'macedonia', 'volga', 'herzegovina', 'croatia', 'ministry', 'ukraine']
india, indian, cambodia, cambodian, ['vietnam', 'khmer', 'laos', 'rouge', 'cameroon', 'norodom', 'sihanouk', 'thailand', 'phnom', 'burundi']
india, indian, chile, chilean, ['de', 'argentina', 'peru', 'bolivia', 'colombia', 'chilean', 'santiago', 'pinochet', 'ecuador', 'el']
india, indian, china, chinese, ['of', 'republic', 'mainland', 'people', 'taiwan', 'chinese', 's', 'one', 'japan', 'nine']
india, indian, colombia, colombian, ['venezuela', 'ecuador', 'de', 'chile', 'peru', 'bogot', 'costa', 'bolivia', 'colombian', 'gran']
india, indian, croatia, croatian, ['slovenia', 'bosnia', 'croatian', 'serbia', 'bulgaria', 'herzegovina', 'montenegro', 'zagreb', 'austria', 'czech']
india, indian, denmark, danish, ['norway', 'sweden', 'germany', 'copenhagen', 'finland', 'king', 'danish', 'estonia', 'belgium', 'greenland']
india, indian, egypt, egyptian, ['ancient', 'israel', 'egyptian', 'syria', 'alexandria', 'cairo', 'bc', 'jordan', 'arab', 'al']
india, indian, england, english, ['of', 'in', 'one', 'the', 'to', 'new', 'and', 'was', 'for', 'a']
india, indian, france, french, ['one', 'of', 'and', 'in', 'the', 'nine', 'to', 'germany', 'de', 'eight']
india, indian, germany, german, ['in', 'one', 'the', 'nine', 'nazi', 'and', 'france', 'west', 'to', 'was']
india, indian, greece, greek, ['ancient', 'greek', 'macedonia', 'turkey', 'italy', 'bulgaria', 'athens', 'germany', 'serbia', 'rome']
ireland, irish, israel, israeli, ['to', 's', 'the', 'and', 'with', 'that', 'by', 'israeli', 'of', 'between']
ireland, irish, italy, italian, ['germany', 'france', 'to', 'he', 'four', 'italian', 'nine', 'spain', 'five', 'florence']
ireland, irish, japan, japanese, ['in', 'one', 'nine', 's', 'to', 'zero', 'china', 'emperor', 'korea', 'two']
ireland, irish, korea, korean, ['south', 'north', 'japan', 'china', 'korean', 'university', 'college', 'taiwan', 'japanese', 'chungcheong']
ireland, irish, macedonia, macedonian, ['greek', 'greece', 'yugoslav', 'serbia', 'bulgaria', 'region', 'macedonian', 'thrace', 'former', 'albania']
ireland, irish, malta, maltese, ['maltese', 'lithuania', 'moldova', 'mali', 'marshall', 'cyprus', 'macedonia', 'gozo', 'forums', 'mauritius']
ireland, irish, mexico, mexican, ['new', 'city', 'gulf', 'mexican', 'states', 'america', 'texas', 'de', 'central', 'us']
ireland, irish, moldova, moldovan, ['romania', 'monaco', 'romanian', 'news', 'russian', 'soviet', 'ukraine', 'moldavia', 'crime', 'military']
ireland, irish, netherlands, dutch, ['the', 'antilles', 'belgium', 'dutch', 'germany', 'norway', 'france', 'new', 'five', 'amsterdam']
ireland, irish, norway, norwegian, ['sweden', 'denmark', 'netherlands', 'oslo', 'finland', 'magnus', 'bergen', 'poland', 'russia', 'iceland']
ireland, irish, peru, peruvian, ['ecuador', 'chile', 'bolivia', 'paraguay', 'lima', 'colombia', 'venezuela', 'brazil', 'panama', 'mexico']
ireland, irish, poland, polish, ['lithuania', 'polish', 'greater', 'russia', 'germany', 'hungary', 'lesser', 'warsaw', 'w', 'romania']
ireland, irish, portugal, portuguese, ['spain', 'portuguese', 'afonso', 'i', 'poland', 'lisbon', 'b', 'king', 'ii', 'netherlands']
