athens, greece, baghdad, iraq, ['iraq']
vanishing, vanished, playing, played, ['the']
vanishing, vanished, predicting, predicted, ['the']
vanishing, vanished, reading, read, ['the']
vanishing, vanished, running, ran, ['the']
vanishing, vanished, saying, said, ['that']
vanishing, vanished, screaming, screamed, ['as']
vanishing, vanished, seeing, saw, ['the']
vanishing, vanished, selling, sold, ['the']
vanishing, vanished, shrinking, shrank, ['the']
vanishing, vanished, singing, sang, ['the']
vanishing, vanished, sitting, sat, ['the']
vanishing, vanished, sleeping, slept, ['the']
vanishing, vanished, slowing, slowed, ['down']
vanishing, vanished, spending, spent, ['the']
vanishing, vanished, striking, struck, ['the']
vanishing, vanished, swimming, swam, ['and']
vanishing, vanished, taking, took, ['the']
vanishing, vanished, thinking, thought, ['of']
walking, walked, writing, wrote, ['the']
walking, walked, dancing, danced, ['and']
walking, walked, decreasing, decreased, ['increasing']
walking, walked, describing, described, ['the']
walking, walked, enhancing, enhanced, ['performance']
walking, walked, falling, fell, ['the']
walking, walked, feeding, fed, ['breast']
walking, walked, flying, flew, ['the']
walking, walked, generating, generated, ['for']
walking, walked, going, went, ['to']
walking, walked, hiding, hid, ['place']
walking, walked, hitting, hit, ['ball']
walking, walked, implementing, implemented, ['for']
walking, walked, increasing, increased, ['the']
walking, walked, jumping, jumped, ['base']
walking, walked, knowing, knew, ['that']
walking, walked, listening, listened, ['to']
walking, walked, looking, looked, ['for']
walking, walked, moving, moved, ['the']
walking, walked, paying, paid, ['to']
walking, walked, playing, played, ['the']
walking, walked, predicting, predicted, ['future']
walking, walked, reading, read, ['further']
walking, walked, running, ran, ['the']
walking, walked, saying, said, ['that']
walking, walked, screaming, screamed, ['sound']
walking, walked, seeing, saw, ['the']
walking, walked, selling, sold, ['best']
walking, walked, shrinking, shrank, ['rapidly']
walking, walked, singing, sang, ['and']
walking, walked, sitting, sat, ['in']
walking, walked, sleeping, slept, ['murder']
walking, walked, slowing, slowed, ['down']
walking, walked, spending, spent, ['government']
walking, walked, striking, struck, ['the']
walking, walked, swimming, swam, ['pool']
walking, walked, taking, took, ['the']
walking, walked, thinking, thought, ['of']
walking, walked, vanishing, vanished, ['set']
writing, wrote, dancing, danced, ['dance']
writing, wrote, decreasing, decreased, ['increasing']
writing, wrote, describing, described, ['how']
writing, wrote, enhancing, enhanced, ['performance']
writing, wrote, falling, fell, ['into']
writing, wrote, feeding, fed, ['breast']
writing, wrote, flying, flew, ['circus']
writing, wrote, generating, generated, ['function']
writing, wrote, going, went, ['to']
writing, wrote, hiding, hid, ['place']
writing, wrote, hitting, hit, ['ball']
writing, wrote, implementing, implemented, ['legislation']
writing, wrote, increasing, increased, ['number']
writing, wrote, jumping, jumped, ['base']
writing, wrote, knowing, knew, ['without']
writing, wrote, listening, listened, ['easy']
writing, wrote, looking, looked, ['at']
writing, wrote, moving, moved, ['from']
writing, wrote, paying, paid, ['tribute']
writing, wrote, playing, played, ['role']
writing, wrote, predicting, predicted, ['accurately']
writing, wrote, reading, read, ['further']
writing, wrote, running, ran, ['long']
writing, wrote, saying, said, ['that']
writing, wrote, screaming, screamed, ['eagles']
writing, wrote, seeing, saw, ['upon']
writing, wrote, selling, sold, ['best']
writing, wrote, shrinking, shrank, ['rapidly']
writing, wrote, singing, sang, ['voice']
writing, wrote, sitting, sat, ['president']
writing, wrote, sleeping, slept, ['murder']
writing, wrote, slowing, slowed, ['down']
writing, wrote, spending, spent, ['government']
writing, wrote, striking, struck, ['resemblance']
writing, wrote, swimming, swam, ['pool']
writing, wrote, taking, took, ['place']
writing, wrote, thinking, thought, ['about']
writing, wrote, vanishing, vanished, ['torsion']
writing, wrote, walking, walked, ['through']
banana, bananas, bird, birds, ['the']
banana, bananas, bottle, bottles, ['a']
banana, bananas, building, buildings, ['the']
banana, bananas, car, cars, ['the']
banana, bananas, cat, cats, ['the']
banana, bananas, child, children, ['the']
banana, bananas, cloud, clouds, ['a']
banana, bananas, color, colors, ['the']
banana, bananas, computer, computers, ['the']
banana, bananas, cow, cows, ['the']
banana, bananas, dog, dogs, ['the']
banana, bananas, dollar, dollars, ['the']
banana, bananas, donkey, donkeys, ['kong']
banana, bananas, dream, dreams, ['the']
banana, bananas, eagle, eagles, ['the']
banana, bananas, elephant, elephants, ['the']
banana, bananas, eye, eyes, ['the']
banana, bananas, finger, fingers, ['the']
banana, bananas, goat, goats, ['a']
banana, bananas, hand, hands, ['the']
banana, bananas, horse, horses, ['the']
banana, bananas, lion, lions, ['the']
banana, bananas, machine, machines, ['the']
banana, bananas, mango, mangoes, ['koi']
banana, bananas, man, men, ['the']
banana, bananas, melon, melons, ['genus']
banana, bananas, monkey, monkeys, ['island']
banana, bananas, mouse, mice, ['the']
banana, bananas, onion, onions, ['spring']
banana, bananas, pear, pears, ['shaped']
banana, bananas, pig, pigs, ['a']
banana, bananas, pineapple, pineapples, ['mint']
banana, bananas, rat, rats, ['the']
banana, bananas, road, roads, ['the']
banana, bananas, snake, snakes, ['the']
banana, bananas, woman, women, ['a']
bird, birds, bottle, bottles, ['klein']
bird, birds, building, buildings, ['the']
bird, birds, car, cars, ['the']
bird, birds, cat, cats, ['s']
bird, birds, child, children, ['a']
bird, birds, cloud, clouds, ['oort']
bird, birds, color, colors, ['the']
bird, birds, computer, computers, ['the']
bird, birds, cow, cows, ['level']
bird, birds, dog, dogs, ['the']
bird, birds, dollar, dollars, ['zero']
bird, birds, donkey, donkeys, ['kong']
bird, birds, dream, dreams, ['a']
bird, birds, eagle, eagles, ['an']
bird, birds, elephant, elephants, ['an']
bird, birds, eye, eyes, ['the']
bird, birds, finger, fingers, ['lakes']
bird, birds, goat, goats, ['door']
bird, birds, hand, hands, ['the']
bird, birds, horse, horses, ['the']
bird, birds, lion, lions, ['king']
bird, birds, machine, machines, ['the']
bird, birds, mango, mangoes, ['koi']
bird, birds, man, men, ['the']
bird, birds, melon, melons, ['genus']
bird, birds, monkey, monkeys, ['island']
bird, birds, mouse, mice, ['mickey']
bird, birds, onion, onions, ['spring']
bird, birds, pear, pears, ['shaped']
bird, birds, pig, pigs, ['iron']
bird, birds, pineapple, pineapples, ['mint']
bird, birds, rat, rats, ['pack']
bird, birds, road, roads, ['the']
bird, birds, snake, snakes, ['plissken']
bird, birds, woman, women, ['a']
bird, birds, banana, bananas, ['knock']
bottle, bottles, building, buildings, ['the']
bottle, bottles, car, cars, ['the']
bottle, bottles, cat, cats, ['the']
bottle, bottles, child, children, ['the']
bottle, bottles, cloud, clouds, ['of']
bottle, bottles, color, colors, ['the']
bottle, bottles, computer, computers, ['the']
bottle, bottles, cow, cows, ['the']
bottle, bottles, dog, dogs, ['the']
bottle, bottles, dollar, dollars, ['the']
bottle, bottles, donkey, donkeys, ['kong']
bottle, bottles, dream, dreams, ['the']
bottle, bottles, eagle, eagles, ['the']
bottle, bottles, elephant, elephants, ['the']
bottle, bottles, eye, eyes, ['the']
bottle, bottles, finger, fingers, ['the']
bottle, bottles, goat, goats, ['are']
bottle, bottles, hand, hands, ['the']
bottle, bottles, horse, horses, ['the']
bottle, bottles, lion, lions, ['the']
bottle, bottles, machine, machines, ['the']
bottle, bottles, mango, mangoes, ['koi']
bottle, bottles, man, men, ['the']
bottle, bottles, melon, melons, ['headed']
bottle, bottles, monkey, monkeys, ['island']
bottle, bottles, mouse, mice, ['the']
bottle, bottles, onion, onions, ['family']
bottle, bottles, pear, pears, ['shaped']
bottle, bottles, pig, pigs, ['iron']
bottle, bottles, pineapple, pineapples, ['mint']
bottle, bottles, rat, rats, ['pack']
bottle, bottles, road, roads, ['the']
bottle, bottles, snake, snakes, ['s']
bottle, bottles, woman, women, ['a']
bottle, bottles, banana, bananas, ['who']
bottle, bottles, bird, birds, ['the']
building, buildings, car, cars, ['race']
building, buildings, cat, cats, ['domestic']
building, buildings, child, children, ['a']
building, buildings, cloud, clouds, ['oort']
building, buildings, color, colors, ['boy']
building, buildings, computer, computers, ['a']
building, buildings, cow, cows, ['level']
building, buildings, dog, dogs, ['breeds']
building, buildings, dollar, dollars, ['us']
building, buildings, donkey, donkeys, ['kong']
building, buildings, dream, dreams, ['lucid']
building, buildings, eagle, eagles, ['bald']
building, buildings, elephant, elephants, ['african']
building, buildings, eye, eyes, ['naked']
building, buildings, finger, fingers, ['lakes']
building, buildings, goat, goats, ['door']
building, buildings, hand, hands, ['other']
building, buildings, horse, horses, ['racing']
building, buildings, lion, lions, ['tamarin']
building, buildings, machine, machines, ['gun']
building, buildings, mango, mangoes, ['koi']
building, buildings, man, men, ['a']
building, buildings, melon, melons, ['genus']
building, buildings, monkey, monkeys, ['island']
building, buildings, mouse, mice, ['mickey']
building, buildings, onion, onions, ['garlic']
building, buildings, pear, pears, ['shaped']
building, buildings, pig, pigs, ['guinea']
building, buildings, pineapple, pineapples, ['mint']
building, buildings, rat, rats, ['rattus']
building, buildings, road, roads, ['to']
building, buildings, snake, snakes, ['plissken']
building, buildings, woman, women, ['a']
building, buildings, banana, bananas, ['knock']
building, buildings, bird, birds, ['species']
building, buildings, bottle, bottles, ['klein']
car, cars, cat, cats, ['domestic']
car, cars, child, children, ['of']
car, cars, cloud, clouds, ['oort']
car, cars, color, colors, ['of']
car, cars, computer, computers, ['the']
car, cars, cow, cows, ['tipping']
car, cars, dog, dogs, ['breeds']
car, cars, dollar, dollars, ['us']
car, cars, donkey, donkeys, ['kong']
car, cars, dream, dreams, ['lucid']
car, cars, eagle, eagles, ['bald']
car, cars, elephant, elephants, ['african']
car, cars, eye, eyes, ['naked']
car, cars, finger, fingers, ['lakes']
car, cars, goat, goats, ['sheep']
car, cars, hand, hands, ['the']
car, cars, horse, horses, ['quarter']
car, cars, lion, lions, ['golden']
car, cars, machine, machines, ['the']
car, cars, mango, mangoes, ['koi']
car, cars, man, men, ['the']
car, cars, melon, melons, ['genus']
car, cars, monkey, monkeys, ['island']
car, cars, mouse, mice, ['mickey']
car, cars, onion, onions, ['spring']
car, cars, pear, pears, ['shaped']
car, cars, pig, pigs, ['iron']
car, cars, pineapple, pineapples, ['mint']
car, cars, rat, rats, ['pack']
car, cars, road, roads, ['the']
car, cars, snake, snakes, ['plissken']
car, cars, woman, women, ['a']
car, cars, banana, bananas, ['knock']
car, cars, bird, birds, ['species']
car, cars, bottle, bottles, ['klein']
car, cars, building, buildings, ['the']
cat, cats, child, children, ['a']
cat, cats, cloud, clouds, ['oort']
cat, cats, color, colors, ['the']
cat, cats, computer, computers, ['the']
cat, cats, cow, cows, ['level']
cat, cats, dog, dogs, ['a']
cat, cats, dollar, dollars, ['zero']
cat, cats, donkey, donkeys, ['kong']
cat, cats, dream, dreams, ['of']
cat, cats, eagle, eagles, ['bald']
cat, cats, elephant, elephants, ['an']
cat, cats, eye, eyes, ['the']
cat, cats, finger, fingers, ['lakes']
cat, cats, goat, goats, ['door']
cat, cats, hand, hands, ['the']
cat, cats, horse, horses, ['the']
cat, cats, lion, lions, ['king']
cat, cats, machine, machines, ['the']
cat, cats, mango, mangoes, ['koi']
cat, cats, man, men, ['the']
cat, cats, melon, melons, ['whale']
cat, cats, monkey, monkeys, ['island']
cat, cats, mouse, mice, ['mickey']
cat, cats, onion, onions, ['spring']
cat, cats, pear, pears, ['shaped']
cat, cats, pig, pigs, ['iron']
cat, cats, pineapple, pineapples, ['mint']
cat, cats, rat, rats, ['pack']
cat, cats, road, roads, ['the']
cat, cats, snake, snakes, ['plissken']
cat, cats, woman, women, ['a']
cat, cats, banana, bananas, ['knock']
cat, cats, bird, birds, ['of']
cat, cats, bottle, bottles, ['klein']
cat, cats, building, buildings, ['the']
cat, cats, car, cars, ['the']
child, children, cloud, clouds, ['oort']
child, children, color, colors, ['of']
child, children, computer, computers, ['the']
child, children, cow, cows, ['level']
child, children, dog, dogs, ['see']
child, children, dollar, dollars, ['us']
child, children, donkey, donkeys, ['kong']
child, children, dream, dreams, ['lucid']
child, children, eagle, eagles, ['bald']
child, children, elephant, elephants, ['african']
child, children, eye, eyes, ['naked']
child, children, finger, fingers, ['lakes']
child, children, goat, goats, ['door']
child, children, hand, hands, ['the']
child, children, horse, horses, ['racing']
child, children, lion, lions, ['golden']
child, children, machine, machines, ['the']
child, children, mango, mangoes, ['koi']
child, children, man, men, ['the']
child, children, melon, melons, ['genus']
child, children, monkey, monkeys, ['island']
child, children, mouse, mice, ['mickey']
child, children, onion, onions, ['green']
child, children, pear, pears, ['shaped']
child, children, pig, pigs, ['iron']
child, children, pineapple, pineapples, ['mint']
child, children, rat, rats, ['pack']
child, children, road, roads, ['the']
child, children, snake, snakes, ['plissken']
child, children, woman, women, ['two']
child, children, banana, bananas, ['knock']
child, children, bird, birds, ['species']
child, children, bottle, bottles, ['klein']
child, children, building, buildings, ['the']
child, children, car, cars, ['race']
child, children, cat, cats, ['domestic']
cloud, clouds, color, colors, ['the']
cloud, clouds, computer, computers, ['the']
cloud, clouds, cow, cows, ['the']
cloud, clouds, dog, dogs, ['the']
cloud, clouds, dollar, dollars, ['the']
cloud, clouds, donkey, donkeys, ['kong']
cloud, clouds, dream, dreams, ['the']
cloud, clouds, eagle, eagles, ['the']
cloud, clouds, elephant, elephants, ['the']
cloud, clouds, eye, eyes, ['the']
cloud, clouds, finger, fingers, ['the']
cloud, clouds, goat, goats, ['or']
cloud, clouds, hand, hands, ['the']
cloud, clouds, horse, horses, ['the']
cloud, clouds, lion, lions, ['the']
cloud, clouds, machine, machines, ['the']
cloud, clouds, mango, mangoes, ['koi']
cloud, clouds, man, men, ['the']
cloud, clouds, melon, melons, ['genus']
cloud, clouds, monkey, monkeys, ['island']
cloud, clouds, mouse, mice, ['the']
cloud, clouds, onion, onions, ['family']
cloud, clouds, pear, pears, ['shaped']
cloud, clouds, pig, pigs, ['iron']
cloud, clouds, pineapple, pineapples, ['mint']
cloud, clouds, rat, rats, ['pack']
cloud, clouds, road, roads, ['the']
cloud, clouds, snake, snakes, ['plissken']
cloud, clouds, woman, women, ['a']
cloud, clouds, banana, bananas, ['knock']
cloud, clouds, bird, birds, ['the']
cloud, clouds, bottle, bottles, ['klein']
cloud, clouds, building, buildings, ['the']
cloud, clouds, car, cars, ['the']
cloud, clouds, cat, cats, ['the']
cloud, clouds, child, children, ['the']
color, colors, computer, computers, ['the']
color, colors, cow, cows, ['level']
color, colors, dog, dogs, ['breeds']
color, colors, dollar, dollars, ['us']
color, colors, donkey, donkeys, ['kong']
color, colors, dream, dreams, ['his']
color, colors, eagle, eagles, ['bald']
color, colors, elephant, elephants, ['an']
color, colors, eye, eyes, ['naked']
color, colors, finger, fingers, ['lakes']
color, colors, goat, goats, ['door']
color, colors, hand, hands, ['the']
color, colors, horse, horses, ['his']
color, colors, lion, lions, ['king']
color, colors, machine, machines, ['gun']
color, colors, mango, mangoes, ['koi']
color, colors, man, men, ['the']
color, colors, melon, melons, ['headed']
color, colors, monkey, monkeys, ['island']
color, colors, mouse, mice, ['mickey']
color, colors, onion, onions, ['garlic']
color, colors, pear, pears, ['shaped']
color, colors, pig, pigs, ['iron']
color, colors, pineapple, pineapples, ['mint']
color, colors, rat, rats, ['pack']
color, colors, road, roads, ['the']
color, colors, snake, snakes, ['plissken']
color, colors, woman, women, ['a']
color, colors, banana, bananas, ['knock']
color, colors, bird, birds, ['state']
color, colors, bottle, bottles, ['klein']
color, colors, building, buildings, ['the']
color, colors, car, cars, ['a']
color, colors, cat, cats, ['s']
color, colors, child, children, ['a']
color, colors, cloud, clouds, ['oort']
computer, computers, cow, cows, ['tipping']
computer, computers, dog, dogs, ['breeds']
computer, computers, dollar, dollars, ['us']
computer, computers, donkey, donkeys, ['kong']
computer, computers, dream, dreams, ['lucid']
computer, computers, eagle, eagles, ['bald']
computer, computers, elephant, elephants, ['african']
computer, computers, eye, eyes, ['naked']
computer, computers, finger, fingers, ['lakes']
computer, computers, goat, goats, ['door']
computer, computers, hand, hands, ['other']
computer, computers, horse, horses, ['racing']
computer, computers, lion, lions, ['king']
computer, computers, machine, machines, ['gun']
computer, computers, mango, mangoes, ['koi']
computer, computers, man, men, ['the']
computer, computers, melon, melons, ['headed']
computer, computers, monkey, monkeys, ['island']
computer, computers, mouse, mice, ['mickey']
computer, computers, onion, onions, ['garlic']
computer, computers, pear, pears, ['shaped']
computer, computers, pig, pigs, ['iron']
computer, computers, pineapple, pineapples, ['mint']
computer, computers, rat, rats, ['rattus']
computer, computers, road, roads, ['silk']
computer, computers, snake, snakes, ['plissken']
computer, computers, woman, women, ['who']
computer, computers, banana, bananas, ['knock']
computer, computers, bird, birds, ['species']
computer, computers, bottle, bottles, ['klein']
computer, computers, building, buildings, ['state']
computer, computers, car, cars, ['race']
computer, computers, cat, cats, ['domestic']
computer, computers, child, children, ['her']
computer, computers, cloud, clouds, ['oort']
computer, computers, color, colors, ['boy']
cow, cows, dog, dogs, ['the']
cow, cows, dollar, dollars, ['zero']
cow, cows, donkey, donkeys, ['kong']
cow, cows, dream, dreams, ['of']
cow, cows, eagle, eagles, ['one']
cow, cows, elephant, elephants, ['an']
cow, cows, eye, eyes, ['the']
cow, cows, finger, fingers, ['lakes']
cow, cows, goat, goats, ['door']
cow, cows, hand, hands, ['the']
cow, cows, horse, horses, ['the']
cow, cows, lion, lions, ['the']
cow, cows, machine, machines, ['the']
cow, cows, mango, mangoes, ['koi']
cow, cows, man, men, ['the']
cow, cows, melon, melons, ['genus']
cow, cows, monkey, monkeys, ['island']
cow, cows, mouse, mice, ['the']
cow, cows, onion, onions, ['family']
cow, cows, pear, pears, ['shaped']
cow, cows, pig, pigs, ['iron']
cow, cows, pineapple, pineapples, ['mint']
cow, cows, rat, rats, ['pack']
cow, cows, road, roads, ['the']
cow, cows, snake, snakes, ['plissken']
cow, cows, woman, women, ['a']
cow, cows, banana, bananas, ['knock']
cow, cows, bird, birds, ['the']
cow, cows, bottle, bottles, ['klein']
cow, cows, building, buildings, ['the']
cow, cows, car, cars, ['the']
cow, cows, cat, cats, ['the']
cow, cows, child, children, ['the']
cow, cows, cloud, clouds, ['of']
cow, cows, color, colors, ['the']
cow, cows, computer, computers, ['the']
dog, dogs, dollar, dollars, ['us']
dog, dogs, donkey, donkeys, ['kong']
dog, dogs, dream, dreams, ['lucid']
dog, dogs, eagle, eagles, ['bald']
dog, dogs, elephant, elephants, ['an']
dog, dogs, eye, eyes, ['the']
dog, dogs, finger, fingers, ['lakes']
dog, dogs, goat, goats, ['door']
dog, dogs, hand, hands, ['the']
dog, dogs, horse, horses, ['the']
dog, dogs, lion, lions, ['king']
dog, dogs, machine, machines, ['the']
dog, dogs, mango, mangoes, ['koi']
dog, dogs, man, men, ['the']
dog, dogs, melon, melons, ['whale']
dog, dogs, monkey, monkeys, ['island']
dog, dogs, mouse, mice, ['mickey']
dog, dogs, onion, onions, ['spring']
dog, dogs, pear, pears, ['shaped']
dog, dogs, pig, pigs, ['iron']
dog, dogs, pineapple, pineapples, ['mint']
dog, dogs, rat, rats, ['rattus']
dog, dogs, road, roads, ['the']
dog, dogs, snake, snakes, ['plissken']
dog, dogs, woman, women, ['a']
dog, dogs, banana, bananas, ['knock']
dog, dogs, bird, birds, ['species']
dog, dogs, bottle, bottles, ['klein']
dog, dogs, building, buildings, ['the']
dog, dogs, car, cars, ['the']
dog, dogs, cat, cats, ['s']
dog, dogs, child, children, ['a']
dog, dogs, cloud, clouds, ['oort']
dog, dogs, color, colors, ['the']
dog, dogs, computer, computers, ['the']
dog, dogs, cow, cows, ['level']
dollar, dollars, donkey, donkeys, ['kong']
dollar, dollars, dream, dreams, ['a']
dollar, dollars, eagle, eagles, ['an']
dollar, dollars, elephant, elephants, ['an']
dollar, dollars, eye, eyes, ['the']
dollar, dollars, finger, fingers, ['lakes']
dollar, dollars, goat, goats, ['door']
dollar, dollars, hand, hands, ['the']
dollar, dollars, horse, horses, ['the']
dollar, dollars, lion, lions, ['and']
dollar, dollars, machine, machines, ['the']
dollar, dollars, mango, mangoes, ['koi']
dollar, dollars, man, men, ['the']
dollar, dollars, melon, melons, ['genus']
dollar, dollars, monkey, monkeys, ['island']
dollar, dollars, mouse, mice, ['mickey']
dollar, dollars, onion, onions, ['family']
dollar, dollars, pear, pears, ['shaped']
dollar, dollars, pig, pigs, ['iron']
dollar, dollars, pineapple, pineapples, ['mint']
dollar, dollars, rat, rats, ['pack']
dollar, dollars, road, roads, ['the']
dollar, dollars, snake, snakes, ['plissken']
dollar, dollars, woman, women, ['a']
dollar, dollars, banana, bananas, ['who']
dollar, dollars, bird, birds, ['a']
dollar, dollars, bottle, bottles, ['klein']
dollar, dollars, building, buildings, ['the']
dollar, dollars, car, cars, ['the']
dollar, dollars, cat, cats, ['a']
dollar, dollars, child, children, ['a']
dollar, dollars, cloud, clouds, ['oort']
dollar, dollars, color, colors, ['the']
dollar, dollars, computer, computers, ['the']
dollar, dollars, cow, cows, ['a']
dollar, dollars, dog, dogs, ['a']
donkey, donkeys, dream, dreams, ['the']
donkey, donkeys, eagle, eagles, ['the']
donkey, donkeys, elephant, elephants, ['the']
donkey, donkeys, eye, eyes, ['the']
donkey, donkeys, finger, fingers, ['the']
donkey, donkeys, goat, goats, ['the']
donkey, donkeys, hand, hands, ['the']
donkey, donkeys, horse, horses, ['the']
donkey, donkeys, lion, lions, ['the']
donkey, donkeys, machine, machines, ['the']
donkey, donkeys, mango, mangoes, ['koi']
donkey, donkeys, man, men, ['the']
donkey, donkeys, melon, melons, ['headed']
donkey, donkeys, monkey, monkeys, ['island']
donkey, donkeys, mouse, mice, ['the']
donkey, donkeys, onion, onions, ['and']
donkey, donkeys, pear, pears, ['shaped']
donkey, donkeys, pig, pigs, ['the']
donkey, donkeys, pineapple, pineapples, ['mint']
donkey, donkeys, rat, rats, ['the']
donkey, donkeys, road, roads, ['the']
donkey, donkeys, snake, snakes, ['the']
donkey, donkeys, woman, women, ['a']
donkey, donkeys, banana, bananas, ['the']
donkey, donkeys, bird, birds, ['the']
donkey, donkeys, bottle, bottles, ['a']
donkey, donkeys, building, buildings, ['the']
donkey, donkeys, car, cars, ['the']
donkey, donkeys, cat, cats, ['the']
donkey, donkeys, child, children, ['the']
donkey, donkeys, cloud, clouds, ['the']
donkey, donkeys, color, colors, ['the']
donkey, donkeys, computer, computers, ['the']
donkey, donkeys, cow, cows, ['the']
donkey, donkeys, dog, dogs, ['the']
donkey, donkeys, dollar, dollars, ['the']
dream, dreams, eagle, eagles, ['an']
dream, dreams, elephant, elephants, ['an']
dream, dreams, eye, eyes, ['the']
dream, dreams, finger, fingers, ['lakes']
dream, dreams, goat, goats, ['door']
dream, dreams, hand, hands, ['the']
dream, dreams, horse, horses, ['the']
dream, dreams, lion, lions, ['the']
dream, dreams, machine, machines, ['the']
dream, dreams, mango, mangoes, ['koi']
dream, dreams, man, men, ['the']
dream, dreams, melon, melons, ['genus']
dream, dreams, monkey, monkeys, ['island']
dream, dreams, mouse, mice, ['mickey']
dream, dreams, onion, onions, ['family']
dream, dreams, pear, pears, ['shaped']
dream, dreams, pig, pigs, ['iron']
dream, dreams, pineapple, pineapples, ['mint']
dream, dreams, rat, rats, ['pack']
dream, dreams, road, roads, ['the']
dream, dreams, snake, snakes, ['plissken']
dream, dreams, woman, women, ['a']
dream, dreams, banana, bananas, ['knock']
dream, dreams, bird, birds, ['the']
dream, dreams, bottle, bottles, ['klein']
dream, dreams, building, buildings, ['the']
dream, dreams, car, cars, ['the']
dream, dreams, cat, cats, ['the']
dream, dreams, child, children, ['the']
dream, dreams, cloud, clouds, ['oort']
dream, dreams, color, colors, ['the']
dream, dreams, computer, computers, ['the']
dream, dreams, cow, cows, ['level']
dream, dreams, dog, dogs, ['the']
dream, dreams, dollar, dollars, ['zero']
dream, dreams, donkey, donkeys, ['kong']
eagle, eagles, elephant, elephants, ['the']
eagle, eagles, eye, eyes, ['the']
eagle, eagles, finger, fingers, ['the']
eagle, eagles, goat, goats, ['a']
eagle, eagles, hand, hands, ['the']
eagle, eagles, horse, horses, ['the']
eagle, eagles, lion, lions, ['the']
eagle, eagles, machine, machines, ['the']
eagle, eagles, mango, mangoes, ['koi']
eagle, eagles, man, men, ['the']
eagle, eagles, melon, melons, ['genus']
eagle, eagles, monkey, monkeys, ['island']
eagle, eagles, mouse, mice, ['the']
eagle, eagles, onion, onions, ['family']
eagle, eagles, pear, pears, ['shaped']
eagle, eagles, pig, pigs, ['a']
eagle, eagles, pineapple, pineapples, ['mint']
eagle, eagles, rat, rats, ['pack']
eagle, eagles, road, roads, ['the']
eagle, eagles, snake, snakes, ['a']
eagle, eagles, woman, women, ['a']
eagle, eagles, banana, bananas, ['knock']
eagle, eagles, bird, birds, ['the']
eagle, eagles, bottle, bottles, ['a']
eagle, eagles, building, buildings, ['the']
eagle, eagles, car, cars, ['the']
eagle, eagles, cat, cats, ['the']
eagle, eagles, child, children, ['the']
eagle, eagles, cloud, clouds, ['a']
eagle, eagles, color, colors, ['the']
eagle, eagles, computer, computers, ['the']
eagle, eagles, cow, cows, ['a']
eagle, eagles, dog, dogs, ['the']
eagle, eagles, dollar, dollars, ['the']
eagle, eagles, donkey, donkeys, ['kong']
eagle, eagles, dream, dreams, ['a']
elephant, elephants, eye, eyes, ['the']
elephant, elephants, finger, fingers, ['lakes']
elephant, elephants, goat, goats, ['a']
elephant, elephants, hand, hands, ['the']
elephant, elephants, horse, horses, ['the']
elephant, elephants, lion, lions, ['the']
elephant, elephants, machine, machines, ['the']
elephant, elephants, mango, mangoes, ['koi']
elephant, elephants, man, men, ['the']
elephant, elephants, melon, melons, ['genus']
elephant, elephants, monkey, monkeys, ['island']
elephant, elephants, mouse, mice, ['a']
elephant, elephants, onion, onions, ['spring']
elephant, elephants, pear, pears, ['shaped']
elephant, elephants, pig, pigs, ['a']
elephant, elephants, pineapple, pineapples, ['mint']
elephant, elephants, rat, rats, ['pack']
elephant, elephants, road, roads, ['the']
elephant, elephants, snake, snakes, ['a']
elephant, elephants, woman, women, ['a']
elephant, elephants, banana, bananas, ['knock']
elephant, elephants, bird, birds, ['a']
elephant, elephants, bottle, bottles, ['a']
elephant, elephants, building, buildings, ['the']
elephant, elephants, car, cars, ['the']
elephant, elephants, cat, cats, ['the']
elephant, elephants, child, children, ['a']
elephant, elephants, cloud, clouds, ['a']
elephant, elephants, color, colors, ['the']
elephant, elephants, computer, computers, ['the']
elephant, elephants, cow, cows, ['a']
elephant, elephants, dog, dogs, ['a']
elephant, elephants, dollar, dollars, ['zero']
elephant, elephants, donkey, donkeys, ['kong']
elephant, elephants, dream, dreams, ['a']
elephant, elephants, eagle, eagles, ['one']
eye, eyes, finger, fingers, ['lakes']
eye, eyes, goat, goats, ['door']
eye, eyes, hand, hands, ['the']
eye, eyes, horse, horses, ['a']
eye, eyes, lion, lions, ['king']
eye, eyes, machine, machines, ['the']
eye, eyes, mango, mangoes, ['koi']
eye, eyes, man, men, ['the']
eye, eyes, melon, melons, ['headed']
eye, eyes, monkey, monkeys, ['island']
eye, eyes, mouse, mice, ['mickey']
eye, eyes, onion, onions, ['family']
eye, eyes, pear, pears, ['shaped']
eye, eyes, pig, pigs, ['iron']
eye, eyes, pineapple, pineapples, ['mint']
eye, eyes, rat, rats, ['pack']
eye, eyes, road, roads, ['the']
eye, eyes, snake, snakes, ['river']
eye, eyes, woman, women, ['a']
eye, eyes, banana, bananas, ['knock']
eye, eyes, bird, birds, ['a']
eye, eyes, bottle, bottles, ['klein']
eye, eyes, building, buildings, ['the']
eye, eyes, car, cars, ['a']
eye, eyes, cat, cats, ['a']
eye, eyes, child, children, ['a']
eye, eyes, cloud, clouds, ['oort']
eye, eyes, color, colors, ['of']
eye, eyes, computer, computers, ['the']
eye, eyes, cow, cows, ['tipping']
eye, eyes, dog, dogs, ['a']
eye, eyes, dollar, dollars, ['zero']
eye, eyes, donkey, donkeys, ['kong']
