athens, greece, baghdad, iraq, ['finland']
ukraine, ukrainian, croatia, croatian, ['belarusian']
ukraine, ukrainian, denmark, danish, ['swedish']
ukraine, ukrainian, egypt, egyptian, ['inuit']
ukraine, ukrainian, england, english, ['soldier']
ukraine, ukrainian, france, french, ['french']
ukraine, ukrainian, germany, german, ['german']
ukraine, ukrainian, greece, greek, ['bulgarian']
ukraine, ukrainian, iceland, icelandic, ['icelandic']
ukraine, ukrainian, india, indian, ['inuit']
ukraine, ukrainian, ireland, irish, ['irish']
ukraine, ukrainian, israel, israeli, ['lebanese']
ukraine, ukrainian, italy, italian, ['royalist']
ukraine, ukrainian, japan, japanese, ['japanese']
ukraine, ukrainian, korea, korean, ['vietnamese']
ukraine, ukrainian, macedonia, macedonian, ['romanian']
ukraine, ukrainian, malta, maltese, ['jamaican']
ukraine, ukrainian, mexico, mexican, ['icelandic']
ukraine, ukrainian, moldova, moldovan, ['romanian']
ukraine, ukrainian, netherlands, dutch, ['isolates']
ukraine, ukrainian, norway, norwegian, ['swedish']
ukraine, ukrainian, peru, peruvian, ['romanian']
ukraine, ukrainian, poland, polish, ['polish']
ukraine, ukrainian, portugal, portuguese, ['architect']
ukraine, ukrainian, russia, russian, ['russian']
ukraine, ukrainian, slovakia, slovakian, ['jamaican']
ukraine, ukrainian, spain, spanish, ['spanish']
ukraine, ukrainian, sweden, swedish, ['swedish']
ukraine, ukrainian, switzerland, swiss, ['language']
dancing, danced, decreasing, decreased, ['minimized']
dancing, danced, describing, described, ['practised']
dancing, danced, enhancing, enhanced, ['delineated']
dancing, danced, falling, fell, ['reused']
dancing, danced, feeding, fed, ['frowned']
dancing, danced, flying, flew, ['sacrificed']
dancing, danced, generating, generated, ['warranted']
dancing, danced, going, went, ['constantly']
dancing, danced, hiding, hid, ['constantly']
dancing, danced, hitting, hit, ['touched']
dancing, danced, implementing, implemented, ['warranted']
dancing, danced, increasing, increased, ['considerably']
dancing, danced, jumping, jumped, ['intermediaries']
dancing, danced, knowing, knew, ['harmed']
dancing, danced, listening, listened, ['timed']
dancing, danced, looking, looked, ['constantly']
dancing, danced, moving, moved, ['slowly']
dancing, danced, paying, paid, ['attracted']
dancing, danced, playing, played, ['abused']
dancing, danced, predicting, predicted, ['qualified']
dancing, danced, reading, read, ['discussed']
dancing, danced, running, ran, ['normally']
dancing, danced, saying, said, ['quoted']
dancing, danced, screaming, screamed, ['investing']
dancing, danced, seeing, saw, ['constantly']
dancing, danced, selling, sold, ['prized']
dancing, danced, shrinking, shrank, ['overtaken']
dancing, danced, singing, sang, ['appreciated']
dancing, danced, sitting, sat, ['interviewed']
dancing, danced, sleeping, slept, ['sacrificed']
dancing, danced, slowing, slowed, ['watered']
dancing, danced, spending, spent, ['attracted']
dancing, danced, striking, struck, ['equally']
dancing, danced, swimming, swam, ['recited']
dancing, danced, taking, took, ['abused']
dancing, danced, thinking, thought, ['constantly']
dancing, danced, vanishing, vanished, ['guessed']
dancing, danced, walking, walked, ['intermediaries']
dancing, danced, writing, wrote, ['uttered']
decreasing, decreased, describing, described, ['describes']
decreasing, decreased, enhancing, enhanced, ['skills']
decreasing, decreased, falling, fell, ['away']
decreasing, decreased, feeding, fed, ['ecstasy']
decreasing, decreased, flying, flew, ['circus']
decreasing, decreased, generating, generated, ['therapeutic']
decreasing, decreased, going, went, ['goes']
decreasing, decreased, hiding, hid, ['take']
decreasing, decreased, hitting, hit, ['victories']
decreasing, decreased, implementing, implemented, ['guidelines']
decreasing, decreased, increasing, increased, ['increased']
decreasing, decreased, jumping, jumped, ['base']
decreasing, decreased, knowing, knew, ['knows']
decreasing, decreased, listening, listened, ['swim']
decreasing, decreased, looking, looked, ['far']
decreasing, decreased, moving, moved, ['move']
decreasing, decreased, paying, paid, ['profits']
decreasing, decreased, playing, played, ['play']
decreasing, decreased, predicting, predicted, ['experts']
decreasing, decreased, reading, read, ['quotes']
decreasing, decreased, running, ran, ['run']
decreasing, decreased, saying, said, ['told']
decreasing, decreased, screaming, screamed, ['kraftwerk']
decreasing, decreased, seeing, saw, ['remarks']
decreasing, decreased, selling, sold, ['productions']
decreasing, decreased, shrinking, shrank, ['increase']
decreasing, decreased, singing, sang, ['dance']
decreasing, decreased, sitting, sat, ['delivered']
decreasing, decreased, sleeping, slept, ['emotions']
decreasing, decreased, slowing, slowed, ['shut']
decreasing, decreased, spending, spent, ['budget']
decreasing, decreased, striking, struck, ['parallels']
decreasing, decreased, swimming, swam, ['pool']
decreasing, decreased, taking, took, ['take']
decreasing, decreased, thinking, thought, ['concerns']
decreasing, decreased, vanishing, vanished, ['gentlemen']
decreasing, decreased, walking, walked, ['jumps']
decreasing, decreased, writing, wrote, ['journals']
decreasing, decreased, dancing, danced, ['dancers']
describing, described, enhancing, enhanced, ['cheating']
describing, described, falling, fell, ['thrown']
describing, described, feeding, fed, ['modelled']
describing, described, flying, flew, ['circus']
describing, described, generating, generated, ['locally']
describing, described, going, went, ['missed']
describing, described, hiding, hid, ['partitioned']
describing, described, hitting, hit, ['hippolytus']
describing, described, implementing, implemented, ['blocking']
describing, described, increasing, increased, ['increased']
describing, described, jumping, jumped, ['ghb']
describing, described, knowing, knew, ['knew']
describing, described, listening, listened, ['reliably']
describing, described, looking, looked, ['seen']
describing, described, moving, moved, ['successively']
describing, described, paying, paid, ['successively']
describing, described, playing, played, ['played']
describing, described, predicting, predicted, ['revered']
describing, described, reading, read, ['illustrated']
describing, described, running, ran, ['run']
describing, described, saying, said, ['famously']
describing, described, screaming, screamed, ['berbers']
describing, described, seeing, saw, ['viewed']
describing, described, selling, sold, ['recorded']
describing, described, shrinking, shrank, ['accentuated']
describing, described, singing, sang, ['played']
describing, described, sitting, sat, ['christened']
describing, described, sleeping, slept, ['interred']
describing, described, slowing, slowed, ['watered']
describing, described, spending, spent, ['successively']
describing, described, striking, struck, ['noticeable']
describing, described, swimming, swam, ['sports']
describing, described, taking, took, ['taken']
describing, described, thinking, thought, ['thought']
describing, described, vanishing, vanished, ['whim']
describing, described, walking, walked, ['thrown']
describing, described, writing, wrote, ['written']
describing, described, dancing, danced, ['jazz']
describing, described, decreasing, decreased, ['strangled']
enhancing, enhanced, falling, fell, ['inserted']
enhancing, enhanced, feeding, fed, ['processing']
enhancing, enhanced, flying, flew, ['perl']
enhancing, enhanced, generating, generated, ['authentication']
enhancing, enhanced, going, went, ['decays']
enhancing, enhanced, hiding, hid, ['inserted']
enhancing, enhanced, hitting, hit, ['emulation']
enhancing, enhanced, implementing, implemented, ['provides']
enhancing, enhanced, increasing, increased, ['improved']
enhancing, enhanced, jumping, jumped, ['network']
enhancing, enhanced, knowing, knew, ['coincidence']
enhancing, enhanced, listening, listened, ['emulation']
enhancing, enhanced, looking, looked, ['easy']
enhancing, enhanced, moving, moved, ['decays']
enhancing, enhanced, paying, paid, ['plans']
enhancing, enhanced, playing, played, ['pieces']
enhancing, enhanced, predicting, predicted, ['consortium']
enhancing, enhanced, reading, read, ['bible']
enhancing, enhanced, running, ran, ['windows']
enhancing, enhanced, saying, said, ['superseded']
enhancing, enhanced, screaming, screamed, ['lace']
enhancing, enhanced, seeing, saw, ['theorized']
enhancing, enhanced, selling, sold, ['open']
enhancing, enhanced, shrinking, shrank, ['decays']
enhancing, enhanced, singing, sang, ['takeshi']
enhancing, enhanced, sitting, sat, ['topped']
enhancing, enhanced, sleeping, slept, ['penetration']
enhancing, enhanced, slowing, slowed, ['shut']
enhancing, enhanced, spending, spent, ['plans']
enhancing, enhanced, striking, struck, ['connection']
enhancing, enhanced, swimming, swam, ['dolby']
enhancing, enhanced, taking, took, ['taken']
enhancing, enhanced, thinking, thought, ['rumoured']
enhancing, enhanced, vanishing, vanished, ['proteus']
enhancing, enhanced, walking, walked, ['decays']
enhancing, enhanced, writing, wrote, ['written']
enhancing, enhanced, dancing, danced, ['swing']
enhancing, enhanced, decreasing, decreased, ['supplemented']
enhancing, enhanced, describing, described, ['revision']
falling, fell, feeding, fed, ['exile']
falling, fell, flying, flew, ['circus']
falling, fell, generating, generated, ['imaginary']
falling, fell, going, went, ['went']
falling, fell, hiding, hid, ['took']
falling, fell, hitting, hit, ['gave']
falling, fell, implementing, implemented, ['annexation']
falling, fell, increasing, increased, ['increased']
falling, fell, jumping, jumped, ['realignment']
falling, fell, knowing, knew, ['everyone']
falling, fell, listening, listened, ['thanks']
falling, fell, looking, looked, ['unexpectedly']
falling, fell, moving, moved, ['grew']
falling, fell, paying, paid, ['sought']
falling, fell, playing, played, ['played']
falling, fell, predicting, predicted, ['scapegoat']
falling, fell, reading, read, ['autobiography']
falling, fell, running, ran, ['came']
falling, fell, saying, said, ['knew']
falling, fell, screaming, screamed, ['peacock']
falling, fell, seeing, saw, ['afterwards']
falling, fell, selling, sold, ['greatest']
falling, fell, shrinking, shrank, ['expanded']
falling, fell, singing, sang, ['reviewer']
falling, fell, sitting, sat, ['unexpectedly']
falling, fell, sleeping, slept, ['thief']
falling, fell, slowing, slowed, ['stepped']
falling, fell, spending, spent, ['expanded']
falling, fell, striking, struck, ['stylistic']
falling, fell, swimming, swam, ['academies']
falling, fell, taking, took, ['took']
falling, fell, thinking, thought, ['ideas']
falling, fell, vanishing, vanished, ['trigrams']
falling, fell, walking, walked, ['came']
falling, fell, writing, wrote, ['poetry']
falling, fell, dancing, danced, ['ragtime']
falling, fell, decreasing, decreased, ['increasing']
falling, fell, describing, described, ['explains']
falling, fell, enhancing, enhanced, ['immense']
feeding, fed, flying, flew, ['masked']
feeding, fed, generating, generated, ['manually']
feeding, fed, going, went, ['go']
feeding, fed, hiding, hid, ['pushed']
feeding, fed, hitting, hit, ['discards']
feeding, fed, implementing, implemented, ['carefully']
feeding, fed, increasing, increased, ['dramatically']
feeding, fed, jumping, jumped, ['jumps']
feeding, fed, knowing, knew, ['answered']
feeding, fed, listening, listened, ['constrained']
feeding, fed, looking, looked, ['cleaned']
feeding, fed, moving, moved, ['move']
feeding, fed, paying, paid, ['welcomed']
feeding, fed, playing, played, ['played']
feeding, fed, predicting, predicted, ['referees']
feeding, fed, reading, read, ['translated']
feeding, fed, running, ran, ['run']
feeding, fed, saying, said, ['said']
feeding, fed, screaming, screamed, ['masked']
feeding, fed, seeing, saw, ['said']
feeding, fed, selling, sold, ['turn']
feeding, fed, shrinking, shrank, ['diverted']
feeding, fed, singing, sang, ['tune']
feeding, fed, sitting, sat, ['welcomed']
feeding, fed, sleeping, slept, ['handled']
feeding, fed, slowing, slowed, ['pulled']
feeding, fed, spending, spent, ['continually']
feeding, fed, striking, struck, ['turn']
feeding, fed, swimming, swam, ['pool']
feeding, fed, taking, took, ['taken']
feeding, fed, thinking, thought, ['thought']
feeding, fed, vanishing, vanished, ['mandelbrot']
feeding, fed, walking, walked, ['crossed']
feeding, fed, writing, wrote, ['translated']
feeding, fed, dancing, danced, ['dancers']
feeding, fed, decreasing, decreased, ['multiplied']
feeding, fed, describing, described, ['described']
feeding, fed, enhancing, enhanced, ['approximated']
feeding, fed, falling, fell, ['thrown']
flying, flew, generating, generated, ['leases']
flying, flew, going, went, ['walked']
flying, flew, hiding, hid, ['thereafter']
flying, flew, hitting, hit, ['griffin']
flying, flew, implementing, implemented, ['establishing']
flying, flew, increasing, increased, ['immense']
flying, flew, jumping, jumped, ['walked']
flying, flew, knowing, knew, ['prevailed']
flying, flew, listening, listened, ['oneself']
flying, flew, looking, looked, ['stood']
flying, flew, moving, moved, ['forward']
flying, flew, paying, paid, ['stood']
flying, flew, playing, played, ['missed']
flying, flew, predicting, predicted, ['estimating']
flying, flew, reading, read, ['further']
flying, flew, running, ran, ['runs']
flying, flew, saying, said, ['forgot']
flying, flew, screaming, screamed, ['settling']
flying, flew, seeing, saw, ['afterwards']
flying, flew, selling, sold, ['album']
flying, flew, shrinking, shrank, ['expands']
flying, flew, singing, sang, ['vogue']
flying, flew, sitting, sat, ['convened']
flying, flew, sleeping, slept, ['settling']
flying, flew, slowing, slowed, ['stepped']
flying, flew, spending, spent, ['lasting']
flying, flew, striking, struck, ['lasting']
flying, flew, swimming, swam, ['retirement']
flying, flew, taking, took, ['took']
flying, flew, thinking, thought, ['prevailed']
flying, flew, vanishing, vanished, ['prevailed']
flying, flew, walking, walked, ['walked']
flying, flew, writing, wrote, ['prevailed']
flying, flew, dancing, danced, ['vogue']
flying, flew, decreasing, decreased, ['indefinitely']
flying, flew, describing, described, ['describes']
flying, flew, enhancing, enhanced, ['imposing']
flying, flew, falling, fell, ['settling']
flying, flew, feeding, fed, ['settling']
generating, generated, going, went, ['come']
generating, generated, hiding, hid, ['viewed']
generating, generated, hitting, hit, ['clowns']
generating, generated, implementing, implemented, ['imagery']
generating, generated, increasing, increased, ['increased']
generating, generated, jumping, jumped, ['ambergris']
generating, generated, knowing, knew, ['automatically']
generating, generated, listening, listened, ['learn']
generating, generated, looking, looked, ['viewed']
generating, generated, moving, moved, ['viewed']
generating, generated, paying, paid, ['automatically']
generating, generated, playing, played, ['clowns']
generating, generated, predicting, predicted, ['modernists']
generating, generated, reading, read, ['explained']
generating, generated, running, ran, ['imagery']
generating, generated, saying, said, ['explained']
generating, generated, screaming, screamed, ['cabo']
generating, generated, seeing, saw, ['realized']
generating, generated, selling, sold, ['tremendously']
generating, generated, shrinking, shrank, ['disseminated']
generating, generated, singing, sang, ['folk']
generating, generated, sitting, sat, ['viewed']
generating, generated, sleeping, slept, ['eating']
generating, generated, slowing, slowed, ['shut']
generating, generated, spending, spent, ['explained']
generating, generated, striking, struck, ['overcome']
generating, generated, swimming, swam, ['impulses']
generating, generated, taking, took, ['taken']
generating, generated, thinking, thought, ['thought']
generating, generated, vanishing, vanished, ['mnemosyne']
generating, generated, walking, walked, ['viewed']
generating, generated, writing, wrote, ['imagery']
generating, generated, dancing, danced, ['folk']
generating, generated, decreasing, decreased, ['dissipated']
generating, generated, describing, described, ['explained']
generating, generated, enhancing, enhanced, ['imagery']
generating, generated, falling, fell, ['erupt']
generating, generated, feeding, fed, ['imagery']
generating, generated, flying, flew, ['saucers']
going, went, hiding, hid, ['took']
going, went, hitting, hit, ['cukor']
going, went, implementing, implemented, ['retaliation']
going, went, increasing, increased, ['increased']
going, went, jumping, jumped, ['base']
going, went, knowing, knew, ['demanded']
going, went, listening, listened, ['concerts']
going, went, looking, looked, ['hiding']
going, went, moving, moved, ['moved']
going, went, paying, paid, ['tribute']
going, went, playing, played, ['played']
going, went, predicting, predicted, ['laity']
going, went, reading, read, ['euripides']
going, went, running, ran, ['mate']
going, went, saying, said, ['noticed']
going, went, screaming, screamed, ['warriors']
going, went, seeing, saw, ['died']
going, went, selling, sold, ['debut']
going, went, shrinking, shrank, ['hurst']
going, went, singing, sang, ['itunes']
going, went, sitting, sat, ['christened']
going, went, sleeping, slept, ['race']
going, went, slowing, slowed, ['stepped']
going, went, spending, spent, ['enterprises']
going, went, striking, struck, ['crucial']
going, went, swimming, swam, ['pool']
going, went, taking, took, ['took']
going, went, thinking, thought, ['life']
going, went, vanishing, vanished, ['coaching']
going, went, walking, walked, ['hiding']
going, went, writing, wrote, ['career']
going, went, dancing, danced, ['jazz']
going, went, decreasing, decreased, ['steadily']
going, went, describing, described, ['describes']
going, went, enhancing, enhanced, ['roles']
going, went, falling, fell, ['fell']
going, went, feeding, fed, ['careers']
going, went, flying, flew, ['circus']
going, went, generating, generated, ['computable']
hiding, hid, hitting, hit, ['whip']
hiding, hid, implementing, implemented, ['performs']
hiding, hid, increasing, increased, ['strength']
hiding, hid, jumping, jumped, ['base']
hiding, hid, knowing, knew, ['feels']
hiding, hid, listening, listened, ['chorus']
hiding, hid, looking, looked, ['looks']
hiding, hid, moving, moved, ['sound']
hiding, hid, paying, paid, ['delivering']
hiding, hid, playing, played, ['plays']
hiding, hid, predicting, predicted, ['fills']
hiding, hid, reading, read, ['richard']
hiding, hid, running, ran, ['backs']
hiding, hid, saying, said, ['enunciated']
hiding, hid, screaming, screamed, ['mitre']
hiding, hid, seeing, saw, ['feels']
hiding, hid, selling, sold, ['singles']
hiding, hid, shrinking, shrank, ['spaniard']
hiding, hid, singing, sang, ['contest']
hiding, hid, sitting, sat, ['wears']
hiding, hid, sleeping, slept, ['wore']
hiding, hid, slowing, slowed, ['transmits']
hiding, hid, spending, spent, ['underwent']
hiding, hid, striking, struck, ['resemblance']
hiding, hid, swimming, swam, ['pool']
hiding, hid, taking, took, ['commits']
hiding, hid, thinking, thought, ['feels']
hiding, hid, vanishing, vanished, ['performs']
hiding, hid, walking, walked, ['bites']
hiding, hid, writing, wrote, ['poetry']
hiding, hid, dancing, danced, ['postmodern']
hiding, hid, decreasing, decreased, ['wielded']
hiding, hid, describing, described, ['describes']
hiding, hid, enhancing, enhanced, ['sells']
hiding, hid, falling, fell, ['stays']
hiding, hid, feeding, fed, ['checks']
hiding, hid, flying, flew, ['circus']
hiding, hid, generating, generated, ['performs']
hiding, hid, going, went, ['sing']
hitting, hit, implementing, implemented, ['typing']
hitting, hit, increasing, increased, ['steadily']
hitting, hit, jumping, jumped, ['ski']
hitting, hit, knowing, knew, ['everyone']
hitting, hit, listening, listened, ['live']
hitting, hit, looking, looked, ['farther']
hitting, hit, moving, moved, ['sidewalks']
hitting, hit, paying, paid, ['farther']
hitting, hit, playing, played, ['played']
hitting, hit, predicting, predicted, ['persists']
hitting, hit, reading, read, ['poems']
hitting, hit, running, ran, ['track']
hitting, hit, saying, said, ['what']
hitting, hit, screaming, screamed, ['raleigh']
hitting, hit, seeing, saw, ['what']
hitting, hit, selling, sold, ['fastest']
hitting, hit, shrinking, shrank, ['slid']
hitting, hit, singing, sang, ['pop']
hitting, hit, sitting, sat, ['hooked']
hitting, hit, sleeping, slept, ['blonde']
hitting, hit, slowing, slowed, ['down']
hitting, hit, spending, spent, ['dunst']
hitting, hit, striking, struck, ['somewhere']
hitting, hit, swimming, swam, ['jumping']
hitting, hit, taking, took, ['take']
hitting, hit, thinking, thought, ['something']
hitting, hit, vanishing, vanished, ['ski']
hitting, hit, walking, walked, ['somewhere']
hitting, hit, writing, wrote, ['instrumental']
hitting, hit, dancing, danced, ['singing']
hitting, hit, decreasing, decreased, ['steadily']
hitting, hit, describing, described, ['precisely']
hitting, hit, enhancing, enhanced, ['performance']
hitting, hit, falling, fell, ['gone']
hitting, hit, feeding, fed, ['fastest']
hitting, hit, flying, flew, ['ski']
hitting, hit, generating, generated, ['computable']
hitting, hit, going, went, ['sing']
hitting, hit, hiding, hid, ['somewhere']
implementing, implemented, increasing, increased, ['dramatically']
implementing, implemented, jumping, jumped, ['bases']
implementing, implemented, knowing, knew, ['never']
implementing, implemented, listening, listened, ['synthesizers']
implementing, implemented, looking, looked, ['thoroughly']
implementing, implemented, moving, moved, ['attached']
implementing, implemented, paying, paid, ['shipped']
implementing, implemented, playing, played, ['played']
implementing, implemented, predicting, predicted, ['reused']
implementing, implemented, reading, read, ['printed']
implementing, implemented, running, ran, ['run']
implementing, implemented, saying, said, ['explained']
implementing, implemented, screaming, screamed, ['climbed']
implementing, implemented, seeing, saw, ['realized']
implementing, implemented, selling, sold, ['sold']
implementing, implemented, shrinking, shrank, ['disseminated']
implementing, implemented, singing, sang, ['dance']
implementing, implemented, sitting, sat, ['acquitted']
implementing, implemented, sleeping, slept, ['convicted']
implementing, implemented, slowing, slowed, ['shut']
implementing, implemented, spending, spent, ['usefully']
implementing, implemented, striking, struck, ['attached']
implementing, implemented, swimming, swam, ['digital']
implementing, implemented, taking, took, ['accidentally']
implementing, implemented, thinking, thought, ['thoroughly']
implementing, implemented, vanishing, vanished, ['pips']
implementing, implemented, walking, walked, ['attached']
implementing, implemented, writing, wrote, ['printed']
implementing, implemented, dancing, danced, ['dance']
implementing, implemented, decreasing, decreased, ['strangled']
implementing, implemented, describing, described, ['described']
implementing, implemented, enhancing, enhanced, ['visualized']
implementing, implemented, falling, fell, ['pounded']
implementing, implemented, feeding, fed, ['stored']
implementing, implemented, flying, flew, ['saucers']
implementing, implemented, generating, generated, ['computable']
implementing, implemented, going, went, ['never']
implementing, implemented, hiding, hid, ['separately']
implementing, implemented, hitting, hit, ['hit']
increasing, increased, jumping, jumped, ['pairing']
increasing, increased, knowing, knew, ['realising']
increasing, increased, listening, listened, ['swim']
increasing, increased, looking, looked, ['away']
increasing, increased, moving, moved, ['westward']
increasing, increased, paying, paid, ['benefit']
increasing, increased, playing, played, ['played']
increasing, increased, predicting, predicted, ['scapegoat']
increasing, increased, reading, read, ['translators']
increasing, increased, running, ran, ['run']
increasing, increased, saying, said, ['told']
increasing, increased, screaming, screamed, ['brigham']
increasing, increased, seeing, saw, ['suffering']
increasing, increased, selling, sold, ['sold']
increasing, increased, shrinking, shrank, ['concealed']
increasing, increased, singing, sang, ['artists']
increasing, increased, sitting, sat, ['pulled']
increasing, increased, sleeping, slept, ['hunting']
increasing, increased, slowing, slowed, ['shut']
increasing, increased, spending, spent, ['investment']
increasing, increased, striking, struck, ['resemblance']
increasing, increased, swimming, swam, ['pool']
increasing, increased, taking, took, ['taken']
increasing, increased, thinking, thought, ['ideas']
increasing, increased, vanishing, vanished, ['bachelors']
increasing, increased, walking, walked, ['intermediaries']
increasing, increased, writing, wrote, ['written']
increasing, increased, dancing, danced, ['swing']
increasing, increased, decreasing, decreased, ['decreased']
increasing, increased, describing, described, ['describes']
increasing, increased, enhancing, enhanced, ['skills']
increasing, increased, falling, fell, ['fading']
increasing, increased, feeding, fed, ['breeding']
increasing, increased, flying, flew, ['circus']
increasing, increased, generating, generated, ['payment']
increasing, increased, going, went, ['away']
increasing, increased, hiding, hid, ['pushed']
increasing, increased, hitting, hit, ['heretic']
increasing, increased, implementing, implemented, ['adopting']
jumping, jumped, knowing, knew, ['declaring']
jumping, jumped, listening, listened, ['deported']
jumping, jumped, looking, looked, ['suddenly']
jumping, jumped, moving, moved, ['removed']
jumping, jumped, paying, paid, ['exported']
jumping, jumped, playing, played, ['oswald']
jumping, jumped, predicting, predicted, ['proposing']
jumping, jumped, reading, read, ['writings']
jumping, jumped, running, ran, ['theses']
jumping, jumped, saying, said, ['recalled']
jumping, jumped, screaming, screamed, ['alexei']
jumping, jumped, seeing, saw, ['suddenly']
jumping, jumped, selling, sold, ['exported']
jumping, jumped, shrinking, shrank, ['diverted']
jumping, jumped, singing, sang, ['haydn']
jumping, jumped, sitting, sat, ['exiled']
jumping, jumped, sleeping, slept, ['divorced']
jumping, jumped, slowing, slowed, ['shut']
jumping, jumped, spending, spent, ['exported']
jumping, jumped, striking, struck, ['stylistic']
jumping, jumped, swimming, swam, ['babylonian']
jumping, jumped, taking, took, ['taken']
jumping, jumped, thinking, thought, ['ideas']
jumping, jumped, vanishing, vanished, ['freed']
jumping, jumped, walking, walked, ['washed']
jumping, jumped, writing, wrote, ['writings']
jumping, jumped, dancing, danced, ['haydn']
jumping, jumped, decreasing, decreased, ['dismantled']
jumping, jumped, describing, described, ['writings']
jumping, jumped, enhancing, enhanced, ['distracting']
jumping, jumped, falling, fell, ['apart']
jumping, jumped, feeding, fed, ['exported']
jumping, jumped, flying, flew, ['rescued']
jumping, jumped, generating, generated, ['freed']
jumping, jumped, going, went, ['suddenly']
jumping, jumped, hiding, hid, ['suddenly']
jumping, jumped, hitting, hit, ['dismissed']
jumping, jumped, implementing, implemented, ['declaring']
jumping, jumped, increasing, increased, ['expanded']
knowing, knew, listening, listened, ['farmers']
knowing, knew, looking, looked, ['looked']
knowing, knew, moving, moved, ['successively']
knowing, knew, paying, paid, ['injured']
knowing, knew, playing, played, ['played']
knowing, knew, predicting, predicted, ['locals']
knowing, knew, reading, read, ['wrote']
knowing, knew, running, ran, ['beat']
knowing, knew, saying, said, ['said']
knowing, knew, screaming, screamed, ['young']
knowing, knew, seeing, saw, ['she']
knowing, knew, selling, sold, ['loyalists']
knowing, knew, shrinking, shrank, ['widened']
knowing, knew, singing, sang, ['music']
knowing, knew, sitting, sat, ['engaged']
knowing, knew, sleeping, slept, ['women']
knowing, knew, slowing, slowed, ['stepped']
knowing, knew, spending, spent, ['kills']
knowing, knew, striking, struck, ['audiences']
knowing, knew, swimming, swam, ['volleyball']
knowing, knew, taking, took, ['took']
knowing, knew, thinking, thought, ['thought']
knowing, knew, vanishing, vanished, ['giantess']
knowing, knew, walking, walked, ['walked']
knowing, knew, writing, wrote, ['wrote']
knowing, knew, dancing, danced, ['ragtime']
knowing, knew, decreasing, decreased, ['declined']
knowing, knew, describing, described, ['described']
knowing, knew, enhancing, enhanced, ['goethe']
knowing, knew, falling, fell, ['fell']
knowing, knew, feeding, fed, ['victims']
knowing, knew, flying, flew, ['circus']
knowing, knew, generating, generated, ['hexadecimal']
knowing, knew, going, went, ['went']
knowing, knew, hiding, hid, ['promptly']
knowing, knew, hitting, hit, ['gehrig']
knowing, knew, implementing, implemented, ['employed']
knowing, knew, increasing, increased, ['increased']
knowing, knew, jumping, jumped, ['base']
listening, listened, looking, looked, ['wrong']
listening, listened, moving, moved, ['slowly']
listening, listened, paying, paid, ['wronged']
listening, listened, playing, played, ['wronged']
listening, listened, predicting, predicted, ['wronged']
listening, listened, reading, read, ['wronged']
listening, listened, running, ran, ['crowding']
listening, listened, saying, said, ['said']
listening, listened, screaming, screamed, ['wronged']
listening, listened, seeing, saw, ['whom']
listening, listened, selling, sold, ['wronged']
listening, listened, shrinking, shrank, ['wronged']
listening, listened, singing, sang, ['whom']
listening, listened, sitting, sat, ['urged']
listening, listened, sleeping, slept, ['wronged']
listening, listened, slowing, slowed, ['stepped']
listening, listened, spending, spent, ['dramatically']
listening, listened, striking, struck, ['likened']
listening, listened, swimming, swam, ['wronged']
listening, listened, taking, took, ['wronged']
listening, listened, thinking, thought, ['shameless']
listening, listened, vanishing, vanished, ['withstood']
listening, listened, walking, walked, ['walked']
listening, listened, writing, wrote, ['relented']
listening, listened, dancing, danced, ['ghanima']
listening, listened, decreasing, decreased, ['greatly']
listening, listened, describing, described, ['explains']
listening, listened, enhancing, enhanced, ['greatly']
listening, listened, falling, fell, ['walked']
listening, listened, feeding, fed, ['walked']
listening, listened, flying, flew, ['wronged']
listening, listened, generating, generated, ['converges']
listening, listened, going, went, ['walked']
listening, listened, hiding, hid, ['repeatedly']
listening, listened, hitting, hit, ['thaw']
listening, listened, implementing, implemented, ['criticized']
listening, listened, increasing, increased, ['dramatically']
listening, listened, jumping, jumped, ['wronged']
listening, listened, knowing, knew, ['everyone']
looking, looked, moving, moved, ['slowly']
looking, looked, paying, paid, ['plans']
looking, looked, playing, played, ['played']
looking, looked, predicting, predicted, ['locals']
looking, looked, reading, read, ['delivered']
looking, looked, running, ran, ['mainframes']
looking, looked, saying, said, ['remarked']
looking, looked, screaming, screamed, ['frenchman']
looking, looked, seeing, saw, ['realized']
looking, looked, selling, sold, ['albums']
looking, looked, shrinking, shrank, ['sheer']
looking, looked, singing, sang, ['songs']
looking, looked, sitting, sat, ['delivered']
looking, looked, sleeping, slept, ['rested']
looking, looked, slowing, slowed, ['shut']
looking, looked, spending, spent, ['spends']
looking, looked, striking, struck, ['tremendous']
looking, looked, swimming, swam, ['drinking']
looking, looked, taking, took, ['took']
looking, looked, thinking, thought, ['argued']
looking, looked, vanishing, vanished, ['number']
looking, looked, walking, walked, ['walked']
looking, looked, writing, wrote, ['earlier']
looking, looked, dancing, danced, ['ragtime']
looking, looked, decreasing, decreased, ['diminished']
looking, looked, describing, described, ['mentions']
looking, looked, enhancing, enhanced, ['roles']
looking, looked, falling, fell, ['exposed']
looking, looked, feeding, fed, ['rested']
looking, looked, flying, flew, ['circus']
looking, looked, generating, generated, ['rested']
looking, looked, going, went, ['proceeded']
looking, looked, hiding, hid, ['stuck']
looking, looked, hitting, hit, ['hancock']
looking, looked, implementing, implemented, ['declarations']
looking, looked, increasing, increased, ['tremendous']
looking, looked, jumping, jumped, ['base']
